	Chromosome	Position	113B_T1_vs_113B_PBMC.tumour
5_178695516	5	178695516	0.142707285746298
5_178707113	5	178707113	-0.188498622729075
5_178712354	5	178712354	-0.108048790309059
5_178712441	5	178712441	0.164764206619495
5_178712888	5	178712888	-0.202121211251143
5_178713089	5	178713089	-0.194327701531273
5_178713618	5	178713618	-0.218730824148491
5_178725389	5	178725389	-0.141085680254293
5_178866310	5	178866310	-0.200817037947864
5_178882889	5	178882889	0.0957098062091285
5_178883253	5	178883253	-0.220632025883182
5_178883445	5	178883445	-0.0658793360651195
5_178895874	5	178895874	0.0874777650259054
5_178913054	5	178913054	0.0967710015794389
5_178931737	5	178931737	-0.1092719315785
5_178932135	5	178932135	0.019850537960764
5_178932309	5	178932309	0.130216341563101
5_178932686	5	178932686	0.289317120421129
5_178964858	5	178964858	0.360298720818925
5_178964859	5	178964859	0.352924993136643
5_178964901	5	178964901	0.0794423922882813
5_178981681	5	178981681	0.320245471298485
5_178981782	5	178981782	0.15269137431892
5_178981834	5	178981834	-0.0207914465365817
5_178983150	5	178983150	-0.214194043551719
5_178986162	5	178986162	-0.146090216152578
5_178986475	5	178986475	-0.222896853728044
5_178986522	5	178986522	-0.201247115471064
5_178986589	5	178986589	-0.0378649598955232
5_178986722	5	178986722	-0.053212924228959
5_178986940	5	178986940	-0.0134119161709843
5_178986946	5	178986946	0.031675973357554
5_178986955	5	178986955	-0.0319712456666493
5_178989062	5	178989062	0.163975902499949
5_178989287	5	178989287	-0.0431592595650361
5_178994593	5	178994593	-0.0828524146688332
5_178994873	5	178994873	-0.344542277030762
5_179028055	5	179028055	-0.295005651500443
5_179028117	5	179028117	-0.363370050733824
5_179032282	5	179032282	0.0351904575337906
5_179032425	5	179032425	0.168104062811779
5_179078835	5	179078835	0.140200430135723
5_179079998	5	179079998	0.350563613924865
5_179080068	5	179080068	0.156004108359755
5_179080089	5	179080089	0.132060041546789
5_179110915	5	179110915	-0.247084262373435
5_179111565	5	179111565	-0.0172336271233924
5_179114023	5	179114023	0.159780799105239
5_179114224	5	179114224	-0.10146809283618
5_179122718	5	179122718	-0.320096632463274
5_179128044	5	179128044	-0.120327120087496
5_179137812	5	179137812	0.0129394107759679
5_179139970	5	179139970	-0.0378649598955232
5_179153494	5	179153494	0.0463227493219551
5_179153518	5	179153518	-0.10835447842142
5_179153548	5	179153548	-0.014198769226153
5_179207546	5	179207546	0.00385229113323382
5_179207618	5	179207618	-0.0101442023370733
5_179207671	5	179207671	0.0394533239492731
5_179207703	5	179207703	-0.0156297414208028
5_179343980	5	179343980	-0.0313221140287511
5_179567485	5	179567485	0.026514268241775
5_179589571	5	179589571	0.204107830410441
5_179591646	5	179591646	0.162606843184003
5_179598813	5	179598813	0.142707285746298
5_179607620	5	179607620	0.421242785120279
5_179617886	5	179617886	-0.0823592698884756
5_179644835	5	179644835	0.610486247097115
5_179644854	5	179644854	0.536785166389495
5_179644924	5	179644924	0.458829758952454
5_179644943	5	179644943	0.494019187414754
5_179644944	5	179644944	0.488482122588028
5_179644957	5	179644957	0.541676416397488
5_179699069	5	179699069	0.297738071888916
5_179699631	5	179699631	-0.0673782401385371
5_179733401	5	179733401	0.284063134991839
5_179765340	5	179765340	0.0379349638292364
5_179766292	5	179766292	-0.0306899076028197
5_179766384	5	179766384	-0.176180354821013
5_179774463	5	179774463	-0.233537730535487
5_179774539	5	179774539	0.0813067410821543
5_179774724	5	179774724	-0.240621353805208
5_179774846	5	179774846	-0.294824851319633
5_179801926	5	179801926	0.311389120337978
5_179806892	5	179806892	0.418538966044206
5_179806907	5	179806907	0.228476680791261
5_179807050	5	179807050	-0.00857876243504052
5_179822903	5	179822903	0.0181927439939317
5_179825184	5	179825184	0.236237976471884
5_179833096	5	179833096	-0.0168225443336361
5_179833213	5	179833213	-0.0447760870803193
5_179833601	5	179833601	0.0272300683263617
5_179833613	5	179833613	0.0640974510499313
5_179836445	5	179836445	0.0799715303983352
5_179836515	5	179836515	0.00955316245941358
5_179837694	5	179837694	0.0964842689856521
5_179837731	5	179837731	0.229122037563771
5_179840949	5	179840949	0.478310317530737
5_179841995	5	179841995	0.29165057944229
5_179848051	5	179848051	0.153847843351498
5_179853333	5	179853333	0.379599276777861
5_179853345	5	179853345	0.260276882127474
5_179853379	5	179853379	0.0937976852653513
5_179853392	5	179853392	0.0569774117204139
5_179863889	5	179863889	0.336530554885975
5_179863970	5	179863970	0.102065301248952
5_179869831	5	179869831	-0.266177986550951
5_179870268	5	179870268	0.0547595864705952
5_179871526	5	179871526	0.225668734761696
5_179878462	5	179878462	-0.0164913091029562
5_179879653	5	179879653	-0.139692444954427
5_179888142	5	179888142	0.0302325564878852
5_179894570	5	179894570	-0.0722328318864512
5_179966867	5	179966867	0.142707285746298
5_179966926	5	179966926	0.294710379191348
5_180071595	5	180071595	0.387156627955943
5_180136435	5	180136435	-0.0871602561522968
5_180279870	5	180279870	0.219748321510126
5_180302519	5	180302519	0.149762043280248
5_180307230	5	180307230	0.161443848327883
5_180318901	5	180318901	0.254712311259429
5_180331560	5	180331560	-0.154815496472787
5_180569111	5	180569111	0.0452589456304788
5_180571372	5	180571372	-0.120327120087496
5_180603278	5	180603278	-0.0650446845863064
5_180609220	5	180609220	-0.146799331448687
5_180616388	5	180616388	-0.00275752370631986
5_180618787	5	180618787	0.126890580283523
5_180620976	5	180620976	0.302363951734783
5_180620979	5	180620979	0.189528142499291
5_180621651	5	180621651	0.124785377749035
5_180625946	5	180625946	-0.150700769131015
5_180625967	5	180625967	-0.120327120087496
5_180628936	5	180628936	0.198202398338001
5_180630231	5	180630231	-0.156396374795018
5_180630729	5	180630729	-0.141085680254293
5_180631761	5	180631761	-0.0899534710439775
5_180644995	5	180644995	0.291570671660781
5_180739140	5	180739140	0.0525094767747195
5_180739141	5	180739141	0.0148324631941399
5_180739361	5	180739361	0.00630631844352077
5_180739362	5	180739362	0.0121231759361537
5_180739461	5	180739461	-0.501148904028427
5_180739599	5	180739599	-0.351652666193952
5_180739877	5	180739877	0.478849239853361
5_180792304	5	180792304	0.0874777650259054
5_180792701	5	180792701	0.102065301248952
5_180792792	5	180792792	-0.0126133027872429
5_180845822	5	180845822	0.0340010263037975
5_180848973	5	180848973	-0.109186562482296
5_180849345	5	180849345	0.243636194597078
5_180850423	5	180850423	0.18685438943068
5_180851222	5	180851222	-0.053212924228959
5_180851393	5	180851393	0.137741032852948
5_180908743	5	180908743	-0.188498622729075
5_180911370	5	180911370	0.153237953238467
5_180911426	5	180911426	-0.0177573864469484
5_180911468	5	180911468	-0.0310597819904087
5_180911566	5	180911566	0.0954015709679411
5_180947523	5	180947523	-0.152035979814834
5_180947534	5	180947534	-0.0478146203031282
5_180950066	5	180950066	0.154532721143087
5_180950378	5	180950378	0.628134112916539
5_180950470	5	180950470	0.195174705640433
5_180989061	5	180989061	0.435191602741178
5_180993151	5	180993151	0.00166340429111405
5_180997423	5	180997423	0.157974042399608
5_181002726	5	181002726	0.519083164656036
5_181004750	5	181004750	-0.144989174321765
5_181005416	5	181005416	0.047795638720831
5_181005622	5	181005622	-0.149770897979978
5_181005813	5	181005813	-0.169654832451064
5_181045513	5	181045513	-0.274360748759917
5_181058374	5	181058374	0.0911769851062159
5_181059404	5	181059404	0.277836560626951
5_181059727	5	181059727	-0.0700539136062725
5_181124462	5	181124462	0.154679927412374
5_181124511	5	181124511	0.156513085271328
5_181124781	5	181124781	-0.0983008137574972
5_181124937	5	181124937	-0.0493605987333526
5_181125123	5	181125123	-0.0272177156960147
5_181155172	5	181155172	-0.0258624360840035
5_181155314	5	181155314	0.159132833659409
5_181155412	5	181155412	0.309180861999681
5_181155629	5	181155629	0.425641249017796
5_181195354	5	181195354	0.099939000140564
5_181199104	5	181199104	-0.0629939450215445
5_181199899	5	181199899	0.180067813250225
5_181204828	5	181204828	0.183929948472811
5_181205059	5	181205059	-0.174098376528477
5_181224231	5	181224231	-0.175468674279957
5_181234980	5	181234980	0.446976714137154
5_181237256	5	181237256	0.186004119748848
5_181242275	5	181242275	0.0769052273505514
5_181247366	5	181247366	-0.202789280279469
6_324932	6	324932	-0.223175527679246
6_325010	6	325010	-0.601598317766427
6_325095	6	325095	-0.461866806716949
6_326459	6	326459	-0.399646609508779
6_326540	6	326540	-0.393345614493912
6_326553	6	326553	-0.409607981075012
6_326588	6	326588	-0.367942125127198
6_326625	6	326625	-0.264373489704203
6_326759	6	326759	-0.456923264763694
6_348130	6	348130	-0.290252121529808
6_348154	6	348154	-0.373307861257367
6_348155	6	348155	-0.34445042950306
6_401509	6	401509	-0.839426293460188
6_401641	6	401641	-1.04843420160571
6_405027	6	405027	-1.15375012162495
6_513966	6	513966	-1.09118077442798
6_564041	6	564041	-1.011620860645
6_564145	6	564145	-1.27413245616653
6_564658	6	564658	-0.968324026642446
6_619507	6	619507	-1.14378609291148
6_629882	6	629882	-0.436354613535174
6_656143	6	656143	-1.06546518505298
6_656186	6	656186	-0.943449358003417
6_656256	6	656256	-0.833613717784192
6_656473	6	656473	-1.09607957384082
6_656555	6	656555	-0.733303996978249
6_656810	6	656810	-0.999472725213111
6_910781	6	910781	-1.12954565011687
6_1311989	6	1311989	-0.942788934535309
6_1312081	6	1312081	-0.998071370036498
6_1312102	6	1312102	-0.962065036170764
6_1312763	6	1312763	-0.885861866450473
6_1313157	6	1313157	-1.27902486610655
6_1313235	6	1313235	-1.17766029515345
6_1313745	6	1313745	-0.786903386362304
6_1390150	6	1390150	-0.776372718870135
6_1390209	6	1390209	-1.14947346574701
6_1610652	6	1610652	-0.933913995856615
6_1610778	6	1610778	-0.957896655192108
6_1611042	6	1611042	-0.857292714253702
6_1611632	6	1611632	-0.995998985085294
6_1742560	6	1742560	-1.01514488339544
6_1909938	6	1909938	-0.709950998178515
6_2678361	6	2678361	-0.820766838228588
6_2743951	6	2743951	-1.25117459954712
6_2744002	6	2744002	-1.33373075819669
6_2744009	6	2744009	-1.42887618517366
6_2749397	6	2749397	-0.792752462058992
6_2765910	6	2765910	-1.33237759720248
6_2766075	6	2766075	-0.86376220958326
6_2768731	6	2768731	-0.943449358003417
6_2785114	6	2785114	-0.757757040702788
6_2833880	6	2833880	-0.81753088537833
6_2890184	6	2890184	-0.809398024149391
6_2890492	6	2890492	-0.883886924265415
6_2891896	6	2891896	-0.781910902411565
6_2959279	6	2959279	-0.663120166564713
6_2966581	6	2966581	-0.904598429032059
6_3010064	6	3010064	-0.562845355788447
6_3010156	6	3010156	-0.77014076515862
6_3015631	6	3015631	-0.963226159002767
6_3016904	6	3016904	-1.07968513559015
6_3016937	6	3016937	-1.26808074053119
6_3019510	6	3019510	-0.772403816667189
6_3019629	6	3019629	-0.564427084968803
6_3090756	6	3090756	-0.936880978991565
6_3113258	6	3113258	-0.937950377598927
6_3118788	6	3118788	-0.896431108160661
6_3137402	6	3137402	-0.860807198429939
6_3153878	6	3153878	-0.766319054206212
6_3154592	6	3154592	-1.05194014510725
6_3154648	6	3154648	-0.950402118645184
6_3155713	6	3155713	-0.636902645828402
6_3255093	6	3255093	-1.38336152592129
6_3255106	6	3255106	-1.46734619593769
6_3255151	6	3255151	-1.16957063910735
6_3259062	6	3259062	-0.763170536889152
6_3263702	6	3263702	-0.828146368594186
6_3264292	6	3264292	-1.30720525481101
6_3283750	6	3283750	-0.997178889314631
6_3283860	6	3283860	-1.01963312046802
6_3302927	6	3302927	-1.21793791671392
6_3356198	6	3356198	-0.828864305927185
6_3438504	6	3438504	-0.878509200163398
6_3727577	6	3727577	-0.792441569903734
6_3727625	6	3727625	-0.88171618819292
6_3751471	6	3751471	-0.874166532818098
6_3751513	6	3751513	-0.63052185240668
6_4031721	6	4031721	-1.4739640747022
6_4031764	6	4031764	-1.25783064383743
6_4032374	6	4032374	-0.548420772191786
6_4068814	6	4068814	-0.922881055881279
6_4069117	6	4069117	-0.974106379236452
6_4069451	6	4069451	-0.750681523622667
6_4069794	6	4069794	-0.982823596337561
6_4073285	6	4073285	-1.20959445818458
6_4073461	6	4073461	-0.918693258917846
6_4079611	6	4079611	-1.10998517586604
6_4084645	6	4084645	-0.777439406564488
6_4084651	6	4084651	-0.838183891305998
6_4087700	6	4087700	-1.01904378425031
6_4087715	6	4087715	-0.78445983424226
6_4101333	6	4101333	-0.777439406564488
6_4116028	6	4116028	-1.01535756048595
6_4117373	6	4117373	-0.759924877385498
6_4117413	6	4117413	-0.824871236561325
6_4122015	6	4122015	-0.594865631115002
6_4891781	6	4891781	-0.943449358003417
6_4891895	6	4891895	-0.982823596337561
6_4892132	6	4892132	-1.52086504967122
6_4892147	6	4892147	-1.50318421361719
6_4892273	6	4892273	-1.32514691197599
6_4892333	6	4892333	-1.22529667968904
6_4937636	6	4937636	-1.29316371694971
6_4943612	6	4943612	-0.820766838228588
6_4953921	6	4953921	-1.05061814827609
6_4995230	6	4995230	-0.965998973696202
6_4996031	6	4996031	-0.893361968961224
6_4996377	6	4996377	-1.17477490410987
6_4998729	6	4998729	-0.749683740167105
6_5001107	6	5001107	-0.761077398994399
6_5085530	6	5085530	-1.01682254433364
6_5260703	6	5260703	-0.851140487272107
6_5404666	6	5404666	-1.04632653864372
6_5431673	6	5431673	-1.04147169937626
6_5821735	6	5821735	-0.808383113772756
6_6144574	6	6144574	-0.951929588391777
6_6151904	6	6151904	-1.04370583848458
6_6151907	6	6151907	-1.04232460808622
6_6167589	6	6167589	-0.944477284688079
6_6174633	6	6174633	-1.06785970019336
6_6174638	6	6174638	-1.00102819171515
6_6174675	6	6174675	-1.07850694439287
6_6182028	6	6182028	-0.798399025200134
6_6626586	6	6626586	-0.977369166245453
6_6654577	6	6654577	-0.982823596337561
6_6654616	6	6654616	-0.998648563499243
6_7182047	6	7182047	-1.54774834382217
6_7211584	6	7211584	-1.05321292422896
6_7211585	6	7211585	-1.01723362712339
6_7229758	6	7229758	-0.642748154739939
6_7229929	6	7229929	-0.450032565566578
6_7230328	6	7230328	-0.900201305722993
6_7230613	6	7230613	-0.990266579523123
6_7230673	6	7230673	-1.23097118377149
6_7230976	6	7230976	-1.07353290860855
6_7230987	6	7230987	-0.965048894609585
6_7230998	6	7230998	-0.857292714253702
6_7231610	6	7231610	-1.05473877845992
6_7231777	6	7231777	-0.798399025200134
6_7246445	6	7246445	-0.615854537226708
6_7246757	6	7246757	-1.00168262358888
6_7246765	6	7246765	-0.871299572247581
6_7246939	6	7246939	-1.00785239082908
6_7248757	6	7248757	-1.03507983346899
6_7248826	6	7248826	-1.05562143069968
6_7310026	6	7310026	-1.3888159560134
6_7329864	6	7329864	-0.718228676516151
6_7378745	6	7378745	-0.873971455400333
6_7387003	6	7387003	-0.728009697308736
6_7393219	6	7393219	-1.1091865624823
6_7405346	6	7405346	-1.2552567001736
6_7417425	6	7417425	-1.20439138487597
6_7542041	6	7542041	-0.798399025200134
6_7565494	6	7565494	-1.1084530197992
6_7571858	6	7571858	-0.74481798499529
6_7575454	6	7575454	-0.509369410833395
6_7576294	6	7576294	-0.632226158618929
6_7576336	6	7576336	-0.55801335831154
6_7576436	6	7576436	-0.428449415449828
6_7577027	6	7577027	-0.84380948489008
6_7581403	6	7581403	-0.677544630325748
6_7583470	6	7583470	-0.952599674349429
6_7583652	6	7583652	-0.982823596337561
6_7584384	6	7584384	-0.917834256188753
6_7585437	6	7585437	-1.00381311136107
6_7585562	6	7585562	-0.922387742475587
6_7585734	6	7585734	-1.3114686074395
6_7585867	6	7585867	-0.690642844844251
6_7593757	6	7593757	-0.833045168007025
6_7601487	6	7601487	-1.20778996133784
6_7727038	6	7727038	-1.64115928338894
6_7727435	6	7727435	-1.20778996133784
6_7862308	6	7862308	-0.988223584080151
6_7883235	6	7883235	-1.13155437551075
6_7888792	6	7888792	-1.07223283188645
6_7895115	6	7895115	-0.6755422774146
6_7910632	6	7910632	-1.10262511835404
6_8064353	6	8064353	-0.826595917030786
6_8097388	6	8097388	-1.19939869107869
6_8101770	6	8101770	-0.798399025200134
6_8430105	6	8430105	-1.19832963208877
6_9900427	6	9900427	-0.66513249433667
6_9932907	6	9932907	-0.860807198429939
6_9939305	6	9939305	-1.31433774005412
6_10398543	6	10398543	-0.572839324785003
6_10398552	6	10398552	-0.725467502746282
6_10400555	6	10400555	-0.757757040702788
6_10419586	6	10419586	-0.769419958228368
6_10419731	6	10419731	-0.586894920006422
6_10419846	6	10419846	-0.656380020327706
6_10528925	6	10528925	-1.08317412167003
6_10530045	6	10530045	-0.868788353091532
6_10556431	6	10556431	-0.946679032602466
6_10556677	6	10556677	-1.04757077765218
6_10556940	6	10556940	-0.812204824725164
6_10557053	6	10557053	-0.553286527363602
6_10586156	6	10586156	-0.804825294359567
6_10586370	6	10586370	-1.26471702942267
6_10586386	6	10586386	-1.26234612495992
6_10586494	6	10586494	-0.81314561056932
6_10586696	6	10586696	-0.935902548950069
6_10671464	6	10671464	-1.14541810105033
6_10672585	6	10672585	-0.864767834815849
6_10676597	6	10676597	-1.30877220950061
6_10690892	6	10690892	-0.792441569903734
6_10708957	6	10708957	-0.745478710924351
6_10709357	6	10709357	-1.04232460808622
6_10764418	6	10764418	-0.622827460616679
6_10775367	6	10775367	-0.932956984185775
6_10873474	6	10873474	-1.00667033829193
6_10874456	6	10874456	-0.975937210752321
6_10874613	6	10874613	-1.18641631054527
6_10874837	6	10874837	-1.04409153426041
6_10876011	6	10876011	-0.844117325505969
6_10877297	6	10877297	-0.835597643154383
6_10877315	6	10877315	-0.861794106488643
6_10877354	6	10877354	-0.705289620808652
6_10894103	6	10894103	-1.025862436084
6_10906023	6	10906023	-0.921018311864089
6_10907671	6	10907671	-0.852131009137923
6_10930498	6	10930498	-1.02721771569601
6_10942731	6	10942731	-0.741815496833766
6_10955175	6	10955175	-0.654663547738684
6_11005453	6	11005453	-1.29025212152981
6_11105128	6	11105128	-0.911740498276079
6_11105278	6	11105278	-0.873234258122724
6_11185300	6	11185300	-0.95926468735498
6_11190126	6	11190126	-0.989743010277352
6_11190203	6	11190203	-0.786903386362304
6_11190626	6	11190626	-1.19071644797889
6_11201012	6	11201012	-1.03105978199041
6_11213599	6	11213599	-0.939754874445675
6_11213620	6	11213620	-0.742764326227315
6_11305114	6	11305114	-0.989082586809243
6_11305997	6	11305997	-1.15819530567794
6_11575489	6	11575489	-0.681638352744007
6_11717340	6	11717340	-0.647956445742701
6_11723403	6	11723403	-0.78870562899629
6_11766374	6	11766374	-1.25783064383743
6_12119894	6	12119894	-0.884259761853971
6_12120057	6	12120057	-0.925070828688562
6_12120419	6	12120419	-0.941356979042177
6_12121535	6	12121535	-0.970431689604437
6_12121941	6	12121941	-0.996944704582214
6_12122277	6	12122277	-0.705289620808652
6_12122324	6	12122324	-0.870967651150779
6_12122540	6	12122540	-0.817764350067065
6_12122999	6	12122999	-1.03889952074365
6_12123982	6	12123982	-0.767446096871222
6_12124007	6	12124007	-0.605753947257738
6_12124079	6	12124079	-0.595236075343739
6_12124400	6	12124400	-0.484738546296372
6_12124622	6	12124622	-1.06222416552393
6_12125539	6	12125539	-0.420836231339953
6_12161835	6	12161835	-1.01904378425031
6_12161845	6	12161845	-0.862015124496105
6_12163506	6	12163506	-1.14417386204186
6_12163991	6	12163991	-1.04632653864372
6_12164056	6	12164056	-1.44963474534046
6_12164223	6	12164223	-1.00351345510475
6_12164379	6	12164379	-0.919187247979645
6_12902705	6	12902705	-0.71858644342211
6_12933680	6	12933680	-0.63052185240668
6_12957724	6	12957724	-0.992003023111957
6_13013995	6	13013995	-0.689169955445375
6_13184875	6	13184875	-0.849969373447844
6_13205900	6	13205900	-1.13527746155347
6_13206050	6	13206050	-0.712902804918528
6_13272793	6	13272793	-0.559612165613017
6_13281019	6	13281019	-0.844692677474069
6_13286285	6	13286285	-1.09523613912467
6_13306515	6	13306515	-1.03940712470393
6_13316573	6	13316573	-1.43552935178655
6_13320865	6	13320865	-0.425953402645758
6_13320947	6	13320947	-0.819324864054682
6_13365531	6	13365531	-0.591217854099857
6_13595533	6	13595533	-0.734435966468169
6_13599071	6	13599071	-0.820766838228588
6_13600947	6	13600947	-0.712242381450419
6_13611846	6	13611846	-1.21052492905907
6_13611883	6	13611883	-1.19211780315551
6_13616477	6	13616477	-0.961260634119877
6_13637841	6	13637841	-0.728009697308736
6_13710969	6	13710969	-0.908823014893784
6_13711165	6	13711165	-1.09523613912467
6_13793915	6	13793915	-0.756636500808873
6_13806962	6	13806962	-0.744178634202247
6_13814106	6	13814106	-0.813349366666105
6_13814229	6	13814229	-1.19599139001957
6_14131615	6	14131615	-0.95886369739338
6_14131623	6	14131623	-0.93477146693142
6_14135163	6	14135163	-1.13138230859649
6_15374197	6	15374197	-0.85263133688384
6_15468627	6	15468627	-1.02002221429181
6_15487352	6	15487352	-0.809986999475345
6_15496431	6	15496431	-1.21496399422557
6_15496666	6	15496666	-1.33850729013703
6_15523217	6	15523217	-1.57975873872479
6_15524448	6	15524448	-0.716430178413853
6_15533720	6	15533720	-0.920557607711719
6_15572843	6	15572843	-0.656380020327706
6_15627871	6	15627871	-0.202789280279469
6_15650901	6	15650901	-1.70528962080865
6_15660640	6	15660640	-0.91332674916803
6_15664978	6	15664978	-0.912522234974095
6_16143849	6	16143849	-0.996752434968963
6_16278866	6	16278866	-0.615854537226708
6_16289432	6	16289432	-1.01775738644695
6_16290530	6	16290530	-0.770742682297268
6_16327141	6	16327141	-1.18561858033922
6_16327287	6	16327287	-0.922881055881279
6_16327423	6	16327423	-0.932700116911725
6_16327585	6	16327585	-0.985876920315115
6_16327657	6	16327657	-1.0734060727
6_16327660	6	16327660	-1.14983111439758
6_16327690	6	16327690	-1.09724350697445
6_16328014	6	16328014	-0.925510943103473
6_17120757	6	17120757	-0.187441315946033
6_17129236	6	17129236	-0.781910902411565
6_17292030	6	17292030	-0.830820502892511
6_17426615	6	17426615	-0.557059690465659
6_17541077	6	17541077	-0.843319771701098
6_17542956	6	17542956	-0.548661441979798
6_17543071	6	17543071	-0.676720468611881
6_17600781	6	17600781	-0.9276820421451
6_17616695	6	17616695	-0.75591569387862
6_17624573	6	17624573	-0.728748593632641
6_17626068	6	17626068	-1.03919035736209
6_17637466	6	17637466	-0.553837279437819
6_17637748	6	17637748	-0.331831225281208
6_17639956	6	17639956	-0.766690165472796
6_17649263	6	17649263	-0.564808397258822
6_17665248	6	17665248	-1.08380124406238
6_17675015	6	17675015	-0.9906918396709
6_17675322	6	17675322	-0.711364135218337
6_17688463	6	17688463	-0.924184597908873
6_17688567	6	17688567	-0.427755645279743
6_17764299	6	17764299	-0.994796238003637
6_17764303	6	17764303	-0.919629769850367
6_17764500	6	17764500	-1.01844750606828
6_17764524	6	17764524	-0.657080527766033
6_17764581	6	17764581	-0.867040690805265
6_17764647	6	17764647	-0.871648007230772
6_17764729	6	17764729	-0.504990970322821
6_17773565	6	17773565	-1.16339584197938
6_17781219	6	17781219	-0.615091811837074
6_17781277	6	17781277	-0.803136944206797
6_17794263	6	17794263	-0.810999061979767
6_17799344	6	17799344	-1.0147169321269
6_17821871	6	17821871	-0.503046899093612
6_17831188	6	17831188	-0.721409286171929
6_17833967	6	17833967	-1.13592397513851
6_17833982	6	17833982	-1.09175796789073
6_17837082	6	17837082	-0.956828387804617
6_17850345	6	17850345	-1.16763283486585
6_17987078	6	17987078	-1.10825428778692
6_18120757	6	18120757	-0.910873754458546
6_18138983	6	18138983	-0.939754874445675
6_18138997	6	18138997	-0.837927389386771
6_18139571	6	18139571	-1.01217831623187
6_18161332	6	18161332	-1.02721771569601
6_18161343	6	18161343	-1.08133298847163
6_18212508	6	18212508	-0.685390063370947
6_18263979	6	18263979	-0.973937633105973
6_19837853	6	19837853	-0.779986988086253
6_20109648	6	20109648	-1.49883874334123
6_20112976	6	20112976	-0.961629374068438
6_20144294	6	20144294	-1.01579653661619
6_20212139	6	20212139	-0.39518696131808
6_20402579	6	20402579	-0.776372718870135
6_20464278	6	20464278	-0.714006837909761
6_20490197	6	20490197	-1.10901180685966
6_20649303	6	20649303	-0.689692765757634
6_20660803	6	20660803	-0.756170789810836
6_20661019	6	20661019	-0.329780485716446
6_20679478	6	20679478	-0.688011629376817
6_21201262	6	21201262	-1.1325018340336
6_21231032	6	21231032	-0.952599674349429
6_21594597	6	21594597	-1.06910179673232
6_21594616	6	21594616	-0.955696418314697
6_22287516	6	22287516	-0.935902548950069
6_22292568	6	22292568	-0.951727516111751
6_22569835	6	22569835	-1.00249062979364
6_22569874	6	22569874	-0.780251678489874
6_22570151	6	22570151	-1.02903128606795
6_22570166	6	22570166	-0.903019987910831
6_24174793	6	24174793	-0.876770088753006
6_24278116	6	24278116	-1.00890583741907
6_24301991	6	24301991	-0.849969373447844
6_24357568	6	24357568	-1.08814671433835
6_24403227	6	24403227	-0.757757040702788
6_24410790	6	24410790	-1.4483813177717
6_24412339	6	24412339	-1.19955381123807
6_24418557	6	24418557	-1.0499377921961
6_24423596	6	24423596	-0.741815496833766
6_24437180	6	24437180	-0.88282780636084
6_24437230	6	24437230	-1.05619678266778
6_24437261	6	24437261	-1.1034533015231
6_24445601	6	24445601	-0.857292714253702
6_24446969	6	24446969	-1.09479202798036
6_24454029	6	24454029	-1.08185297227286
6_24454164	6	24454164	-0.894767419672365
6_24466808	6	24466808	-1.20898473990789
6_24467211	6	24467211	-0.930104704411956
6_24489424	6	24489424	-0.89405126426382
6_24489505	6	24489505	-0.960546676050727
6_24495126	6	24495126	-0.942540000872213
6_24503362	6	24503362	-0.805453782734084
6_24503369	6	24503369	-0.769829873003363
6_24520491	6	24520491	-0.69886335164922
6_24528021	6	24528021	-0.836534154086905
6_24536449	6	24536449	-0.58190720530337
6_24541275	6	24541275	-0.820766838228588
6_24551436	6	24551436	-1.05660152247711
6_24556708	6	24556708	-1.00400300212026
6_24566725	6	24566725	-1.25322139058484
6_24576403	6	24576403	-0.717889657588286
6_24576557	6	24576557	-0.849025098270102
6_24576578	6	24576578	-0.798399025200134
6_24588598	6	24588598	-0.641159283388937
6_24588656	6	24588656	-0.67016139740505
6_24596298	6	24596298	-1.38019424684261
6_24596500	6	24596500	-0.759228427919456
6_24596514	6	24596514	-0.705289620808652
6_24596535	6	24596535	-0.614436190357539
6_24645739	6	24645739	-1.04015677140351
6_24653045	6	24653045	-1.23183543530449
6_24666781	6	24666781	-0.90662042661727
6_24697950	6	24697950	-1.14304719658758
6_24697987	6	24697987	-1.14457466633417
6_24780664	6	24780664	-1.23580433750743
6_24780716	6	24780716	-1.15048909059775
6_24797412	6	24797412	-0.25359365095096
6_24797419	6	24797419	-0.259730176752913
6_24818557	6	24818557	-0.417713030712067
6_24825283	6	24825283	-1.17922080914106
6_24825292	6	24825292	-1.25359365095096
6_24825375	6	24825375	-1.35205740600328
6_24828221	6	24828221	-1.16154978281401
6_24828262	6	24828262	-1.37239040810029
6_24842955	6	24842955	-0.69290589635282
6_24843322	6	24843322	-0.785908081016937
6_24843427	6	24843427	-1.01844750606828
6_24848037	6	24848037	-0.873017066546719
6_24992899	6	24992899	-1.42466115496012
6_25274974	6	25274974	-0.957774107301536
6_25274984	6	25274984	-0.938123788866747
6_25279054	6	25279054	-0.954317168648567
6_25279314	6	25279314	-0.596765164030483
6_25279374	6	25279374	-0.772403816667189
6_25420150	6	25420150	-0.756363805402922
6_25435530	6	25435530	-1.14269493311595
6_25600740	6	25600740	-0.880656707319213
6_25669555	6	25669555	-1.02016295816206
6_25726447	6	25726447	-0.798399025200134
6_25727037	6	25727037	-1.3158779292053
6_25727106	6	25727106	-1.74835834270054
6_25727154	6	25727154	-1.67905807923547
6_25727289	6	25727289	-1.08861826036016
6_25762013	6	25762013	-0.921998403641518
6_25769132	6	25769132	-0.742625772081625
6_25776640	6	25776640	-0.950402118645184
6_25776721	6	25776721	-0.625562428337918
6_25776828	6	25776828	-0.418408473020491
