	Chromosome	Position	67RT_CM-_vs_67_PBMC.tumour
6_27309886	6	27309886	-0.104218973087577
6_27310402	6	27310402	-0.0611334364701869
6_27310962	6	27310962	0.0370377388934766
6_27311242	6	27311242	0.0578216430692849
6_27311853	6	27311853	-0.247025310217356
6_27311995	6	27311995	0.617745863053763
6_27312073	6	27312073	0.207657579746653
6_27400430	6	27400430	-0.186965507498958
6_27400815	6	27400815	-0.0636678641558113
6_27401095	6	27401095	-0.0221237474791017
6_27452919	6	27452919	-0.0253195922309609
6_27457406	6	27457406	-0.185496617121711
6_27810319	6	27810319	0.0624308963218742
6_27838197	6	27838197	0.0805782430321334
6_27838213	6	27838213	0.211640774875244
6_27838295	6	27838295	0.515536436434238
6_27867079	6	27867079	0.486806260180054
6_27867277	6	27867277	0.404095209270499
6_27871968	6	27871968	-0.154925935117275
6_27872255	6	27872255	-0.0750726274280607
6_27893144	6	27893144	-0.0573706256946016
6_27893485	6	27893485	0.104251072016501
6_27911773	6	27911773	-0.0465034752312898
6_27912091	6	27912091	0.0669463774443671
6_27957298	6	27957298	0.149358939181986
6_27957477	6	27957477	0.147319793908387
6_27957678	6	27957678	0.0839168963330961
6_27957851	6	27957851	-0.126297950783234
6_28053478	6	28053478	0.0390983924912502
6_28053811	6	28053811	-0.20060350951192
6_28053990	6	28053990	0.0654085961217698
6_28053997	6	28053997	0.142518807644566
6_28054149	6	28054149	-0.115714611925407
6_28054150	6	28054150	-0.0557073025611294
6_28073885	6	28073885	0.0890467523330459
6_28074199	6	28074199	0.139052177924787
6_28089051	6	28089051	0.0336336320144392
6_28089360	6	28089360	0.484354781185958
6_28129415	6	28129415	-0.230723497888255
6_28149553	6	28149553	-0.406586771144621
6_28153217	6	28153217	0.00346077511862905
6_28153457	6	28153457	0.101805134656018
6_28153915	6	28153915	-0.158213862728306
6_28227743	6	28227743	0.271730136098331
6_28233003	6	28233003	0.23526749318409
6_28245461	6	28245461	-0.361376812584702
6_28245539	6	28245539	0.0341564423266978
6_28251883	6	28251883	-0.437642706812769
6_28259439	6	28259439	-0.613938713559763
6_28259495	6	28259495	-0.424406879656075
6_28259547	6	28259547	-0.126911558947679
6_28259622	6	28259622	-0.197556633953056
6_28259658	6	28259658	-0.526768597285753
6_28271963	6	28271963	-0.126602928068143
6_28272095	6	28272095	0.037695302733889
6_28272314	6	28272314	-0.0123368720800979
6_28272748	6	28272748	-0.269888804412084
6_28296915	6	28296915	-0.100835723493142
6_28301047	6	28301047	-0.132405802494012
6_28301544	6	28301544	0.016350400335534
6_28301886	6	28301886	-0.364579244623046
6_28302270	6	28302270	-0.4710013037592
6_28326722	6	28326722	-0.0750726274280607
6_28326773	6	28326773	-0.187966683833994
6_28329536	6	28329536	0.0383854223552233
6_28359594	6	28359594	0.417967383852056
6_28363350	6	28363350	0.20990433128641
6_28363351	6	28363351	0.174541262643412
6_28363694	6	28363694	0.0474113790969344
6_28365619	6	28365619	-0.408973363981499
6_28390543	6	28390543	-0.391546292223315
6_28390558	6	28390558	-0.282397600675567
6_28390699	6	28390699	-0.157534787620034
6_28391116	6	28391116	-0.329389816160746
6_28391296	6	28391296	-0.189531352012976
6_28391393	6	28391393	-0.0382358592476892
6_28398326	6	28398326	-0.0908399432863773
6_28434483	6	28434483	0.297586269580231
6_28434604	6	28434604	-0.115714611925407
6_28504395	6	28504395	-0.0892864866477616
6_28505754	6	28505754	-0.156209390153466
6_28510778	6	28510778	0.289499804867795
6_28510851	6	28510851	0.0948523740142516
6_28515705	6	28515705	-0.213778898259653
6_28534773	6	28534773	-0.105769424650977
6_28572190	6	28572190	-0.263276362588682
6_28574647	6	28574647	-0.282668046836428
6_28574743	6	28574743	-0.381733965662113
6_28575493	6	28575493	0.000591642504011686
6_28904259	6	28904259	-0.349932468658644
6_28907555	6	28907555	-0.0173571295717733
6_28923234	6	28923234	-0.580307935678483
6_28923619	6	28923619	0.290211836653684
6_28995050	6	28995050	0.144893056513847
6_28995471	6	28995471	0.0637550772692561
6_28996472	6	28996472	-0.229795222226703
6_28999990	6	28999990	-0.0612668279030303
6_29044764	6	29044764	0.134022971294929
6_29086868	6	29086868	-0.0898696293561413
6_29087137	6	29087137	0.0265676344477767
6_29087146	6	29087146	-0.0149516349904898
6_29101560	6	29101560	-0.0222207451623257
6_29111969	6	29111969	0.314201775785702
6_29112227	6	29112227	0.0123902138222786
6_29112264	6	29112264	0.0035372072683059
6_29112463	6	29112463	-0.0591310835590391
6_29112567	6	29112567	0.0915772419813905
6_29112705	6	29112705	0.164754387244408
6_29112775	6	29112775	-0.0608587682083598
6_29112781	6	29112781	-0.217091632300489
6_29174072	6	29174072	0.196600696679606
6_29174277	6	29174277	0.189899582647226
6_29174305	6	29174305	0.171087959841337
6_29307521	6	29307521	-0.0351799003045482
6_29355716	6	29355716	-0.155992622811628
6_29355887	6	29355887	0.103897513617259
6_29356061	6	29356061	-0.152477131113667
6_29374582	6	29374582	0.102925674549934
6_29374853	6	29374853	0.12656123374159
6_29374998	6	29374998	-0.159961525014574
6_29396731	6	29396731	-0.222826247871753
6_29396762	6	29396762	-0.163203537706726
6_29396838	6	29396838	0.0836251185909975
6_29397061	6	29397061	0.138171411694202
6_29397257	6	29397257	0.00806860787218533
6_29397423	6	29397423	-0.176610653890123
6_29397464	6	29397464	-0.0173571295717733
6_29397554	6	29397554	0.162426686298595
6_29397596	6	29397596	-0.152034609242945
6_29417460	6	29417460	0.0244630461228538
6_29417468	6	29417468	0.0673716375921449
6_29417552	6	29417552	0.223008725504934
6_29417876	6	29417876	0.0385841543675065
6_29418079	6	29418079	-0.325050880436408
6_29426697	6	29426697	-0.125698700498029
6_29440376	6	29440376	0.0477841203574728
6_29440498	6	29440498	-0.101067835961005
6_29440582	6	29440582	0.0816528762593923
6_29440777	6	29440777	0.065789908411789
6_29440778	6	29440778	0.0675317680147398
6_29440872	6	29440872	0.384358991209237
6_29461865	6	29461865	0.202155659988488
6_29461879	6	29461879	0.212209324652411
6_29461940	6	29461940	0.0743049966101661
6_29462393	6	29462393	-0.00256012764369273
6_29462436	6	29462436	0.0542103895169057
6_29462611	6	29462611	0.129545092180411
6_29462664	6	29462664	0.177114396168741
6_29487111	6	29487111	-0.134451174506992
6_29487431	6	29487431	0.0912857589940593
6_29487486	6	29487486	0.045781767446325
6_29487549	6	29487549	-0.0875635716112576
6_29487578	6	29487578	-0.00468329953666267
6_29487580	6	29487580	-0.0184890990616931
6_29550853	6	29550853	-0.246838975694541
6_29553348	6	29553348	-0.374632909286968
6_29553508	6	29553508	-0.427057956171603
6_29553512	6	29553512	-0.500378462160732
6_29553780	6	29553780	-0.0750726274280607
6_29553884	6	29553884	-0.320185125264592
6_29554029	6	29554029	-0.0219612909684982
6_29554062	6	29554062	-0.211134177004089
6_29555893	6	29555893	-0.00292284167222534
6_29555933	6	29555933	0.0370377388934766
6_29556020	6	29556020	-0.088878426953091
6_29556082	6	29556082	-0.0481055798277914
6_29556117	6	29556117	-0.0750726274280607
6_29588602	6	29588602	0.0669463774443671
6_29588652	6	29588652	-0.0536989766354937
6_29589329	6	29589329	0.0137366395297952
6_29608660	6	29608660	-0.146457260664826
6_29613264	6	29613264	0.167783896468103
6_29623323	6	29623323	0.272850675992246
6_29627778	6	29627778	-0.317433464997105
6_29666226	6	29666226	0.026806986591153
6_29666235	6	29666235	-0.0219612909684982
6_29673025	6	29673025	-0.0109422900083451
6_29673328	6	29673328	-0.303697002476023
6_29673518	6	29673518	0.142518807644566
6_29673620	6	29673620	0.0836251185909975
6_29676891	6	29676891	-0.267717705370457
6_29676892	6	29676892	-0.220923493891515
6_29723805	6	29723805	-0.0280751478908913
6_29723857	6	29723857	0.0782781494787358
6_29728077	6	29728077	-0.152240487950521
6_29828137	6	29828137	-0.0226052075339252
6_29828550	6	29828550	-0.0430114181957621
6_29828570	6	29828570	0.032842711738827
6_29828707	6	29828707	0.0616637093636788
6_29828715	6	29828715	0.0539693175736782
6_29829643	6	29829643	0.0312362747182799
6_29942566	6	29942566	0.14369947822969
6_29942594	6	29942594	0.143350891705442
6_29942620	6	29942620	0.099830868127068
6_29942761	6	29942761	0.217974347472173
6_29942859	6	29942859	0.0123902138222786
6_29942926	6	29942926	-0.0974404404565151
6_29942954	6	29942954	-0.109220849839906
6_29943287	6	29943287	0.641134406571348
6_29943321	6	29943321	0.661892966738145
6_29943347	6	29943347	0.308256012123445
6_29943421	6	29943421	0.357886779848046
6_29943426	6	29943426	0.679814874735408
6_29943430	6	29943430	0.76142864028906
6_29943441	6	29943441	0.924927372571939
6_29943445	6	29943445	0.979375156594316
6_29944503	6	29944503	-0.0411252955047232
6_29944605	6	29944605	-0.0750726274280607
6_29944609	6	29944609	-0.0750726274280607
6_29944628	6	29944628	0.0693172819071142
6_30071257	6	30071257	-0.0625816832448639
6_30071298	6	30071298	-0.00468329953666267
6_30071587	6	30071587	0.0422843232100981
6_30103580	6	30103580	0.26196235984951
6_30112454	6	30112454	0.0899866188424355
6_30112503	6	30112503	0.326289934953707
6_30112592	6	30112592	0.431387899614378
6_30112628	6	30112628	0.523310389055417
6_30112719	6	30112719	0.474761649889493
6_30137039	6	30137039	0.00858530161884874
6_30137212	6	30137212	-0.0450153935718807
6_30154251	6	30154251	0.206497729843161
6_30154377	6	30154377	0.202036963617456
6_30154438	6	30154438	0.221059466581964
6_30158400	6	30158400	0.295765067940248
6_30161172	6	30161172	0.11337246198505
6_30163750	6	30163750	-0.172683424054483
6_30163934	6	30163934	-0.0921461407870022
6_30169845	6	30169845	-0.0593053115697441
6_30171922	6	30171922	-0.134573639176722
6_30186216	6	30186216	-0.270328918826995
6_30196561	6	30196561	-0.316080726931856
6_30196720	6	30196720	-0.0250319449284651
6_30198489	6	30198489	-0.00743391055269731
6_30198698	6	30198698	0.0518394850541589
6_30345252	6	30345252	-0.169931813769502
6_30345491	6	30345491	0.271377786593371
6_30346544	6	30346544	0.0392600480509342
6_30346552	6	30346552	0.0651050306201996
6_30491156	6	30491156	0.0397913296039421
6_30492476	6	30492476	-0.186103939816805
6_30547147	6	30547147	0.265964290407006
6_30547266	6	30547266	0.330919732247776
6_30552590	6	30552590	0.0370377388934766
6_30553360	6	30553360	0.452556698227144
6_30562426	6	30562426	0.0833567351764223
6_30562468	6	30562468	-0.0348087572143333
6_30580433	6	30580433	-0.0750726274280607
6_30584276	6	30584276	-0.040307209267384
6_30602447	6	30602447	0.0639037857207497
6_30605066	6	30605066	0.290059966024469
6_30619923	6	30619923	0.26975586956938
6_30640581	6	30640581	0.115258584676089
6_30642802	6	30642802	-0.571030122090472
6_30646654	6	30646654	0.232500174482232
6_30647591	6	30647591	-0.150360754732298
6_30647826	6	30647826	-0.282668046836428
6_30651360	6	30651360	0.295295822517055
6_30654817	6	30654817	0.108639325744327
6_30660090	6	30660090	0.170039870408471
6_30665142	6	30665142	0.177114396168741
6_30672701	6	30672701	0.527591875026555
6_30679258	6	30679258	0.221909110329071
6_30684599	6	30684599	-0.490110126706904
6_30685469	6	30685469	0.183661640972107
6_30685960	6	30685960	0.261210760436372
6_30688732	6	30688732	0.335715398849425
6_30702830	6	30702830	0.0847987093503287
6_30703873	6	30703873	-0.280391535405567
6_30703949	6	30703949	-0.135193619865632
6_30704251	6	30704251	0.0624308963218742
6_30704549	6	30704549	0.26865983777765
6_30705287	6	30705287	0.0180367769634208
6_30705328	6	30705328	0.0578216430692849
6_30705336	6	30705336	0.147319793908387
6_30705355	6	30705355	0.0331802632239626
6_30705386	6	30705386	-0.0883084545847547
6_30705408	6	30705408	0.10549961821376
6_30705409	6	30705409	0.125354462411596
6_30705563	6	30705563	0.202461348100848
6_30705582	6	30705582	0.209970399339493
6_30707413	6	30707413	0.298144696156156
6_30707685	6	30707685	-0.244997628870373
6_30712186	6	30712186	0.34981265780713
6_30712665	6	30712665	-0.33471644406108
6_30712736	6	30712736	-0.564457468166986
6_30712785	6	30712785	-0.456162794783567
6_30712862	6	30712862	-0.326611394424025
6_30712944	6	30712944	0.0915772419813905
6_30713956	6	30713956	0.220383256098111
6_30715095	6	30715095	-0.000304859026088556
6_30723728	6	30723728	0.224487654430847
6_30730154	6	30730154	0.151435902380619
6_30742494	6	30742494	0.698156510724917
6_30744122	6	30744122	0.088426104854819
6_30744208	6	30744208	0.234255430679668
6_30744448	6	30744448	0.0609889221479678
6_30889226	6	30889226	0.0866784425685515
6_30889295	6	30889295	0.181702787934051
6_30892113	6	30892113	-0.202451933904288
6_30894646	6	30894646	0.00981627015845218
6_30910044	6	30910044	0.180766277001529
6_30914426	6	30914426	-0.10544627647158
6_30914857	6	30914857	0.167128274988567
6_30920195	6	30920195	0.268229118251869
6_30920211	6	30920211	0.220383256098111
6_30920392	6	30920392	0.371183602461504
6_30921302	6	30921302	-0.0750726274280607
6_30921626	6	30921626	-0.151308213255146
6_30924438	6	30924438	0.468751178499609
6_30931794	6	30931794	-0.05980587077475
6_30941030	6	30941030	0.174099125023988
6_30948868	6	30948868	-0.125698700498029
6_30948941	6	30948941	0.219670638133071
6_30949705	6	30949705	0.0301705325992759
6_30949757	6	30949757	-0.137960333383451
6_30949945	6	30949945	0.133370235224164
6_30951614	6	30951614	-0.166220515486256
6_30986919	6	30986919	0.141885907857759
6_30986923	6	30986923	0.105865366736669
6_30986932	6	30986932	0.131801886818475
6_30986959	6	30986959	-0.0506195837035217
6_30987111	6	30987111	0.0745922239477884
6_30987141	6	30987141	-0.107987249900796
6_30987338	6	30987338	0.0426493314450341
6_30987350	6	30987350	-0.0117105664306311
6_30987357	6	30987357	0.0721533257551173
6_30987434	6	30987434	0.245327997712708
6_30987636	6	30987636	0.475124455132419
6_31025536	6	31025536	0.376801640031154
6_31025663	6	31025663	0.231258612408283
6_31025717	6	31025717	0.408010259273882
6_31025942	6	31025942	-0.145461955319459
6_31025999	6	31025999	-0.106781487155399
6_31026249	6	31026249	0.997077158327775
6_31026455	6	31026455	0.485642327046418
6_31026588	6	31026588	0.439500545401698
6_31026840	6	31026840	0.45362165364635
6_31026858	6	31026858	0.423380880038421
6_31026953	6	31026953	0.600087682264674
6_31027118	6	31027118	0.339964871850783
6_31027201	6	31027201	0.892505894879562
6_31027401	6	31027401	0.712519039808114
6_31027410	6	31027410	0.711523734462746
6_31027520	6	31027520	0.250327659366107
6_31028009	6	31028009	-0.23857135971094
6_31028355	6	31028355	-0.299112901645991
6_31028433	6	31028433	0.0520392904752785
6_31029182	6	31029182	-0.289811476221073
6_31029302	6	31029302	-0.309537881065084
6_31029473	6	31029473	0.192860577818572
6_31030039	6	31030039	-0.109838045588737
6_31030100	6	31030100	-0.0750726274280607
6_31034675	6	31034675	0.455442089270719
6_31034750	6	31034750	0.00899163736041385
6_31034752	6	31034752	0.0216033919836133
6_31034769	6	31034769	-0.0273758853967641
6_31034839	6	31034839	0.0782781494787358
6_31111540	6	31111540	-0.110696537158782
6_31111663	6	31111663	-0.172683424054483
6_31112117	6	31112117	0.0489160898473927
6_31112177	6	31112177	0.0769304660169893
6_31112239	6	31112239	-0.194654243180733
6_31112543	6	31112543	0.119743549555962
6_31112546	6	31112546	0.108639325744327
6_31116090	6	31116090	0.0651050306201996
6_31116862	6	31116862	0.190388515800273
6_31117015	6	31117015	0.00899163736041385
6_31117322	6	31117322	-0.0594757723770421
6_31117492	6	31117492	-0.106550858901229
6_31120368	6	31120368	-0.0253195922309609
6_31125705	6	31125705	0.55569356290622
6_31138054	6	31138054	-0.139202964847776
6_31138211	6	31138211	0.115449278621365
6_31138459	6	31138459	0.0452216062896511
6_31138712	6	31138712	0.312997824250514
6_31138739	6	31138739	0.426325156653964
6_31139016	6	31139016	-0.357472358128786
6_31139645	6	31139645	0.329622927629324
6_31142614	6	31142614	0.220383256098111
6_31143012	6	31143012	0.272850675992246
6_31144924	6	31144924	0.0948523740142516
6_31144960	6	31144960	-0.0750726274280607
6_31145046	6	31145046	0.335860473518047
6_31145275	6	31145275	0.35608453721406
6_31154705	6	31154705	0.304420754993116
6_31154787	6	31154787	0.169549741291853
6_31157072	6	31157072	-0.0649484101543533
6_31157513	6	31157513	0.231588710805991
6_31161533	6	31161533	0.21123155772858
6_31161839	6	31161839	0.465495753934642
6_31162515	6	31162515	-0.302878544950873
6_31166310	6	31166310	-0.371465630208285
6_31170427	6	31170427	-0.26540383953221
6_31170594	6	31170594	-0.0583938862814303
6_31269077	6	31269077	0.652847827135138
6_31271283	6	31271283	0.683919273068144
6_31271305	6	31271305	0.924927372571939
6_31271331	6	31271331	0.417967383852056
6_31271766	6	31271766	0.552958595184982
6_31285667	6	31285667	-0.100163608390891
6_31306603	6	31306603	0.0439800442157026
6_31410648	6	31410648	0.022224573926854
6_31410709	6	31410709	0.130396490871919
6_31410733	6	31410733	0.154932978018263
6_31411087	6	31411087	-0.314260291307487
6_31411179	6	31411179	-0.0481055798277914
6_31411996	6	31411996	-0.264550426291774
6_31412040	6	31412040	-0.344533302421288
6_31412153	6	31412153	-0.185255545178484
6_31412154	6	31412154	-0.197691914092017
6_31440051	6	31440051	-0.113805021916775
6_31498226	6	31498226	0.0756062850696074
6_31505784	6	31505784	0.234255430679668
6_31507051	6	31507051	0.102925674549934
6_31507279	6	31507279	0.0160752606301348
6_31509891	6	31509891	0.390050103287092
6_31529144	6	31529144	0.339964871850783
6_31529148	6	31529148	0.367870868420668
6_31531137	6	31531137	0.44575953587338
6_31535442	6	31535442	-0.118574266064647
6_31538868	6	31538868	0.00188935438682346
6_31538871	6	31538871	-0.0750726274280607
6_31542110	6	31542110	-0.0226052075339252
6_31574531	6	31574531	-0.157534787620034
6_31575828	6	31575828	0.0906645770508183
6_31581079	6	31581079	-0.00795843156952366
6_31581580	6	31581580	-0.0244465543580925
6_31587666	6	31587666	0.0231077665108426
6_31589604	6	31589604	-0.0861278159370564
6_31590014	6	31590014	0.0833567351764223
6_31615718	6	31615718	0.37238634954316
6_31624452	6	31624452	-0.227075720873111
6_31625488	6	31625488	-0.151423513558176
6_31626851	6	31626851	-0.102553363850168
6_31630712	6	31630712	0.0427638628657974
6_31631262	6	31631262	0.022774695970084
6_31631484	6	31631484	-0.0167739868633936
6_31632527	6	31632527	-0.184697118602559
6_31632552	6	31632552	-0.369815892989193
6_31632893	6	31632893	0.171365267875038
6_31633567	6	31633567	0.349067078958036
6_31635631	6	31635631	0.206109125115993
6_31635721	6	31635721	0.088426104854819
6_31636297	6	31636297	0.384358991209237
6_31636736	6	31636736	-0.100163608390891
6_31637065	6	31637065	-0.0206248434056842
6_31637501	6	31637501	-0.122769369459357
6_31639200	6	31639200	0.253875895137074
6_31642305	6	31642305	-0.0349951880527256
6_31642380	6	31642380	-0.0750726274280607
6_31656594	6	31656594	0.235856468510045
6_31657764	6	31657764	0.0643304292373556
6_31659127	6	31659127	0.0934330969289174
6_31659564	6	31659564	0.0769304660169893
6_31659672	6	31659672	-0.354226698625132
6_31659901	6	31659901	-0.172683424054483
6_31662395	6	31662395	0.156874100621636
6_31662633	6	31662633	0.131378250039366
6_31664144	6	31664144	-0.122378342206417
6_31664311	6	31664311	-0.039003372720539
6_31664357	6	31664357	0.0331802632239626
6_31665450	6	31665450	-0.332870384895707
6_31672238	6	31672238	0.339964871850783
6_31689636	6	31689636	-0.0613976905309842
6_31710076	6	31710076	0.170039870408471
6_31710407	6	31710407	0.197453227383031
6_31712608	6	31712608	0.0611317561702508
6_31712751	6	31712751	0.022224573926854
6_31712755	6	31712755	0.0256213721914123
6_31719166	6	31719166	-0.0347148898119197
6_31723889	6	31723889	0.279210840771687
6_31724715	6	31724715	-0.0575852006992197
6_31728943	6	31728943	-0.0136720827639173
6_31740551	6	31740551	0.170039870408471
6_31742911	6	31742911	0.161533653128088
6_31758201	6	31758201	0.164978460404894
6_31763142	6	31763142	0.217709121799785
6_31764066	6	31764066	0.172020234536712
6_31766568	6	31766568	0.201258601019191
6_31773102	6	31773102	0.0749528165765467
6_31776105	6	31776105	0.0388835618690253
6_31776614	6	31776614	0.0717687609012106
6_31780056	6	31780056	0.10995926640446
6_31781043	6	31781043	0.251155604892927
6_31782362	6	31782362	-0.118141349319947
6_31785646	6	31785646	0.0542103895169057
6_31793006	6	31793006	0.307647151578055
6_31810300	6	31810300	0.0483097880772213
6_31810495	6	31810495	-0.145461955319459
6_31810767	6	31810767	0.088426104854819
6_31811054	6	31811054	0.00188935438682346
6_31837433	6	31837433	-0.000304859026088556
6_31861317	6	31861317	0.392432291744919
6_31861413	6	31861413	0.322686880418948
6_31870917	6	31870917	0.47852570238376
6_31870936	6	31870936	0.476337313582069
6_31871554	6	31871554	-0.0192193926945433
6_31874754	6	31874754	0.223008725504934
6_31878964	6	31878964	0.00981627015845218
6_31883395	6	31883395	0.10604005464671
6_31883457	6	31883457	0.123093678228498
6_31883845	6	31883845	0.182423594864303
6_31888435	6	31888435	0.509889873293096
6_31888493	6	31888493	0.716340750760522
6_31889575	6	31889575	0.00188935438682346
6_31892543	6	31892543	0.0141947106690265
6_31896761	6	31896761	0.240429198299869
6_31896770	6	31896770	0.0651050306201996
6_31900037	6	31900037	0.417323754557023
6_31900271	6	31900271	0.0605824719295057
6_31900630	6	31900630	0.0561719058501921
6_31936027	6	31936027	-0.0605730577329455
6_31943489	6	31943489	0.202912119871705
6_31945253	6	31945253	-0.149840395830033
6_31946403	6	31946403	0.088426104854819
6_31946529	6	31946529	-0.0433637677007226
6_31948042	6	31948042	0.117572450514335
6_31948930	6	31948930	0.132868637610847
6_31950303	6	31950303	0.0555114823820838
6_31951241	6	31951241	-0.302141535973982
6_31951565	6	31951565	-0.0210327877151716
6_31959303	6	31959303	0.0280208655360431
6_31960461	6	31960461	-0.2021845453314
6_31961960	6	31961960	0.0920373584071976
6_31962547	6	31962547	0.300794274570105
6_31962574	6	31962574	-0.0750726274280607
6_31967790	6	31967790	0.221909110329071
6_31968349	6	31968349	0.270062858620627
6_31968775	6	31968775	0.235856468510045
6_31968902	6	31968902	0.22091220020702
6_31968942	6	31968942	0.363048484963824
6_31969289	6	31969289	0.557195588071452
6_31969985	6	31969985	0.266618722280732
6_31970343	6	31970343	-0.0419057634928612
6_31970959	6	31970959	0.0751700081525519
6_31972046	6	31972046	0.174541262643412
6_31972121	6	31972121	0.00415406372251443
6_31980700	6	31980700	0.256548863663146
6_32046198	6	32046198	0.103897513617259
6_32048559	6	32048559	0.344152668814217
6_32049366	6	32049366	-0.0620164746026143
6_32049415	6	32049415	-0.0139323326141565
6_32049539	6	32049539	0.137921095906138
6_32050269	6	32050269	0.132023606811876
6_32052713	6	32052713	-0.157534787620034
6_32052745	6	32052745	-0.120876317041185
6_32053578	6	32053578	-0.230191694094967
6_32056775	6	32056775	-0.0875097306662833
6_32056863	6	32056863	0.0170455745603708
6_32058081	6	32058081	0.0173736213365345
6_32058172	6	32058172	-0.0750726274280607
6_32058203	6	32058203	0.0857813835992552
6_32061403	6	32061403	-0.339835847178605
6_32061472	6	32061472	-0.169488229320167
6_32061476	6	32061476	-0.129520411450437
6_32062274	6	32062274	-0.0555764518022636
6_32064912	6	32064912	0.093681830306314
6_32064979	6	32064979	0.0672802959832698
6_32067692	6	32067692	-0.00676661403715173
6_32068901	6	32068901	-0.0415200677170342
6_32068978	6	32068978	0.140195359475006
6_32069592	6	32069592	0.239800709925351
6_32079289	6	32079289	0.00914037647502449
6_32081646	6	32081646	0.0217889118245283
6_32081652	6	32081652	-0.0955367299877762
6_32082118	6	32082118	-0.173253021366964
6_32084667	6	32084667	-0.0320039055361747
6_32087709	6	32087709	-0.0618972386803275
6_32088803	6	32088803	-0.343005832674694
6_32096119	6	32096119	0.390590944920751
6_32096384	6	32096384	0.103264613830452
6_32096944	6	32096944	0.292383807316673
6_32126145	6	32126145	0.275113727500815
6_32127688	6	32127688	-0.00231628499274652
6_32129291	6	32129291	0.548364021107731
6_32153634	6	32153634	-0.325395981512301
6_32154695	6	32154695	0.211548598723349
6_32166618	6	32166618	-0.175766627047534
6_32166733	6	32166733	0.225436483824396
6_32170024	6	32170024	-0.117822274887398
6_32170030	6	32170030	-0.161877454965333
6_32179701	6	32179701	-0.139778316815876
6_32179914	6	32179914	-0.121242808860987
6_32180089	6	32180089	0.0101746591904505
6_32183681	6	32183681	0.183845669933501
6_32183887	6	32183887	0.104251072016501
6_32183957	6	32183957	0.0469178969505496
6_32191414	6	32191414	-0.126602928068143
6_32192154	6	32192154	0.174905625580287
6_32192179	6	32192179	0.239800709925351
6_32195764	6	32195764	-0.0192193926945433
6_32195814	6	32195814	-0.371204721438086
6_32199054	6	32199054	-0.0887475643251373
6_32201155	6	32201155	0.0948523740142516
6_32202156	6	32202156	-0.0750726274280607
6_32202537	6	32202537	-0.335724381950861
6_32212846	6	32212846	0.103264613830452
6_32213173	6	32213173	0.176466139567904
6_32218041	6	32218041	-0.286576732621772
6_32220606	6	32220606	0.396995816887162
6_32220826	6	32220826	0.258664769748935
6_32221038	6	32221038	-0.283659249239478
6_32221046	6	32221046	-0.322165489392833
6_32221076	6	32221076	-0.279431125934247
6_32221255	6	32221255	0.045781767446325
6_32222613	6	32222613	-0.294639004685745
6_32293381	6	32293381	-0.308562757647839
6_32293514	6	32293514	-0.165270436399639
6_32293730	6	32293730	-0.862078904093862
6_32293876	6	32293876	-0.151021480661359
6_32293994	6	32293994	-0.164709839912737
6_32294013	6	32294013	-0.274381435651467
6_32330595	6	32330595	-0.0244465543580925
6_32339605	6	32339605	0.327025816143285
6_32349791	6	32349791	0.088426104854819
6_32366178	6	32366178	0.00436184006634408
6_32368809	6	32368809	0.537904249462692
6_32393972	6	32393972	0.214433989766924
6_32393975	6	32393975	0.214433989766924
6_32393985	6	32393985	0.162426686298595
6_32394022	6	32394022	0.3172447953507
6_32394850	6	32394850	-0.338107033261854
6_32396039	6	32396039	-0.0750726274280607
6_32396116	6	32396116	0.206698340987319
6_32396178	6	32396178	0.370066903640202
6_32396267	6	32396267	0.070778239035394
6_32396280	6	32396280	-0.0750726274280607
6_32396371	6	32396371	0.0435718690705582
6_32403014	6	32403014	0.269575543959385
6_32403038	6	32403038	0.309591222807264
6_32403058	6	32403058	0.369712215244835
6_32403083	6	32403083	0.452174375436808
6_32403131	6	32403131	0.47852570238376
6_32403209	6	32403209	-0.107494105120438
6_32403216	6	32403216	-0.145461955319459
6_32405186	6	32405186	0.0190495499364893
6_32443258	6	32443258	-0.0587708150989601
6_32637511	6	32637511	0.509889873293096
6_32637518	6	32637518	0.550531857790441
6_32637528	6	32637528	0.523564810190172
6_32638918	6	32638918	-1.31608072693186
6_32638944	6	32638944	-1.12952041145044
6_32638945	6	32638945	-1.23261390441454
6_32638985	6	32638985	-1.07507262742806
6_32642659	6	32642659	0.868343844205572
6_32661978	6	32661978	0.854538044680541
6_32662032	6	32662032	0.823047758552726
6_32664869	6	32664869	0.270702209413669
6_32664883	6	32664883	0.165935472075734
6_32664914	6	32664914	0.223008725504934
6_32664923	6	32664923	0.199549752680945
6_32664934	6	32664934	0.216390186732251
6_32664944	6	32664944	0.122866750183848
6_32664967	6	32664967	-0.159961525014574
6_32664968	6	32664968	-0.0750726274280607
6_32664992	6	32664992	-0.139202964847776
6_32664993	6	32664993	-0.116892803122688
6_32665024	6	32665024	-0.0750726274280607
6_32665041	6	32665041	-0.0481055798277914
6_32665043	6	32665043	-0.0750726274280607
6_32665055	6	32665055	0.00899163736041385
6_32666505	6	32666505	0.550531857790441
6_32666527	6	32666527	0.534980854255926
6_32666573	6	32666573	0.330919732247776
6_32745253	6	32745253	0.362136252849403
6_32745267	6	32745267	0.330919732247776
6_32746357	6	32746357	-0.358144786498399
6_32746366	6	32746366	-0.401300859749048
6_32757285	6	32757285	-0.104516405320543
6_32757848	6	32757848	0.228476938144447
6_32758916	6	32758916	-0.00169944109784147
6_32758976	6	32758976	0.145769342344987
