	Chromosome	Position	97RT_CM-_vs_97RT_PBMC.tumour
2_120951309	2	120951309	0.221465579405932
2_120968790	2	120968790	-0.0735412161661421
2_120970510	2	120970510	0.139556359692802
2_120984500	2	120984500	-0.186999265949426
2_120984500.1	2	120984500	-0.186999265949426
2_120984548	2	120984548	-0.279288075412191
2_120984589	2	120984589	-0.0447098656042005
2_120984656	2	120984656	0.360948645778874
2_120986508	2	120986508	0.0316410205259144
2_120986583	2	120986583	0.398068575580137
2_120988622	2	120988622	0.366825212115544
2_120988962	2	120988962	0.123563509966954
2_120989380	2	120989380	0.423958443304675
2_120989504	2	120989504	0.452216703346188
2_120989537	2	120989537	0.641694502209901
2_120989830	2	120989830	0.148680441716134
2_120989968	2	120989968	-0.235463049616926
2_120989995	2	120989995	-0.227093247874254
2_120990472	2	120990472	0.392522749757853
2_120990577	2	120990577	0.350170538951412
2_121224374	2	121224374	0.104153520310282
2_121240636	2	121240636	0.37628919191336
2_121240636.1	2	121240636	0.37628919191336
2_121249084	2	121249084	0.0125321975782097
2_121281207	2	121281207	0.189182297512394
2_121363226	2	121363226	0.301998767165567
2_121367637	2	121367637	0.120177695127572
2_121367797	2	121367797	0.470926066051435
2_121391332	2	121391332	-0.0411153219093998
2_121425215	2	121425215	0.0797353087269594
2_121445495	2	121445495	0.00416028410380746
2_121458843	2	121458843	-0.127348503235242
2_121727736	2	121727736	-0.171450844851597
2_121736754	2	121736754	0.706545646559869
2_124025730	2	124025730	-0.24666014196119
2_124434491	2	124434491	0.123563509966954
2_124504538	2	124504538	-0.0602814689151249
2_124747295	2	124747295	0.0183441979124567
2_124747304	2	124747304	-0.00825170659759825
2_124747329	2	124747329	0.0581132318871055
2_124798232	2	124798232	0.285025256325989
2_124903032	2	124903032	0.129488343924059
2_124914258	2	124914258	0.257522427942242
2_126690264	2	126690264	0.183644113970965
2_126690264.1	2	126690264	0.183644113970965
2_126696003	2	126696003	0.432739328846885
2_126696088	2	126696088	0.316094409994614
2_126899234	2	126899234	0.402623339726823
2_126899280	2	126899280	0.274211323799993
2_126899285	2	126899285	0.202686561862142
2_126899553	2	126899553	0.177318475721549
2_126899949	2	126899949	-0.0637785445527681
2_126901065	2	126901065	-0.142388379249134
2_126901955	2	126901955	-0.216796009094921
2_127050470	2	127050470	0.251207397783599
2_127050484	2	127050484	0.226657002931057
2_127068957	2	127068957	0.150285517024533
2_127068957.1	2	127068957	0.150285517024533
2_127081840	2	127081840	0.176030929861089
2_127193519	2	127193519	0.00516880916472345
2_127195478	2	127195478	-0.176163864587487
2_127199415	2	127199415	0.294675426359708
2_127203450	2	127203450	-0.386963093773122
2_127220186	2	127220186	0.177491886989369
2_127257419	2	127257419	0.104704482715638
2_127257567	2	127257567	-0.111316933316129
2_127260487	2	127260487	0.19210569271916
2_127280489	2	127280489	-0.00977890685406644
2_127280898	2	127280898	0.104153520310282
2_127280968	2	127280968	0.183644113970965
2_127286710	2	127286710	-0.205398176774935
2_127286926	2	127286926	-0.130110049470698
2_127288679	2	127288679	-0.071981610548243
2_127294014	2	127294014	-0.0335766389205664
2_127308629	2	127308629	0.199585657839986
2_127317743	2	127317743	-0.00683312728872124
2_127330442	2	127330442	0.258411882372937
2_127418286	2	127418286	0.0672649302566356
2_127419848	2	127419848	-0.0429977803668414
2_127419917	2	127419917	-0.133103741810718
2_127428721	2	127428721	-0.402255506004245
2_127503518	2	127503518	0.433003582907681
2_127505646	2	127505646	0.266744493611916
2_127523705	2	127523705	0.0550999933499033
2_127566783	2	127566783	0.0179660836288377
2_127581899	2	127581899	0.093701988658166
2_127584308	2	127584308	-0.371714673705294
2_127592889	2	127592889	0.0497883672361739
2_127593588	2	127593588	0.381225458316142
2_127593608	2	127593608	0.452484141485964
2_127607259	2	127607259	0.176030929861089
2_127608788	2	127608788	-0.049278974857653
2_127609517	2	127609517	0.180504406440397
2_127609569	2	127609569	0.187158598147201
2_127609981	2	127609981	0.422100497084092
2_127612321	2	127612321	0.35648071083318
2_127620434	2	127620434	0.0834799520455325
2_127623204	2	127623204	-0.0938898615579446
2_127627130	2	127627130	-0.214519566743483
2_127630862	2	127630862	0.187760222443196
2_127631215	2	127631215	0.0767289100544524
2_127631219	2	127631219	0.169144544275849
2_127631287	2	127631287	0.0502566986932611
2_127632347	2	127632347	0.13597768034065
2_127633360	2	127633360	0.412245022740884
2_127634598	2	127634598	-0.0537504707047302
2_127635123	2	127635123	-0.012753098832539
2_127635159	2	127635159	-0.00683312728872124
2_127635818	2	127635818	0.16453529102326
2_127635878	2	127635878	0.353569115413277
2_127636810	2	127636810	0.149822446874228
2_127641931	2	127641931	0.0910195676048463
2_127642991	2	127642991	-0.203462452560088
2_127650780	2	127650780	-0.203987227967228
2_127650792	2	127650792	-0.203987227967228
2_127651356	2	127651356	0.314040751226639
2_127653116	2	127653116	0.425304869012191
2_127657535	2	127657535	0.330164511078333
2_127701621	2	127701621	0.0887849276295232
2_127706542	2	127706542	0.342842708820218
2_127713670	2	127713670	-0.0802518595449829
2_127719433	2	127719433	0.00126737148239557
2_127724410	2	127724410	-0.156804068887196
2_127764615	2	127764615	0.125617168734928
2_127764633	2	127764633	0.0946508180517149
2_127770934	2	127770934	0.189705866758166
2_127873991	2	127873991	0.42120783228864
2_127986883	2	127986883	0.109643532527188
2_128107938	2	128107938	0.508962798059101
2_128113234	2	128113234	0.283704308538705
2_128145957	2	128145957	-0.0472144001853253
2_128173894	2	128173894	0.294675426359708
2_128173902	2	128173902	0.378291544824508
2_128174829	2	128174829	-0.00683312728872124
2_128176826	2	128176826	0.306003432161221
2_128182243	2	128182243	0.241676235342379
2_128187595	2	128187595	-0.188140187353995
2_129980590	2	129980590	0.0510063453928456
2_130139629	2	130139629	0.00978158656217516
2_130139635	2	130139635	-0.0339473211016623
2_130139645	2	130139645	-0.216935332614189
2_130139665	2	130139665	-0.255457090198349
2_130140065	2	130140065	0.272649120029709
2_130140294	2	130140294	0.266106274162937
2_130141243	2	130141243	-0.143445686032177
2_130143156	2	130143156	0.241094386154864
2_130155175	2	130155175	-0.0949924180051029
2_130155205	2	130155205	0.0581132318871055
2_130181542	2	130181542	-0.283561211173135
2_130181590	2	130181590	0.0489190119577498
2_130181705	2	130181705	0.0811096967902142
2_130181808	2	130181808	-0.122687125865379
2_130190651	2	130190651	0.558388907301775
2_130191838	2	130191838	0.379564323946221
2_130193798	2	130193798	0.0451875523638623
2_130194008	2	130194008	-0.346870602727815
2_130194011	2	130194011	-0.271550511779862
2_130195145	2	130195145	0.206727727084006
2_130195156	2	130195156	0.115705285314389
2_130196368	2	130196368	0.227191829643721
2_130345832	2	130345832	0.153203000406827
2_130345906	2	130345906	0.0438157344720167
2_130356125	2	130356125	-0.151223036623896
2_130370105	2	130370105	0.124750424917396
2_130372314	2	130372314	-0.0599894549396539
2_130598658	2	130598658	0.109643532527188
2_130729321	2	130729321	0.199585657839986
2_130730100	2	130730100	0.087136133117618
2_130730146	2	130730146	0.102724118587397
2_130762123	2	130762123	0.499789856264321
2_130762325	2	130762325	0.323821772019225
2_130762605	2	130762605	0.440105865881272
2_130762858	2	130762858	0.274001858094958
2_130763372	2	130763372	0.20410821653068
2_130764459	2	130764459	-0.306527715368659
2_130764492	2	130764492	-0.469257215406767
2_130914528	2	130914528	-0.00398288920480695
2_130914719	2	130914719	0.140165477304083
2_130914811	2	130914811	0.124750424917396
2_130915377	2	130915377	-0.309395897309153
2_130916129	2	130916129	-0.087300052197593
2_130916357	2	130916357	-0.071981610548243
2_130916712	2	130916712	-0.0908429859990806
2_130916964	2	130916964	-0.115200367803357
2_130931014	2	130931014	0.0565156891649437
2_130931054	2	130931054	0.080550621006861
2_131038975	2	131038975	-0.00551197789155174
2_131040389	2	131040389	-0.128823651667332
2_131044472	2	131044472	0.274211323799993
2_131046047	2	131046047	-0.284134847379853
2_131046095	2	131046095	-0.190751400810534
2_131055387	2	131055387	0.21957397111899
2_131218699	2	131218699	0.254033441862362
2_131472155	2	131472155	0.28645491955474
2_131480713	2	131480713	-0.0392424656305953
2_131482761	2	131482761	-0.317254121961717
2_131484131	2	131484131	0.106603078207136
2_131490806	2	131490806	0.240736619248904
2_131492508	2	131492508	0.321147637720899
2_131529601	2	131529601	0.122549516724125
2_131529657	2	131529657	-0.0964638052217709
2_131530251	2	131530251	-0.0761622690086005
2_131532913	2	131532913	-0.110377984346513
2_131533292	2	131533292	0.230949828749321
2_132317208	2	132317208	0.22428609846831
2_132417191	2	132417191	0.480399137648759
2_132417426	2	132417426	0.36769022365793
2_132417579	2	132417579	-0.15422552478542
2_132417666	2	132417666	0.067710275233436
2_132417677	2	132417677	0.0495629285231767
2_132646074	2	132646074	0.280668568365829
2_132670097	2	132670097	-0.00398288920480695
2_132731761	2	132731761	0.164396229377686
2_132731789	2	132731789	0.256347307700609
2_132781130	2	132781130	0.339763315888246
2_132781993	2	132781993	0.0472378755769328
2_132782603	2	132782603	0.0659925253166914
2_132782895	2	132782895	-0.024212214207603
2_132783032	2	132783032	0.331201302384822
2_132783238	2	132783238	0.302494930819007
2_132783871	2	132783871	0.0440247449817468
2_132783881	2	132783881	0.0438157344720167
2_132784241	2	132784241	0.118352653719245
2_132784441	2	132784441	0.353569115413277
2_132784935	2	132784935	0.133179046987977
2_132784972	2	132784972	0.148454685508664
2_132785418	2	132785418	0.481166896190049
2_132796715	2	132796715	-0.387188057915304
2_133213750	2	133213750	0.0926090378173413
2_134586760	2	134586760	-0.0543322025839385
2_134713285	2	134713285	0.137134149373228
2_134859321	2	134859321	0.265598193495285
2_134952730	2	134952730	-0.013547753240341
2_134952752	2	134952752	-0.153098859331135
2_134953241	2	134953241	0.540654668013772
2_134954087	2	134954087	0.359215678554419
2_134983243	2	134983243	-0.00535318695628717
2_134983293	2	134983293	-0.128139423510855
2_134983306	2	134983306	-0.00752957675476339
2_134986023	2	134986023	0.0962501019489908
2_134986437	2	134986437	0.236622758313543
2_134986569	2	134986569	-0.0463614914753589
2_134986846	2	134986846	0.226019065692766
2_134986899	2	134986899	0.181388140030596
2_134987734	2	134987734	0.124087269290509
2_134987822	2	134987822	0.0565156891649437
2_134987975	2	134987975	0.086607479743843
2_134988152	2	134988152	0.347142846253844
2_134998868	2	134998868	0.075362397955232
2_134998874	2	134998874	-0.0649322391691386
2_135023465	2	135023465	0.22428609846831
2_135093688	2	135093688	0.0205858320169187
2_135120839	2	135120839	-0.24666014196119
2_135120839.1	2	135120839	-0.24666014196119
2_135130027	2	135130027	-0.0729478807512854
2_135130062	2	135130062	0.0917620129634854
2_135132983	2	135132983	-0.369721541855853
2_135135802	2	135135802	-0.184087670529523
2_135150437	2	135150437	0.443964135107722
2_135153852	2	135153852	-0.059124443397268
2_135162522	2	135162522	-0.0433210371553078
2_135207512	2	135207512	0.19469930247996
2_135207806	2	135207806	0.0455802114837881
2_135207813	2	135207813	0.0764952563101748
2_135230557	2	135230557	0.235999519032101
2_135230616	2	135230616	0.243691497640903
2_135230654	2	135230654	0.340591261415067
2_135230846	2	135230846	0.336986231217673
2_135265588	2	135265588	-0.0258444741348457
2_135315380	2	135315380	0.180032860418586
2_135636088	2	135636088	0.100588374243406
2_135649909	2	135649909	0.205289108010944
2_135652004	2	135652004	0.461033812781828
2_135721985	2	135721985	0.0479428328550151
2_135722542	2	135722542	0.251207397783599
2_135754272	2	135754272	0.0493430222593736
2_135770654	2	135770654	-0.0656561808290005
2_135780371	2	135780371	0.109643532527188
2_135788540	2	135788540	0.205289108010944
2_135798089	2	135798089	-0.0545156232238002
2_135803987	2	135803987	0.327625848160995
2_135804017	2	135804017	0.309494141071254
2_135804884	2	135804884	-0.237545612289475
2_135804902	2	135804902	-0.107335392622896
2_135808750	2	135808750	0.0316410205259144
2_135809641	2	135809641	0.312661171833071
2_135817398	2	135817398	0.122243569306821
2_135817431	2	135817431	0.0441319647091113
2_135817629	2	135817629	0.367924408390347
2_135836588	2	135836588	-0.0313687769998859
2_135836716	2	135836716	0.31174893971865
2_135844626	2	135844626	0.225520754119949
2_135851076	2	135851076	0.3192176106225
2_135851076.1	2	135851076	0.3192176106225
2_135851076.2	2	135851076	0.3192176106225
2_135862745	2	135862745	0.0316410205259144
2_135865021	2	135865021	0.00362664435631776
2_135866686	2	135866686	-0.101253249971431
2_135920590	2	135920590	0.332150131778371
2_136116548	2	136116548	0.257522427942242
2_137057139	2	137057139	-0.214796874777185
2_137057195	2	137057195	-0.20442633770761
2_137160352	2	137160352	0.128502559778503
2_137231056	2	137231056	0.0905347095794829
2_137618402	2	137618402	0.339213822436207
2_137656935	2	137656935	0.236179777049564
2_137663426	2	137663426	-0.0453209612889698
2_137676560	2	137676560	0.160627461245993
2_137988469	2	137988469	0.0316410205259144
2_138000972	2	138000972	0.309174996054823
2_138014190	2	138014190	0.48274777451228
2_138554483	2	138554483	-0.0302867286172874
2_138559057	2	138559057	0.19561675563704
2_138671153	2	138671153	0.355913055881576
2_138671498	2	138671498	0.50617953155342
2_140238274	2	140238274	0.379564323946221
2_140297827	2	140297827	0.356881849454112
2_140323968	2	140323968	0.219268023701686
2_140356355	2	140356355	-0.0156646942524423
2_140358013	2	140358013	0.21161968663215
2_140371210	2	140371210	0.231718855974827
2_140378225	2	140378225	0.22786450883756
2_140442513	2	140442513	-0.227745608292735
2_140475231	2	140475231	0.074968452190015
2_140487635	2	140487635	0.0734611962205412
2_140501714	2	140501714	-0.0752741833905975
2_140501807	2	140501807	0.292969104409305
2_140503099	2	140503099	0.189705866758166
2_140510004	2	140510004	0.196271722298714
2_140516935	2	140516935	-0.16961718772119
2_140516995	2	140516995	-0.0578571303131881
2_140517007	2	140517007	-0.0475856706246606
2_140525856	2	140525856	0.50019402913176
2_140541066	2	140541066	0.0624470673070891
2_140541932	2	140541932	-0.00717822836461374
2_140700613	2	140700613	0.0467479129161227
2_140716095	2	140716095	0.0711693847125517
2_140813760	2	140813760	0.314040751226639
2_140850299	2	140850299	0.0195681882253393
2_140923086	2	140923086	-0.397526807587818
2_140994023	2	140994023	-0.0319241082515519
2_141015828	2	141015828	0.302668217113239
2_141059052	2	141059052	0.139556359692802
2_141188507	2	141188507	0.0531741820755559
2_141247282	2	141247282	0.686373799551245
2_141810341	2	141810341	0.935671961995192
2_142885490	2	142885490	0.212213266167735
2_142918722	2	142918722	0.100027995506165
2_142985113	2	142985113	-0.0938898615579446
2_143040433	2	143040433	0.212213266167735
2_143040620	2	143040620	0.166183143904742
2_143947121	2	143947121	0.00168779842428651
2_144011733	2	144011733	-0.0337349883261096
2_144141992	2	144141992	0.0645556429986494
2_144208641	2	144208641	-0.116457618463219
2_144399600	2	144399600	0.172817083486609
2_144399777	2	144399777	0.367244052310353
2_144400291	2	144400291	0.080550621006861
2_144516517	2	144516517	0.0893565183822019
2_146839405	2	146839405	0.230949828749321
2_147899548	2	147899548	0.132924356363096
2_147939241	2	147939241	-0.185170368547234
2_147948209	2	147948209	0.0581132318871055
2_147958859	2	147958859	0.334203790546346
2_147972798	2	147972798	0.0917620129634854
2_148463819	2	148463819	-0.165159686907793
2_148469973	2	148469973	0.280320133382638
2_148483798	2	148483798	0.36537841770291
2_148998468	2	148998468	-0.0671371339522592
2_149161464	2	149161464	0.179198208939772
2_149205269	2	149205269	0.106408788927886
2_149570124	2	149570124	0.00798975246126903
2_149570124.1	2	149570124	0.00798975246126903
2_149576462	2	149576462	0.00189367713186241
2_149576495	2	149576495	-0.116457618463219
2_150487403	2	150487403	0.17080376819754
2_151251155	2	151251155	0.0536673268559132
2_151261443	2	151261443	0.407789506411163
2_151275616	2	151275616	-0.0782365972464591
2_151278901	2	151278901	0.088974195591866
2_151282008	2	151282008	0.103194281550948
2_151357671	2	151357671	0.228441727959621
2_151364050	2	151364050	0.251907140753975
2_151366217	2	151366217	0.337267303084176
2_151435483	2	151435483	0.698217286800722
2_151435557	2	151435557	0.441729303833025
2_151443309	2	151443309	0.299574225772547
2_151455056	2	151455056	0.14338937817837
2_151457871	2	151457871	0.200395478260289
2_151461155	2	151461155	-0.0417321658043048
2_151463604	2	151463604	0.124750424917396
2_151465104	2	151465104	-0.0423595609178625
2_151465581	2	151465581	0.340969078633643
2_151469756	2	151469756	0.0588624892609387
2_151474904	2	151474904	0.183644113970965
2_151490465	2	151490465	0.274683951172242
2_151490508	2	151490508	0.218054144756796
2_151492289	2	151492289	0.0180944886879665
2_151492289.1	2	151492289	0.0180944886879665
2_151494166	2	151494166	0.222865423768683
2_151496329	2	151496329	0.232848111971734
2_151499356	2	151499356	0.0448164092736475
2_151508075	2	151508075	0.0316410205259144
2_151514390	2	151514390	0.0693606864750729
2_151514390.1	2	151514390	0.0693606864750729
2_151516460	2	151516460	0.217386539450626
2_151516460.1	2	151516460	0.217386539450626
2_151518309	2	151518309	0.256072587135961
2_151518309.1	2	151518309	0.256072587135961
2_151529210	2	151529210	0.172013676890467
2_151531823	2	151531823	0.348498125865855
2_151533477	2	151533477	0.0789467353042713
2_151533477.1	2	151533477	0.0789467353042713
2_151537930	2	151537930	0.29815599509467
2_151553464	2	151553464	-0.0670432543334924
2_151560611	2	151560611	-0.120362072919136
2_151565084	2	151565084	-0.18912765833087
2_151565562	2	151565562	0.193104443220031
2_151567211	2	151567211	0.35648071083318
2_151568168	2	151568168	-0.0253148642861615
2_151569306	2	151569306	0.33744945005
2_151569306.1	2	151569306	0.33744945005
2_151592049	2	151592049	-0.185015031261389
2_151592075	2	151592075	-0.212284562360175
2_151618263	2	151618263	-0.0354731753326226
2_151618263.1	2	151618263	-0.0354731753326226
2_151633705	2	151633705	0.417134244190743
2_151633722	2	151633722	0.426172864370117
2_151636257	2	151636257	0.114896524175267
2_151640012	2	151640012	0.300576027799392
2_151640027	2	151640027	0.281619273534262
2_151640027.1	2	151640027	0.281619273534262
2_151640397	2	151640397	0.421956090393527
2_151642629	2	151642629	0.24944617236671
2_151642841	2	151642841	0.400874830191633
2_151643935	2	151643935	0.191681433036383
2_151646152	2	151646152	0.535872249134214
2_151655360	2	151655360	0.340745075055693
2_151656370	2	151656370	0.343918945379557
2_151662137	2	151662137	0.0316410205259144
2_151663593	2	151663593	0.0957713579456299
2_151663593.1	2	151663593	0.0957713579456299
2_151663744	2	151663744	-0.00127360194682073
2_151664582	2	151664582	-0.112194752047737
2_151671058	2	151671058	0.0738692559152118
2_151671094	2	151671094	0.0316410205259144
2_151672396	2	151672396	0.343585026840655
2_151672396.1	2	151672396	0.343585026840655
2_151672396.2	2	151672396	0.343585026840655
2_151674563	2	151674563	0.201566021968227
2_151678031	2	151678031	0.0209937763264058
2_151679785	2	151679785	0.198935765923555
2_151679984	2	151679984	-0.000780457166463082
2_151688389	2	151688389	0.00909845187482612
2_151694363	2	151694363	0.13597768034065
2_151697205	2	151697205	0.214763324349804
2_151697205.1	2	151697205	0.214763324349804
2_151717458	2	151717458	-0.039743612710851
2_151717467	2	151717467	-0.0280652255983534
2_151727768	2	151727768	-0.0272526685276542
2_151727790	2	151727790	0.0197669202376225
2_151727817	2	151727817	-0.119037891971754
2_151841966	2	151841966	0.131176694076829
2_151860817	2	151860817	0.359966886611427
2_151870292	2	151870292	0.0316410205259144
2_151870327	2	151870327	0.176030929861089
2_151874925	2	151874925	-0.206222809572974
2_151962885	2	151962885	0.549772012768862
2_151973691	2	151973691	0.186710417018748
2_152521945	2	152521945	0.170347291357507
2_152549080	2	152549080	0.22565164049254
2_152611598	2	152611598	-0.0802518595449829
2_152619042	2	152619042	0.446678519804758
2_152619149	2	152619149	0.111075488020319
2_152647857	2	152647857	-0.050153070637733
2_152663951	2	152663951	0.238798928167202
2_152719492	2	152719492	0.178982736601101
2_153478473	2	153478473	-0.0431267478760578
2_154140371	2	154140371	0.0909382042096864
2_154445832	2	154445832	0.180504406440397
2_154698894	2	154698894	0.0923950516050107
2_154854845	2	154854845	-0.019705859474306
2_156496142	2	156496142	0.321147637720899
2_156549737	2	156549737	-0.113556895014021
2_156550697	2	156550697	0.14711823794585
2_156571251	2	156571251	0.423219546980769
2_157284294	2	157284294	0.306500861756498
2_157296405	2	157296405	0.338964702504505
2_157300849	2	157300849	0.111258188589283
2_157415956	2	157415956	0.0930415651900577
2_157533941	2	157533941	0.49660374513644
2_157542786	2	157542786	0.270251952420491
2_157544593	2	157544593	0.211190440856627
2_157550265	2	157550265	-0.058871272379528
2_157550337	2	157550337	-0.0909782661380412
2_157556189	2	157556189	0.00516880916472345
2_157587377	2	157587377	0.382715461072793
2_157737548	2	157737548	0.214232433804387
2_157780398	2	157780398	0.371716462123536
2_158102093	2	158102093	-0.055821820724425
2_158115152	2	158115152	0.397512463000874
2_158121573	2	158121573	0.252409699382698
2_158172253	2	158172253	-0.0436471067783228
2_158309557	2	158309557	0.189593380302151
2_158338770	2	158338770	0.598341314854342
2_158340259	2	158340259	0.262421227355081
2_158340336	2	158340336	0.0886719655622932
2_158533250	2	158533250	0.446678519804758
2_158603089	2	158603089	0.334568153483221
2_158621355	2	158621355	0.12278890858411
2_158625230	2	158625230	0.312822773069968
2_158625328	2	158625328	0.283179787521879
2_158642601	2	158642601	-0.218902441124683
2_158661345	2	158661345	0.501126303827135
2_158661378	2	158661378	0.535073635750472
2_158676740	2	158676740	0.822545421802924
2_158680460	2	158680460	-0.25786559666907
2_158680478	2	158680478	-0.270014679335187
2_158807087	2	158807087	-0.0515002147743315
2_158815740	2	158815740	0.0224810212404383
2_158994911	2	158994911	-0.276481274836418
2_159089826	2	159089826	0.0659925253166914
2_159094353	2	159094353	0.32442276975376
2_159136198	2	159136198	0.133179046987977
2_159163390	2	159163390	0.221972232630064
2_159178696	2	159178696	0.182057863079013
2_159178835	2	159178835	0.138556224442426
2_159179041	2	159179041	0.300457778953714
2_159219515	2	159219515	-0.0132132152583461
2_159227962	2	159227962	-0.11420984593754
2_159229661	2	159229661	0.226288451379458
2_159229788	2	159229788	0.155820431746644
2_159229789	2	159229789	0.140870090280673
2_159230142	2	159230142	0.0316410205259144
2_159230143	2	159230143	0.0696088707249349
2_159230181	2	159230181	0.050749843473619
2_159230559	2	159230559	0.487705788064813
2_159230899	2	159230899	-0.0762743186409733
2_159248496	2	159248496	0.321147637720899
2_159256370	2	159256370	0.10379080628175
2_159275578	2	159275578	0.0869234560271041
2_159282773	2	159282773	-0.199139186303253
2_159315490	2	159315490	0.0316410205259144
2_159315532	2	159315532	0.0785620679134067
2_159315536	2	159315536	0.186150969581539
2_159315537	2	159315537	0.235513353891564
2_159325791	2	159325791	0.616603521247071
2_159325863	2	159325863	0.535215194406416
2_159347527	2	159347527	0.517067847696156
2_159395821	2	159395821	0.039908636509515
2_159430932	2	159430932	-0.0189850525440535
2_159433068	2	159433068	0.414584890094905
2_159453735	2	159453735	0.20447761738813
2_159747941	2	159747941	0.348831196406614
2_159748057	2	159748057	0.277117054975404
2_159748301	2	159748301	0.345456469625957
2_159771916	2	159771916	-0.0304199476063371
2_159771952	2	159771952	0.160924037470881
2_159783459	2	159783459	0.23394919581903
2_159807057	2	159807057	-0.121709756380882
2_159807079	2	159807079	-0.290287074361448
2_159817008	2	159817008	0.641056564971609
2_159817015	2	159817015	0.609814355584432
2_159834135	2	159834135	-0.262644319292319
2_159834145	2	159834145	-0.275247674897307
2_159840760	2	159840760	0.231410532901692
2_159840794	2	159840794	0.211462058110727
2_159840936	2	159840936	0.374242683678027
2_159842315	2	159842315	0.113068619869761
2_159850033	2	159850033	0.300129856451816
2_159853274	2	159853274	0.289137242818278
2_159853642	2	159853642	0.351100859822527
2_159854534	2	159854534	-0.336090763974573
2_159858395	2	159858395	-0.0260744773303729
2_159864846	2	159864846	-0.173178771362584
2_159875633	2	159875633	0.162885553804167
2_159881110	2	159881110	0.0316410205259144
2_159881111	2	159881111	0.0185848677004681
2_159881152	2	159881152	-0.179346637538284
2_159881206	2	159881206	-0.1781513640309
2_159882166	2	159882166	0.114103180717887
2_159882292	2	159882292	0.213087891863446
2_159886529	2	159886529	-0.0545156232238002
2_159890289	2	159890289	-0.057626317571173
2_159899016	2	159899016	0.170468725223231
2_159951564	2	159951564	0.0755843681135112
2_159951565	2	159951565	0.0905347095794829
2_159984014	2	159984014	-0.260539730967396
2_159987236	2	159987236	0.172503556365764
2_159987237	2	159987237	0.148997971164073
2_160022849	2	160022849	0.423958443304675
2_160028907	2	160028907	-0.19353384148186
2_160028931	2	160028931	-0.184676886400849
2_160032965	2	160032965	0.608698323161724
2_160033058	2	160033058	0.345456469625957
2_160044892	2	160044892	0.309942183013019
2_160045006	2	160045006	0.15138026480001
2_160112117	2	160112117	0.412947662492208
2_160172707	2	160172707	0.192921927558975
2_160200020	2	160200020	0.285025256325989
2_160318182	2	160318182	-0.180903614854186
2_161161291	2	161161291	0.389832659400048
2_161204685	2	161204685	-0.0365304821156648
2_161204687	2	161204687	0.0205858320169187
2_161219728	2	161219728	0.446678519804758
2_161219753	2	161219753	0.228038233329418
2_161223924	2	161223924	0.376469517523355
2_161224688	2	161224688	0.102030348417312
2_161420201	2	161420201	0.208518782609994
2_161894723	2	161894723	0.0495629285231767
2_161904136	2	161904136	0.0622293403593372
2_161974255	2	161974255	-0.0396176626439076
2_162018839	2	162018839	0.19561675563704
2_162033632	2	162033632	-0.00257469481199857
2_162141450	2	162141450	0.289709173466359
2_162149164	2	162149164	0.0316410205259144
2_162198834	2	162198834	0.0925232626729367
2_162267541	2	162267541	0.150285517024533
2_162272314	2	162272314	0.0183441979124567
2_162276876	2	162276876	0.313411988941294
2_162281473	2	162281473	0.0819142270071381
2_162288137	2	162288137	0.468704826134757
2_162317872	2	162317872	0.186363615324557
2_162317881	2	162317881	0.243145125719626
2_162318050	2	162318050	-0.0624811568386357
2_162352383	2	162352383	-0.333755102937557
2_162356871	2	162356871	0.147965138493146
2_162371339	2	162371339	-0.0130280288078141
2_162379912	2	162379912	0.458651161470834
2_162380020	2	162380020	0.18544635660495
2_162384737	2	162384737	0.00492368215013488
2_162384777	2	162384777	0.313211377797136
2_162394477	2	162394477	-0.193779093508102
2_162435471	2	162435471	0.29815599509467
2_162517759	2	162517759	0.0764952563101748
2_163593786	2	163593786	0.134326684500478
2_163609663	2	163609663	0.114696760253473
2_163611163	2	163611163	0.410152643779644
2_164502282	2	164502282	-0.0228067634964621
2_164525008	2	164525008	-0.326252571649321
2_164527056	2	164527056	-0.141423688446965
2_164568327	2	164568327	0.287479924955504
2_164619743	2	164619743	-0.056895654075743
2_164685954	2	164685954	0.00927320749746003
2_164692328	2	164692328	0.154699416930252
2_164694674	2	164694674	0.0941051074725681
2_164694999	2	164694999	-0.0141626690872104
2_164700559	2	164700559	0.254033441862362
2_164722092	2	164722092	0.262253948667331
2_164722119	2	164722119	0.0175658353141917
2_164728078	2	164728078	0.401214487648385
2_164898473	2	164898473	0.349816980552169
2_164937402	2	164937402	0.0205858320169187
2_164945602	2	164945602	-0.164501501652708
2_164945649	2	164945649	-0.0231514523144651
2_165090201	2	165090201	0.145297802321482
2_165090294	2	165090294	0.474770826834111
2_165090495	2	165090495	0.227191829643721
2_165090746	2	165090746	0.421587538841928
2_165094434	2	165094434	0.0422882647254229
2_165139510	2	165139510	0.43845801299979
2_165139551	2	165139551	0.207797975679741
2_165139597	2	165139597	0.298579880815624
2_165146808	2	165146808	-0.0164532676751307
2_165295893	2	165295893	0.365709678285489
2_165320268	2	165320268	0.294675426359708
2_165323269	2	165323269	-0.055821820724425
2_165344715	2	165344715	0.080550621006861
2_165354227	2	165354227	-0.00230631139742327
2_165389035	2	165389035	0.0813940557230141
2_165389716	2	165389716	0.186919246003825
2_165679393	2	165679393	0.104890002556553
2_165679408	2	165679408	0.111368212996649
2_165749816	2	165749816	0.145099070309198
2_165754932	2	165754932	0.299574225772547
2_165754932.1	2	165754932	0.299574225772547
2_165754932.2	2	165754932	0.299574225772547
