	Chromosome	Position	63RT3_TISSUE_vs_63RT3_PBMC.tumour
1_52648478	1	52648478	-0.257636311371058
1_52648552	1	52648552	-0.0590906319889784
1_52648567	1	52648567	-0.0109963437879332
1_52648588	1	52648588	0.0431094883388176
1_52687760	1	52687760	0.0792540520739126
1_52692831	1	52692831	-0.220006635756115
1_52784978	1	52784978	-0.0882139035728779
1_52854602	1	52854602	-0.143875566540144
1_52857193	1	52857193	0.0602082963833659
1_52860749	1	52860749	-0.046040535677932
1_52905056	1	52905056	-0.476659916136745
1_52907888	1	52907888	-0.336831536637798
1_52921543	1	52921543	0.101796620725001
1_52988042	1	52988042	0.220116587913762
1_53002837	1	53002837	0.128308276387459
1_53002877	1	53002877	0.0948024731717415
1_53015032	1	53015032	-0.649299302276094
1_53062304	1	53062304	-0.0945871802056876
1_53069805	1	53069805	0.135656234824946
1_53069867	1	53069867	-0.0973656019424081
1_53077243	1	53077243	0.153843368494596
1_53078436	1	53078436	-0.0407820735760407
1_53078841	1	53078841	-0.203145678626812
1_53088182	1	53088182	0.0744197415254321
1_53088955	1	53088955	-0.461672299100322
1_53090662	1	53090662	-0.401371788832508
1_53090823	1	53090823	-0.0352438900346105
1_53103507	1	53103507	0.000726654738837777
1_53103558	1	53103558	0.148315237141118
1_53114921	1	53114921	0.222252332257753
1_53134406	1	53134406	-0.282466383563689
1_53210185	1	53210185	0.0801611222332427
1_53210776	1	53210776	0.439591525867916
1_53213557	1	53213557	0.165668803891386
1_53247055	1	53247055	0.194237956088157
1_53250744	1	53250744	0.234055778871636
1_53257260	1	53257260	0.0594694000594604
1_53276708	1	53276708	-1.01736118517429
1_53276804	1	53276804	-0.285894571412572
1_53276834	1	53276834	-0.0794436939451457
1_53326979	1	53326979	-0.249368695387458
1_53459489	1	53459489	0.363608181503295
1_53464687	1	53464687	0.158863625986272
1_53509165	1	53509165	-0.218281017603361
1_53509180	1	53509180	-0.204239319897798
1_53520703	1	53520703	-0.053448485412201
1_53520736	1	53520736	-0.0401055459946449
1_53582750	1	53582750	-0.308262384441026
1_53594184	1	53594184	0.259422124848294
1_53594343	1	53594343	-0.308262384441026
1_53594376	1	53594376	-0.249368695387458
1_53594386	1	53594386	-0.318177853306109
1_53594436	1	53594436	-0.15917088641588
1_53594651	1	53594651	-0.288362827003322
1_53594654	1	53594654	-0.29214271907775
1_53600105	1	53600105	0.42870320972518
1_53600158	1	53600158	0.171206987432816
1_53600251	1	53600251	0.246864886739367
1_53600258	1	53600258	0.298395187379449
1_53787193	1	53787193	0.374255425702803
1_53793240	1	53793240	-0.206933429067061
1_53797020	1	53797020	0.172363456465394
1_53835513	1	53835513	0.0896145636796342
1_53837954	1	53837954	0.160055197427859
1_53838219	1	53838219	-0.1018115069736
1_53906241	1	53906241	-0.270787679022364
1_53916851	1	53916851	0.147966802157927
1_53940044	1	53940044	0.210466417880043
1_53952082	1	53952082	0.141673322822407
1_53967781	1	53967781	0.093836059130319
1_54045677	1	54045677	0.134520105320722
1_54088618	1	54088618	-0.218995046343939
1_54111239	1	54111239	0.143726251010709
1_54136738	1	54136738	0.27670011628013
1_54139574	1	54139574	-0.0258626537403015
1_54139663	1	54139663	0.105588199887375
1_54139718	1	54139718	-0.0198868492646907
1_54141134	1	54141134	-0.562526580647088
1_54141223	1	54141223	0.103302922931012
1_54141378	1	54141378	-0.292995627787716
1_54179186	1	54179186	-0.00340780291260565
1_54179250	1	54179250	-0.158286972342959
1_54179320	1	54179320	0.152828458117961
1_54190739	1	54190739	-0.0302776371412612
1_54195581	1	54195581	-0.0916872896998928
1_54212632	1	54212632	-0.0170310867765805
1_54216247	1	54216247	-0.231446787390196
1_54218183	1	54218183	-0.169556113609434
1_54220701	1	54220701	-0.950710379822943
1_54548334	1	54548334	0.0777960478660513
1_54594578	1	54594578	0.254673809950131
1_54599307	1	54599307	0.598628211167492
1_54601321	1	54601321	-0.34247809977894
1_54607153	1	54607153	-0.455819572854884
1_54608046	1	54608046	0.0411464468684428
1_54609016	1	54609016	-0.26095666966267
1_54609779	1	54609779	0.400688833555583
1_54610493	1	54610493	-0.231067878644514
1_54611704	1	54611704	-0.0782567789947036
1_54612513	1	54612513	0.232305996921676
1_54612637	1	54612637	0.123290201620834
1_54614851	1	54614851	-0.0198868492646907
1_54619889	1	54619889	-0.053448485412201
1_54653117	1	54653117	-0.115617306498631
1_54653471	1	54653471	-0.187246983479661
1_54653616	1	54653616	0.0909714366137845
1_54653793	1	54653793	-0.298278295868404
1_54653842	1	54653842	0.127836730365647
1_54654117	1	54654117	-0.0407820735760407
1_54668912	1	54668912	-0.303524465434363
1_54673798	1	54673798	-0.0198868492646907
1_54674068	1	54674068	0.117170286200196
1_54678793	1	54678793	0.286191565257427
1_54678852	1	54678852	0.158055619781511
1_54686431	1	54686431	-0.046875831488715
1_54692503	1	54692503	0.120580914362848
1_54702100	1	54702100	-0.0825496048129674
1_54706455	1	54706455	-0.172747413784546
1_54709075	1	54709075	0.131502200740194
1_54715546	1	54715546	-0.200459094906512
1_54715977	1	54715977	-0.0748709641553216
1_54716627	1	54716627	-0.127510352514359
1_54717627	1	54717627	0.278807779242121
1_54722709	1	54722709	0.0492896201770571
1_54722764	1	54722764	0.41055586301492
1_54737612	1	54737612	-0.10734969051503
1_54758046	1	54758046	-0.123837813303599
1_54758071	1	54758071	-0.0346973111150632
1_54781424	1	54781424	0.566206733475114
1_54782401	1	54782401	0.200078834677217
1_54782431	1	54782431	0.037913256693013
1_54786016	1	54786016	0.0770910905879695
1_54786105	1	54786105	0.380093265500558
1_54787721	1	54787721	0.324594806384441
1_54800605	1	54800605	-0.111865171637523
1_54800633	1	54800633	-0.161420996111756
1_54811841	1	54811841	0.376235789831044
1_54812145	1	54812145	0.183590711888648
1_54817048	1	54817048	-0.0923759269639888
1_54841828	1	54841828	0.00339737499250876
1_54841851	1	54841851	0.0442540302797588
1_54850744	1	54850744	0.171206987432816
1_54850744.1	1	54850744	0.171206987432816
1_54871587	1	54871587	-0.0504646269733798
1_54886639	1	54886639	0.0840550383377338
1_54886646	1	54886646	0.350700697723906
1_54992014	1	54992014	-0.138337382998714
1_54992089	1	54992089	-0.547049244028143
1_54999249	1	54999249	0.383422330424313
1_55039593	1	55039593	0.0136657104463358
1_55039593.1	1	55039593	0.0136657104463358
1_55039593.2	1	55039593	0.0136657104463358
1_55039593.3	1	55039593	0.0136657104463358
1_55039974	1	55039974	-0.0154806352131806
1_55043860	1	55043860	0.0136657104463358
1_55043860.1	1	55043860	0.0136657104463358
1_55043860.2	1	55043860	0.0136657104463358
1_55043912	1	55043912	0.198090281583763
1_55052279	1	55052279	0.385634487833294
1_55052279.1	1	55052279	0.385634487833294
1_55052279.2	1	55052279	0.385634487833294
1_55052745	1	55052745	0.0442540302797588
1_55056028	1	55056028	0.132310206944955
1_55056233	1	55056233	0.714105428587428
1_55056233.1	1	55056233	0.714105428587428
1_55056240	1	55056240	-0.104978786052283
1_55056233.2	1	55056233	0.714105428587428
1_55056240.1	1	55056240	-0.104978786052283
1_55056233.3	1	55056233	0.714105428587428
1_55056240.2	1	55056240	-0.104978786052283
1_55056233.4	1	55056233	0.714105428587428
1_55056240.3	1	55056240	-0.104978786052283
1_55057360	1	55057360	0.288288090555341
1_55057360.1	1	55057360	0.288288090555341
1_55058129	1	55058129	0.14436940209093
1_55058539	1	55058539	-0.366365339004595
1_55059542	1	55059542	-0.19278516702109
1_55061549	1	55061549	0.13497200666847
1_55061549.1	1	55061549	0.13497200666847
1_55063356	1	55063356	-0.0632962713685483
1_55063374	1	55063374	-0.181150466537687
1_55063356.1	1	55063356	-0.0632962713685483
1_55063374.1	1	55063374	-0.181150466537687
1_55063514	1	55063514	-0.120351637525352
1_55072813	1	55072813	0.0922755451427024
1_55083341	1	55083341	-0.0440497874099515
1_55098006	1	55098006	0.142563443628593
1_55107318	1	55107318	-0.111865171637523
1_55124551	1	55124551	0.00117476626313888
1_55147003	1	55147003	0.0725593994999046
1_55162205	1	55162205	-0.0910316682203574
1_55162208	1	55162208	-0.0756016276507515
1_55165912	1	55165912	0.0911444631240534
1_55165913	1	55165913	0.0911444631240534
1_55177985	1	55177985	0.266784647415047
1_55178049	1	55178049	0.0858154962021712
1_56512147	1	56512147	0.537227666503349
1_56536955	1	56536955	-0.0202816214770019
1_56696099	1	56696099	-0.0378645901937462
1_56707617	1	56707617	-0.00923469166374291
1_56731926	1	56731926	0.425643409976122
1_56742175	1	56742175	-0.329478870350722
1_56744266	1	56744266	0.499092537616577
1_56751074	1	56751074	-0.137114241729273
1_56751113	1	56751113	-0.162364653645164
1_56792092	1	56792092	0.23323208770402
1_56792144	1	56792144	-0.0130516279294436
1_56792438	1	56792438	-0.218995046343939
1_56792509	1	56792509	-0.128353294426092
1_56867631	1	56867631	-0.189426154931176
1_56874953	1	56874953	0.0446926060669604
1_56875054	1	56875054	0.134520105320722
1_56885915	1	56885915	-0.422433404360338
1_56885915.1	1	56885915	-0.422433404360338
1_56906780	1	56906780	0.142948727391302
1_56908064	1	56908064	-0.256423452921409
1_56912446	1	56912446	-0.407798057991941
1_56917642	1	56917642	-0.0424773675911979
1_56917704	1	56917704	0.331841670472591
1_56940960	1	56940960	0.0136657104463358
1_56945852	1	56945852	-0.00301303070029453
1_56945914	1	56945914	0.0272122422842836
1_56960137	1	56960137	-0.0687964497456371
1_57023633	1	57023633	-0.654712798462458
1_58473962	1	58473962	-0.325820755825331
1_58506159	1	58506159	-0.022253863808607
1_58534040	1	58534040	0.168175659501961
1_58534306	1	58534306	-0.0581249726216743
1_58536647	1	58536647	-0.183371136613218
1_58539094	1	58539094	-0.0324307041431182
1_58576258	1	58576258	0.0428120561058523
1_58576509	1	58576509	0.0136657104463358
1_58576716	1	58576716	0.174130382639582
1_58576719	1	58576719	0.172363456465394
1_58660011	1	58660011	0.158055619781511
1_58677041	1	58677041	0.156405882562418
1_58682254	1	58682254	0.0487126575455365
1_58782549	1	58782549	0.244278638587752
1_59321558	1	59321558	-0.123837813303599
1_59321678	1	59321678	-0.00144118194387251
1_59326825	1	59326825	-0.0932494934701761
1_59378799	1	59378799	0.306020689950351
1_59512376	1	59512376	-0.365827671974841
1_59554209	1	59554209	-0.263868265082573
1_59893663	1	59893663	-0.10390388593484
1_59905038	1	59905038	-0.00144118194387251
1_59912259	1	59912259	-0.0504646269733798
1_59926741	1	59926741	-0.384093797400672
1_60001136	1	60001136	-0.17019848195385
1_60038090	1	60038090	-0.00786745110330549
1_60040102	1	60040102	-0.56575860673339
1_60041001	1	60041001	-0.110323006829118
1_60041072	1	60041072	-0.249368695387458
1_61088376	1	61088376	0.0322813886136828
1_61404111	1	61404111	-0.205900666811349
1_61455362	1	61455362	0.126140439704749
1_61725098	1	61725098	0.176395210484444
1_61725225	1	61725225	0.132310206944955
1_61766458	1	61766458	-0.123837813303599
1_61769355	1	61769355	0.0740383284258178
1_61795496	1	61795496	0.0450298813556707
1_61833738	1	61833738	0.117774113787075
1_61899649	1	61899649	0.186502307308551
1_61914598	1	61914598	0.106775114837817
1_61914626	1	61914626	0.132310206944955
1_61990310	1	61990310	0.163908346026948
1_61990342	1	61990342	0.161222898860194
1_61990376	1	61990376	0.267422302692119
1_62038494	1	62038494	0.0954598016099831
1_62038496	1	62038496	0.108302584584411
1_62038494.1	1	62038494	0.0954598016099831
1_62038496.1	1	62038496	0.108302584584411
1_62051011	1	62051011	-0.348904368938372
1_62084558	1	62084558	-0.0157780674461461
1_62114151	1	62114151	-0.17685619560309
1_62114229	1	62114229	-0.23426180299725
1_62116540	1	62116540	0.158055619781511
1_62128010	1	62128010	0.303172327641321
1_62128065	1	62128065	0.241076206549408
1_62128864	1	62128864	-0.111865171637523
1_62128921	1	62128921	-0.230259872439753
1_62148357	1	62148357	-0.433793266524886
1_62206874	1	62206874	-0.161420996111756
1_62207027	1	62207027	0.0136657104463358
1_62207365	1	62207365	0.0928924015969108
1_62207454	1	62207454	0.125086993114759
1_62207553	1	62207553	-0.31117397986093
1_62209905	1	62209905	0.23837199762103
1_62209947	1	62209947	0.129142927866272
1_62209992	1	62209992	0.0136657104463358
1_62210220	1	62210220	0.0563100478548295
1_62210273	1	62210273	0.0495852847012785
1_62210284	1	62210284	-0.0584840753094996
1_62210940	1	62210940	0.238732266081109
1_62211016	1	62211016	0.157256564075186
1_62211055	1	62211055	0.408296999063343
1_62211123	1	62211123	0.26234482330306
1_62211147	1	62211147	0.255740497644484
1_62238358	1	62238358	0.151169234196271
1_62247574	1	62247574	0.0735371664237346
1_62247580	1	62247580	0.0974973012498064
1_62263112	1	62263112	-0.141056884352306
1_62263189	1	62263189	0.100080462263809
1_62263246	1	62263246	0.215299571615986
1_62271479	1	62271479	-0.0720641635795481
1_62273355	1	62273355	-0.00340780291260565
1_62273526	1	62273526	0.163691154450943
1_62273823	1	62273823	0.287230783772299
1_62274393	1	62274393	-0.259899362879628
1_62274486	1	62274486	-0.0307284089121176
1_62274592	1	62274592	-0.279530665897711
1_62274777	1	62274777	0.222252332257753
1_62275080	1	62275080	0.0526598420621998
1_62448482	1	62448482	-0.0655609807042393
1_62450619	1	62450619	-0.083631490908579
1_62450639	1	62450639	-0.373357412662912
1_62494430	1	62494430	-0.0558752228067414
1_62494430.1	1	62494430	-0.0558752228067414
1_62528152	1	62528152	-0.158286972342959
1_62584839	1	62584839	-0.0866391953493495
1_62597945	1	62597945	0.0136657104463358
1_62604040	1	62604040	-0.222222553374335
1_62619959	1	62619959	-0.440052256996568
1_62619959.1	1	62619959	-0.440052256996568
1_62625187	1	62625187	-0.242173193983254
1_62625292	1	62625292	-0.0521363479494104
1_62633567	1	62633567	0.113970616242021
1_62633906	1	62633906	0.373561655532719
1_62654023	1	62654023	-0.296674410165815
1_62654023.1	1	62654023	-0.296674410165815
1_62663044	1	62663044	-0.222401647787189
1_63323219	1	63323219	0.474996861999115
1_63323365	1	63323365	0.156018633857666
1_63324366	1	63324366	0.0392008025534732
1_63406361	1	63406361	-0.123837813303599
1_63436853	1	63436853	0.178724956716832
1_63436948	1	63436948	-0.0924626404150075
1_63451992	1	63451992	0.0498858983590891
1_63486767	1	63486767	-0.408358219148615
1_63508540	1	63508540	0.171206987432816
1_63523225	1	63523225	-0.463237044417367
1_63523233	1	63523233	-0.576690049045039
1_63523286	1	63523286	-0.324750507229596
1_63525596	1	63525596	-0.0643368015549374
1_63534197	1	63534197	-0.22552195343309
1_63555425	1	63555425	0.146639575715757
1_63568388	1	63568388	-0.0275569522801772
1_63568399	1	63568399	0.0136657104463358
1_63593506	1	63593506	-0.0982271696245614
1_63623615	1	63623615	0.183590711888648
1_63629440	1	63629440	-0.24114818858249
1_63629440.1	1	63629440	-0.24114818858249
1_63631673	1	63631673	0.155021559691877
1_63638799	1	63638799	-0.0348328072448542
1_63638799.1	1	63638799	-0.0348328072448542
1_63648630	1	63648630	-0.254823125479566
1_63654368	1	63654368	-0.0542383540554678
1_64049707	1	64049707	-0.455819572854884
1_64142484	1	64142484	-0.0643368015549374
1_64142520	1	64142520	-0.0477348342178074
1_64159159	1	64159159	-0.0967582792473148
1_64177594	1	64177594	0.0928924015969108
1_64206783	1	64206783	0.0259440402247724
1_64206843	1	64206843	0.0136657104463358
1_64220894	1	64220894	-0.168537620774413
1_64241680	1	64241680	-0.0866391953493495
1_64260610	1	64260610	-0.149833021836544
1_64267050	1	64267050	0.0989129970648471
1_64550619	1	64550619	-0.084366372514191
1_64632626	1	64632626	-0.175368113943681
1_64652261	1	64652261	0.311570576127182
1_64681319	1	64681319	-0.115617306498631
1_64682020	1	64682020	-0.251924400291215
1_64777783	1	64777783	-0.0817538546323466
1_64789480	1	64789480	-0.0424773675911979
1_64807335	1	64807335	-0.000273480511537961
1_64834564	1	64834564	0.192834556132268
1_64844806	1	64844806	-0.348904368938372
1_64845531	1	64845531	-0.0629555711565767
1_64855567	1	64855567	0.245612438496033
1_65048921	1	65048921	0.0634187456434355
1_65384271	1	65384271	0.0263767621958899
1_65386857	1	65386857	-0.0248084373682998
1_65389615	1	65389615	-0.0307284089121176
1_65392454	1	65392454	-0.0643368015549374
1_65392462	1	65392462	-0.0584840753094996
1_65392468	1	65392468	-0.0542383540554678
1_65394977	1	65394977	-0.220799543190687
1_65401836	1	65401836	0.169183288067622
1_65405896	1	65405896	0.0136657104463358
1_65405896.1	1	65405896	0.0136657104463358
1_65406093	1	65406093	-0.348904368938372
1_65420676	1	65420676	-0.316979601542135
1_65420717	1	65420717	-0.135197675468147
1_65420676.1	1	65420676	-0.316979601542135
1_65420717.1	1	65420717	-0.135197675468147
1_65420676.2	1	65420676	-0.316979601542135
1_65420717.2	1	65420717	-0.135197675468147
1_65425307	1	65425307	-0.282727292333889
1_65572326	1	65572326	0.192002951704848
1_65572326.1	1	65572326	0.192002951704848
1_65572326.2	1	65572326	0.192002951704848
1_65601426	1	65601426	0.0425205731185209
1_65636574	1	65636574	-0.477582355452627
1_65954222	1	65954222	-0.288897059574095
1_66247513	1	66247513	-0.169198346703475
1_66247649	1	66247649	-0.0101810315080319
1_66365687	1	66365687	0.00235039721850168
1_66368864	1	66368864	0.241333073823458
1_66372393	1	66372393	0.102202385047993
1_66643652	1	66643652	-0.104170779847523
1_66682008	1	66682008	-0.240090881799447
1_66682156	1	66682156	-0.0756016276507515
1_66770414	1	66770414	0.0807799063048727
1_66822362	1	66822362	-0.0948587463318332
1_66826960	1	66826960	0.129142927866272
1_66835700	1	66835700	-0.287798281881311
1_66847504	1	66847504	0.168388305244978
1_66847566	1	66847566	0.190543472530415
1_66847573	1	66847573	0.0823784605303502
1_66847666	1	66847666	0.105924218298325
1_66891210	1	66891210	0.255371606839618
1_66905180	1	66905180	0.267422302692119
1_66984748	1	66984748	0.359440547288066
1_67032087	1	67032087	0.0243921170393942
1_67042293	1	67042293	0.0010656736667025
1_67093056	1	67093056	-0.138337382998714
1_67093080	1	67093080	-0.106628523271376
1_67095373	1	67095373	-0.156259290995977
1_67095407	1	67095407	-0.110323006829118
1_67182840	1	67182840	0.27670011628013
1_67206917	1	67206917	-0.213105151400687
1_67206926	1	67206926	-0.17727707226506
1_67206980	1	67206980	-0.289950506164085
1_67219704	1	67219704	0.322615951335488
1_67219760	1	67219760	0.384034160391451
1_67219760.1	1	67219760	0.384034160391451
1_67258793	1	67258793	0.0526598420621998
1_67321618	1	67321618	0.0460871881387132
1_67321639	1	67321639	0.0136657104463358
1_67328273	1	67328273	-0.0264117289289994
1_67330663	1	67330663	0.11675920341044
1_67330807	1	67330807	-0.169198346703475
1_67367844	1	67367844	0.232675492388132
1_67386597	1	67386597	0.11675920341044
1_67395667	1	67395667	-0.173212424277174
1_67395837	1	67395837	-0.0244694184404352
1_67424926	1	67424926	0.148315237141118
1_67686488	1	67686488	0.165668803891386
1_68046758	1	68046758	0.187313797931366
1_68046953	1	68046953	-0.0381732210732822
1_68148637	1	68148637	-0.0825496048129674
1_68159195	1	68159195	0.173143924453532
1_68429265	1	68429265	-0.17897936749606
1_68429265.1	1	68429265	-0.17897936749606
1_68429265.2	1	68429265	-0.17897936749606
1_68429265.3	1	68429265	-0.17897936749606
1_68429265.4	1	68429265	-0.17897936749606
1_68431319	1	68431319	-0.111865171637523
1_68431319.1	1	68431319	-0.111865171637523
1_68431319.2	1	68431319	-0.111865171637523
1_68438259	1	68438259	-0.252727707477373
1_68438977	1	68438977	-0.131633842702637
1_68444585	1	68444585	-0.437713635896228
1_68444627	1	68444627	-0.419844448903987
1_68444632	1	68444632	-0.456654224333698
1_68444834	1	68444834	0.0521398582609716
1_68481450	1	68481450	-0.352462188351562
1_68496982	1	68496982	-0.0452279786072327
1_69760209	1	69760209	-0.39712231583115
1_69986334	1	69986334	0.00401554041261637
1_70021108	1	70021108	-0.0262270166771767
1_70036144	1	70036144	-0.113091431839603
1_70038251	1	70038251	-0.428171848176223
1_70038968	1	70038968	-0.130724198888839
1_70039368	1	70039368	-0.106628523271376
1_70155729	1	70155729	-0.180712334720515
1_70189187	1	70189187	-0.00557050841658149
1_70232170	1	70232170	-0.0328768754906944
1_70232365	1	70232365	-0.216339894999987
1_70355119	1	70355119	-0.208726710890112
1_70355197	1	70355197	0.43687714117088
1_70366158	1	70366158	-0.0490700449016267
1_70366305	1	70366305	-0.152344240992593
1_70439117	1	70439117	0.0360335234747903
1_70865747	1	70865747	0.0301538332349049
1_70865772	1	70865772	-0.0687964497456371
1_70865815	1	70865815	-0.525200375685366
1_70869311	1	70869311	0.0609714252246926
1_70911967	1	70911967	0.0392008025534732
1_70953059	1	70953059	-0.07514355651152
1_70974342	1	70974342	-0.0178125210268321
1_71070891	1	71070891	0.0408018403838501
1_71072508	1	71072508	-0.417491454195785
1_71407471	1	71407471	0.140422852732275
1_74041358	1	74041358	-0.0284597652263407
1_74041631	1	74041631	0.0719643510110029
1_74074781	1	74074781	-0.316039735032746
1_74095159	1	74095159	0.101128551696675
1_74095159.1	1	74095159	0.101128551696675
1_74109473	1	74109473	-0.213105151400687
1_74109498	1	74109498	-0.2664422087464
1_74182645	1	74182645	-0.210651587814604
1_74182719	1	74182719	0.0650125904465562
1_74198366	1	74198366	-0.0413007487715928
1_74204882	1	74204882	-0.0718523607397213
1_74342921	1	74342921	0.0438803234933436
1_74342936	1	74342936	-0.0254341092426045
1_74342947	1	74342947	0.0136657104463358
1_74369538	1	74369538	0.151169234196271
1_74469879	1	74469879	-0.190348181575258
1_74470408	1	74470408	-0.125161994250981
1_74470690	1	74470690	-0.389689983784873
1_74470770	1	74470770	-0.147615196586725
1_74471783	1	74471783	0.0358614565605319
1_74471844	1	74471844	0.0896145636796342
1_74472065	1	74472065	0.356810291243394
1_74472097	1	74472097	0.42870320972518
1_74472163	1	74472163	0.24664288242395
1_74475526	1	74475526	-0.210651587814604
1_74475551	1	74475551	0.0360335234747903
1_74475558	1	74475558	-0.00905436605374769
1_74475609	1	74475609	-0.022253863808607
1_74475629	1	74475629	0.0974973012498064
1_74480525	1	74480525	-0.106628523271376
1_74543923	1	74543923	-0.103517828924003
1_74571128	1	74571128	0.393937791564503
1_74571323	1	74571323	-0.118437825561009
1_74571424	1	74571424	-0.104978786052283
1_74571873	1	74571873	-0.339971244168365
1_74572161	1	74572161	-0.0687964497456371
1_74572544	1	74572544	-0.174406637706236
1_74572964	1	74572964	-0.551931465407889
1_74573063	1	74573063	-0.19069278805985
1_74573196	1	74573196	0.0322813886136828
1_74579434	1	74579434	-0.132185156017119
1_74589735	1	74589735	0.396994349997842
1_74591902	1	74591902	0.28375487381408
1_74599840	1	74599840	-0.243722132246316
1_74599841	1	74599841	-0.280955038445291
1_74620902	1	74620902	-0.0979796453825734
1_74631724	1	74631724	0.236058131782784
1_74631742	1	74631742	0.158055619781511
1_74631815	1	74631815	0.0602082963833659
1_74643043	1	74643043	-0.0519226311812408
1_74706317	1	74706317	-0.0858699631045786
1_74706358	1	74706358	-0.131875132369017
1_74706373	1	74706373	-0.0979796453825734
1_74706447	1	74706447	0.0345747002093166
1_74706931	1	74706931	-0.0340310315849605
1_74706968	1	74706968	-0.131764729075228
1_74710202	1	74710202	0.00301846624682748
1_74733339	1	74733339	-0.168537620774413
1_74748757	1	74748757	0.0807799063048727
1_75137202	1	75137202	0.0720823966716578
1_75156931	1	75156931	-0.135910645604174
1_75157056	1	75157056	-0.328253859628493
1_75206691	1	75206691	-0.329478870350722
1_75215826	1	75215826	0.0347273259741654
1_75234086	1	75234086	-0.348904368938372
1_75251240	1	75251240	-0.142838775233655
1_75732652	1	75732652	0.183590711888648
1_75733592	1	75733592	-0.198878924933765
1_75739971	1	75739971	-0.182254499528921
1_75739971.1	1	75739971	-0.182254499528921
1_75745884	1	75745884	0.257902520826004
1_75745884.1	1	75745884	0.257902520826004
1_75761161	1	75761161	0.0363857869464191
1_75761161.1	1	75761161	0.0363857869464191
1_75761161.2	1	75761161	0.0363857869464191
1_75761337	1	75761337	0.380874684634564
1_75761337.1	1	75761337	0.380874684634564
1_75762896	1	75762896	0.146303479024455
1_75762896.1	1	75762896	0.146303479024455
1_75769201	1	75769201	0.154528246286186
1_75790020	1	75790020	-0.128687212964995
1_75792207	1	75792207	0.152493415143652
1_75848275	1	75848275	0.294566537073643
1_75879020	1	75879020	-0.0894277825177678
1_75880138	1	75880138	-0.265716689474942
1_75899637	1	75899637	-0.00786745110330549
1_75918974	1	75918974	-0.0429178179200316
1_75922330	1	75922330	-0.401371788832508
1_75932287	1	75932287	0.195272516936283
1_76309608	1	76309608	0.0558939458356334
1_76576860	1	76576860	-0.127510352514359
1_76627495	1	76627495	0.220116587913762
1_76868625	1	76868625	-0.41047399593976
1_76868678	1	76868678	-0.183371136613218
1_77219382	1	77219382	-0.373357412662912
1_77297857	1	77297857	-0.267516042097717
1_77502671	1	77502671	-0.107086449014274
1_77535990	1	77535990	0.0840550383377338
1_77697395	1	77697395	-0.19208295477024
1_77713276	1	77713276	-0.251678856074659
1_77729872	1	77729872	-0.0125658311268439
1_77736060	1	77736060	-0.0303894696315996
1_77739316	1	77739316	0.0782747918694123
1_77858956	1	77858956	-0.0154806352131806
1_77926761	1	77926761	-0.220131474162361
1_77929400	1	77929400	0.165668803891386
1_77942167	1	77942167	-0.0622831427869628
1_77964736	1	77964736	-0.0786983077023237
1_78046185	1	78046185	-0.303816479409834
1_78046276	1	78046276	-0.0916872896998928
1_78112493	1	78112493	0.548002138097524
1_78119402	1	78119402	0.194995475160898
1_78492766	1	78492766	-0.348904368938372
1_78497879	1	78497879	-0.114341901929736
1_78536638	1	78536638	0.383777338843663
1_78628357	1	78628357	-0.19278516702109
1_78629841	1	78629841	-0.436367210188712
1_78635486	1	78635486	-0.289403357189711
1_78637041	1	78637041	-0.0553759339833156
1_78655090	1	78655090	-0.258860144364756
1_78660639	1	78660639	0.229799141311101
1_78662843	1	78662843	-0.157814757498018
1_78891675	1	78891675	-0.195281179825161
1_78920287	1	78920287	-0.0438853121158227
1_78927071	1	78927071	-0.218995046343939
1_78946283	1	78946283	-0.267354440860821
1_81952012	1	81952012	0.123543328218709
1_81955924	1	81955924	-0.0378645901937462
1_81966500	1	81966500	-0.0597964514946853
1_81987872	1	81987872	0.0977299752348103
1_81990592	1	81990592	-0.305794128850277
1_81990648	1	81990648	-0.28423915523451
1_81990697	1	81990697	-0.0988090188120767
1_81990915	1	81990915	0.0750662551104792
1_83911166	1	83911166	-0.00941790266670554
1_83919804	1	83919804	0.102670716505081
1_83921379	1	83921379	-0.208726710890112
1_84298566	1	84298566	-0.327371207388731
1_84325691	1	84325691	-0.214286236232013
1_84325709	1	84325709	-0.204974576029005
1_84388298	1	84388298	-0.0650462655677048
1_84398573	1	84398573	0.11096291180125
1_84401922	1	84401922	0.203490269326353
1_84401927	1	84401927	0.094965812548184
1_84412545	1	84412545	-0.409545720278208
1_84414697	1	84414697	0.155021559691877
1_84479292	1	84479292	-0.368803926376077
1_84479306	1	84479306	-0.0699922186005738
1_84479440	1	84479440	0.134681111407702
1_84490352	1	84490352	0.198090281583763
1_84495380	1	84495380	-0.0105818358003415
1_84495452	1	84495452	0.0270862262086574
1_84525986	1	84525986	0.0834871599439071
1_84535375	1	84535375	-0.382262965884803
1_84544211	1	84544211	0.00426701244408624
1_84550494	1	84550494	-0.131939611800563
1_84555012	1	84555012	0.228678601417186
1_84563394	1	84563394	0.227790515799183
1_84570009	1	84570009	0.519556640176293
1_84574339	1	84574339	-0.123837813303599
1_84647520	1	84647520	-0.247294367149599
1_84647546	1	84647546	-0.0510399789414796
1_84650451	1	84650451	0.125174025663326
1_84655572	1	84655572	-0.163212051637744
1_84662288	1	84662288	-0.190129492012782
1_84814046	1	84814046	0.107787887810886
1_84814098	1	84814098	-0.00144118194387251
1_84939560	1	84939560	0.448068534592111
