"","Hugo_Symbol","num_patients"
"1245","CFAP157",1
"1246","CFAP20DC",1
"1247","CFAP221",1
"1248","CFAP410",1
"1249","CFAP44",1
"1250","CFAP46",1
"1251","CFAP47",1
"1252","CFAP54",1
"1253","CFAP57",1
"1254","CFAP95",1
"1255","CFH",1
"1256","CFL2",1
"1257","CHADL",1
"1258","CHD1L",1
"1259","CHD2",1
"1260","CHD3",1
"1261","CHD8",1
"1262","CHD9",1
"1263","CHI3L1",1
"1264","CHL1",1
"1265","CHPF2",1
"1266","CHRM3",1
"1267","CHRNB2",1
"1268","CHRNE",1
"1269","CHST12",1
"1270","CHST13",1
"1271","CHST2",1
"1272","CHST7",1
"1273","CIAO3",1
"1274","CIITA",1
"1275","CIT",1
"1276","CKAP5",1
"1277","CKM",1
"1278","CLASP1",1
"1279","CLBA1",1
"1280","CLDN14",1
"1281","CLDN15",1
"1282","CLDN34",1
"1283","CLEC16A",1
"1284","CLEC2L",1
"1285","CLEC4A",1
"1286","CLEC4G",1
"1287","CLEC7A",1
"1288","CLIC6",1
"1289","CLIP1",1
"1290","CLK1",1
"1291","CLPB",1
"1292","CLPSL1",1
"1293","CLSPN",1
"1294","CLSTN2",1
"1295","CLTB",1
"1296","CLTC",1
"1297","CLUAP1",1
"1298","CLUH",1
"1299","CMTM8",1
"1300","CNBD1",1
"1301","CNKSR3",1
"1302","CNOT1",1
"1303","CNOT10",1
"1304","CNOT4",1
"1305","CNR1",1
"1306","CNTNAP2",1
"1307","CNTNAP5",1
"1308","CNTROB",1
"1309","COA1",1
"1310","COL11A2",1
"1311","COL14A1",1
"1312","COL17A1",1
"1313","COL18A1",1
"1314","COL23A1",1
"1315","COL2A1",1
"1316","COL4A3",1
"1317","COL4A6",1
"1318","COL5A1",1
"1319","COL6A3",1
"1320","COL7A1",1
"1321","COLEC10",1
"1322","COMMD5",1
"1323","COMMD7",1
"1324","COPA",1
"1325","COPB1",1
"1326","COPE",1
"1327","COPS2",1
"1328","COPS3",1
"1329","COQ10B",1
"1330","COQ6",1
"1331","CORO2A",1
"1332","COX10",1
"1333","CPA1",1
"1334","CPA2",1
"1335","CPA6",1
"1336","CPD",1
"1337","CPEB1",1
"1338","CPEB4",1
"1339","CPLANE1",1
"1340","CPLX3",1
"1341","CPNE2",1
"1342","CPNE3",1
"1343","CPNE8",1
"1344","CPPED1",1
"1345","CPZ",1
"1346","CRACDL",1
"1347","CRACR2B",1
"1348","CRAMP1",1
"1349","CRAT",1
"1350","CREB3L1",1
"1351","CREB5",1
"1352","CREG1",1
"1353","CRLF2",1
"1354","CROCC",1
"1355","CRTC2",1
"1356","CRX",1
"1357","CRY1",1
"1358","CRY2",1
"1359","CRYBG1",1
"1360","CRYBG3",1
"1361","CSAD",1
"1362","CSDC2",1
"1363","CSE1L",1
"1364","CSF3",1
"1365","CSGALNACT1",1
"1366","CSH2",1
"1367","CSPG4",1
"1368","CST4",1
"1369","CST7",1
"1370","CTDP1",1
"1371","CTH",1
"1372","CTHRC1",1
"1373","CTSA",1
"1374","CTSB",1
"1375","CTSD",1
"1376","CTSO",1
"1377","CTTNBP2",1
"1378","CTU1",1
"1379","CUBN",1
"1380","CUL2",1
"1381","CUL4B",1
"1382","CUL9",1
"1383","CWF19L1",1
"1384","CX3CL1",1
"1385","CXXC4",1
"1386","CYB5D2",1
"1387","CYB5R3",1
"1388","CYFIP1",1
"1389","CYP24A1",1
"1390","CYP26B1",1
"1391","CYP27A1",1
"1392","CYP27C1",1
"1393","CYP2A13",1
"1394","CYP2E1",1
"1395","CYP2J2",1
"1396","CYP2S1",1
"1397","CYP39A1",1
"1398","CYP3A4",1
"1399","CYP4F2",1
"1400","CYRIA",1
"1401","CYSTM1",1
"1402","DAB2",1
"1403","DACT2",1
"1404","DAGLA",1
"1405","DALRD3",1
"1406","DAPK3",1
"1407","DAZL",1
"1408","DBF4",1
"1409","DBN1",1
"1410","DBR1",1
"1411","DCAF1",1
"1412","DCAF12L2",1
"1413","DCAF6",1
"1414","DCBLD1",1
"1415","DCC",1
"1416","DCLRE1A",1
"1417","DCTN1",1
"1418","DDC",1
"1419","DDHD2",1
"1420","DDI2",1
"1421","DDIT4",1
"1422","DDR1",1
"1423","DDX27",1
"1424","DDX3X",1
"1425","DDX46",1
"1426","DEDD",1
"1427","DEF6",1
"1428","DELE1",1
"1429","DENND2B",1
"1430","DENND3",1
"1431","DENND4A",1
"1432","DENND6B",1
"1433","DEPDC1B",1
"1434","DEPDC5",1
"1435","DEPP1",1
"1436","DES",1
"1437","DGKD",1
"1438","DGKG",1
"1439","DGKK",1
"1440","DGKQ",1
"1441","DHDH",1
"1442","DHRS2",1
"1443","DHRSX",1
"1444","DHX32",1
"1445","DHX34",1
"1446","DHX57",1
"1447","DHX8",1
"1448","DIAPH2",1
"1449","DIAPH3",1
"1450","DIO1",1
"1451","DIP2A",1
"1452","DIP2C",1
"1453","DISP3",1
"1454","DKK2",1
"1455","DLEC1",1
"1456","DLG3",1
"1457","DLG5",1
"1458","DLGAP1",1
"1459","DLK1",1
"1460","DLX5",1
"1461","DMRT3",1
"1462","DMRTA2",1
"1463","DNAAF8",1
"1464","DNAH1",1
"1465","DNAH11",1
"1466","DNAH14",1
"1467","DNAH6",1
"1468","DNAI2",1
"1469","DNAI7",1
"1470","DNAJC1",1
"1471","DNAJC11",1
"1472","DNAJC16",1
"1473","DNAJC6",1
"1474","DOCK11",1
"1475","DOCK5",1
"1476","DOCK9",1
"1477","DOHH",1
"1478","DOLK",1
"1479","DONSON",1
"1480","DOP1B",1
"1481","DOT1L",1
"1482","DPAGT1",1
"1483","DPEP2",1
"1484","DPP6",1
"1485","DPP8",1
"1486","DPYD",1
"1487","DQX1",1
"1488","DRD1",1
"1489","DRP2",1
"1490","DSCAM",1
"1491","DSE",1
"1492","DSG2",1
"1493","DSN1",1
"1494","DTNB",1
"1495","DTX1",1
"1496","DUOX2",1
"1497","DUSP12",1
"1498","DUSP23",1
"1499","DVL3",1
"1500","DXO",1
"1501","DYNC1I2",1
"1502","DYRK2",1
"1503","DYTN",1
"1504","DZIP1",1
"1505","E2F1",1
"1506","E2F3",1
"1507","E2F5",1
"1508","E2F8",1
"1509","EARS2",1
"1510","ECE1",1
"1511","ECT2",1
"1512","EDA",1
"1513","EDEM1",1
"1514","EDEM2",1
"1515","EEF1A2",1
"1516","EEF2",1
"1517","EEFSEC",1
"1518","EFCAB12",1
"1519","EFCAB3",1
"1520","EFCAB6",1
"1521","EFNA5",1
"1522","EFTUD2",1
"1523","EGR2",1
"1524","EHBP1L1",1
"1525","EIF2AK2",1
"1526","EIF3F",1
"1527","EIF3J",1
"1528","EIPR1",1
"1529","ELAPOR1",1
"1530","ELF1",1
"1531","ELF2",1
"1532","ELF4",1
"1533","ELFN2",1
"1534","ELK1",1
"1535","ELMO1",1
"1536","ELMOD3",1
"1537","ELOVL3",1
"1538","ELP3",1
"1539","EMC9",1
"1540","EMILIN2",1
"1541","EMILIN3",1
"1542","EML2",1
"1543","EML4",1
"1544","EMSY",1
"1545","EN1",1
"1546","ENDOG",1
"1547","ENDOU",1
"1548","ENO1",1
"1549","ENO2",1
"1550","ENO4",1
"1551","ENOX2",1
"1552","ENPP5",1
"1553","ENST00000498682",1
"1554","ENST00000615923",1
"1555","ENST00000619363",1
"1556","ENST00000620151",1
"1557","ENST00000640271",1
"1558","ENTPD1",1
"1559","ENTPD6",1
"1560","EP300",1
"1561","EPAS1",1
"1562","EPB41",1
"1563","EPB41L3",1
"1564","EPC1",1
"1565","EPDR1",1
"1566","EPHA10",1
"1567","EPHA2",1
"1568","EPHA4",1
"1569","EPHA6",1
"1570","EPHA8",1
"1571","EPHB1",1
"1572","EPHB2",1
"1573","EPHB3",1
"1574","EPHX3",1
"1575","EPYC",1
"1576","ERAL1",1
"1577","ERBB2",1
"1578","ERBB4",1
"1579","ERCC6",1
"1580","ERCC6L",1
"1581","ERG28",1
"1582","ERICH5",1
"1583","ERMAP",1
"1584","ERN1",1
"1585","ERO1B",1
"1586","ERV3-1",1
"1587","ERVMER34-1",1
"1588","ESAM",1
"1589","ESD",1
"1590","ESPNL",1
"1591","ESRP2",1
"1592","ESYT1",1
"1593","ETFDH",1
"1594","EXOC3L1",1
"1595","EXOC3L2",1
"1596","EXTL2",1
"1597","EYA3",1
"1598","EYA4",1
"1599","F10",1
"1600","F11R",1
"1601","F12",1
"1602","F8",1
"1603","FAAH2",1
"1604","FABP3",1
"1605","FADS6",1
"1606","FAHD1",1
"1607","FAM110C",1
"1608","FAM117A",1
"1609","FAM120B",1
"1610","FAM124A",1
"1611","FAM131C",1
"1612","FAM13A",1
"1613","FAM161B",1
"1614","FAM163B",1
"1615","FAM171B",1
"1616","FAM181B",1
"1617","FAM184A",1
"1618","FAM184B",1
"1619","FAM186A",1
"1620","FAM193A",1
"1621","FAM199X",1
"1622","FAM228B",1
"1623","FAM236C",1
"1624","FAM43A",1
"1625","FAM71B",1
"1626","FAM71F2",1
"1627","FAM83D",1
"1628","FAM83E",1
"1629","FAM83F",1
"1630","FAM98A",1
"1631","FAN1",1
"1632","FANCM",1
"1633","FAP",1
"1634","FAR2",1
"1635","FARP1",1
"1636","FARP2",1
"1637","FAT1",1
"1638","FBL",1
"1639","FBLN7",1
"1640","FBXL17",1
"1641","FBXL18",1
"1642","FBXL22",1
"1643","FBXL7",1
"1644","FBXO31",1
"1645","FBXO33",1
"1646","FBXO4",1
"1647","FBXO41",1
"1648","FBXW2",1
"1649","FBXW7",1
"1650","FBXW8",1
"1651","FCMR",1
"1652","FCRL1",1
"1653","FCRL2",1
"1654","FCRLA",1
"1655","FCRLB",1
"1656","FCSK",1
"1657","FER",1
"1658","FES",1
"1659","FFAR1",1
"1660","FFAR3",1
"1661","FFAR4",1
"1662","FGD1",1
"1663","FGD5",1
"1664","FGF3",1
"1665","FGF8",1
"1666","FGFR3",1
"1667","FGG",1
"1668","FGL2",1
"1669","FH",1
"1670","FHOD1",1
"1671","FHOD3",1
"1672","FIG4",1
"1673","FIGNL2",1
"1674","FKBP10",1
"1675","FLCN",1
"1676","FLII",1
"1677","FLNA",1
"1678","FLT1",1
"1679","FLT3",1
"1680","FLT4",1
"1681","FLYWCH1",1
"1682","FLYWCH2",1
"1683","FMNL3",1
"1684","FN1",1
"1685","FNDC10",1
"1686","FNDC7",1
"1687","FNTB",1
"1688","FOCAD",1
"1689","FOXF2",1
"1690","FOXI3",1
"1691","FOXL1",1
"1692","FOXN1",1
"1693","FOXN4",1
"1694","FPGS",1
"1695","FPR1",1
"1696","FRAT1",1
"1697","FRAT2",1
"1698","FRG2C",1
"1699","FRMD1",1
"1700","FRMD4A",1
"1701","FRMD4B",1
"1702","FRMD6",1
"1703","FRMPD2",1
"1704","FRMPD4",1
"1705","FRRS1",1
"1706","FRRS1L",1
"1707","FRYL",1
"1708","FTSJ1",1
"1709","FURIN",1
"1710","FUS",1
"1711","FUT4",1
"1712","FUZ",1
"1713","FXR2",1
"1714","FYN",1
"1715","FYTTD1",1
"1716","FZD4",1
"1717","FZD8",1
"1718","FZR1",1
"1719","GAA",1
"1720","GAB1",1
"1721","GABRA2",1
"1722","GABRB3",1
"1723","GABRQ",1
"1724","GABRR1",1
"1725","GAGE2A",1
"1726","GAL3ST2",1
"1727","GALNS",1
"1728","GALNT1",1
"1729","GALNT13",1
"1730","GALNT14",1
"1731","GALP",1
"1732","GANAB",1
"1733","GAPDH",1
"1734","GAS2L3",1
"1735","GAS6",1
"1736","GATA4",1
"1737","GATA6",1
"1738","GATAD2A",1
"1739","GBE1",1
"1740","GBF1",1
"1741","GBX1",1
"1742","GCC2",1
"1743","GCKR",1
"1744","GDF11",1
"1745","GDF15",1
"1746","GDF6",1
"1747","GDF9",1
"1748","GDPD5",1
"1749","GEMIN5",1
"1750","GEMIN8",1
"1751","GEN1",1
"1752","GFRA4",1
"1753","GGA2",1
"1754","GGCX",1
"1755","GGN",1
"1756","GGT1",1
"1757","GGT7",1
"1758","GIGYF1",1
"1759","GIMAP2",1
"1760","GIPR",1
"1761","GIT2",1
"1762","GJB6",1
"1763","GLB1",1
"1764","GLB1L3",1
"1765","GLE1",1
"1766","GLI2",1
"1767","GLMP",1
"1768","GLP1R",1
"1769","GLS",1
"1770","GLS2",1
"1771","GLTPD2",1
"1772","GLYATL2",1
"1773","GLYCTK",1
"1774","GLYR1",1
"1775","GMEB2",1
"1776","GMPR",1
"1777","GNA12",1
"1778","GNAT3",1
"1779","GNB4",1
"1780","GNE",1
"1781","GNL1",1
"1782","GOLGA6L1",1
"1783","GOLGA6L10",1
"1784","GOLGA6L6",1
"1785","GOLGA8H",1
"1786","GOLGB1",1
"1787","GPATCH3",1
"1788","GPC1",1
"1789","GPC5",1
"1790","GPD2",1
"1791","GPN1",1
"1792","GPR101",1
"1793","GPR135",1
"1794","GPR15",1
"1795","GPR152",1
"1796","GPR158",1
"1797","GPR162",1
"1798","GPR179",1
"1799","GPR27",1
"1800","GPR32",1
"1801","GPR37",1
"1802","GPSM1",1
"1803","GPT",1
"1804","GPT2",1
"1805","GRAMD1B",1
"1806","GREM2",1
"1807","GRIA3",1
"1808","GRIA4",1
"1809","GRID1",1
"1810","GRID2",1
"1811","GRID2IP",1
"1812","GRIN1",1
"1813","GRK6",1
"1814","GRM5",1
"1815","GRXCR1",1
"1816","GSE1",1
"1817","GSG1L",1
"1818","GSN",1
"1819","GSR",1
"1820","GSTA3",1
"1821","GSTCD",1
"1822","GSTZ1",1
"1823","GSX1",1
"1824","GTF2A2",1
"1825","GTF2IRD1",1
"1826","GUCY1A1",1
"1827","GUCY1B1",1
"1828","GUCY2D",1
"1829","H2BC21",1
"1830","H3-4",1
"1831","H3C4",1
"1832","H4-16",1
"1833","HABP2",1
"1834","HACD3",1
"1835","HADHB",1
"1836","HAL",1
"1837","HAPLN1",1
"1838","HARS1",1
"1839","HAUS5",1
"1840","HAUS6",1
"1841","HAVCR2",1
"1842","HCAR1",1
"1843","HCCS",1
"1844","HCFC1",1
"1845","HCN2",1
"1846","HCN4",1
"1847","HDAC4",1
"1848","HDGFL1",1
"1849","HDHD2",1
"1850","HDLBP",1
"1851","HEATR1",1
"1852","HEATR4",1
"1853","HECW1",1
"1854","HECW2",1
"1855","HELZ2",1
"1856","HEPHL1",1
"1857","HERC1",1
"1858","HERC2",1
"1859","HEXIM2",1
"1860","HEYL",1
"1861","HFE",1
"1862","HFM1",1
"1863","HHATL",1
"1864","HIC1",1
"1865","HIP1",1
"1866","HIP1R",1
"1867","HIVEP2",1
"1868","HK2",1
"1869","HLA-B",1
"1870","HLA-C",1
"1871","HLA-DRB1",1
"1872","HLA-DRB5",1
"1873","HLA-F",1
"1874","HMGN3",1
"1875","HMGXB3",1
"1876","HNF4A",1
"1877","HNF4G",1
"1878","HNRNPF",1
"1879","HNRNPLL",1
"1880","HOOK1",1
"1881","HOXA4",1
"1882","HOXA6",1
"1883","HOXA7",1
"1884","HOXB8",1
"1885","HOXC13",1
"1886","HOXC9",1
"1887","HOXD1",1
"1888","HOXD11",1
"1889","HOXD3",1
"1890","HPCAL1",1
"1891","HPSE2",1
"1892","HR",1
"1893","HRG",1
"1894","HRH1",1
"1895","HRH3",1
"1896","HRH4",1
"1897","HS6ST3",1
"1898","HSD11B1",1
"1899","HSD17B1",1
"1900","HSF4",1
"1901","HSPA12A",1
"1902","HSPA2",1
"1903","HSPA9",1
"1904","HSPB2",1
"1905","HTT",1
"1906","HUWE1",1
"1907","HYOU1",1
"1908","IARS1",1
"1909","ICE2",1
"1910","IDH1",1
"1911","IDI2",1
"1912","IDS",1
"1913","IFI16",1
"1914","IFI27",1
"1915","IFIT5",1
"1916","IFT122",1
"1917","IGF1R",1
"1918","IGF2BP1",1
"1919","IGFBP2",1
"1920","IGFBP5",1
"1921","IGHM",1
"1922","IGHV3-43",1
"1923","IGHV4-59",1
"1924","IGHV5-10-1",1
"1925","IGKV1D-43",1
"1926","IGLV3-22",1
"1927","IGLV5-45",1
"1928","IGSF22",1
"1929","IKBKB",1
"1930","IL10RA",1
"1931","IL10RB",1
"1932","IL11RA",1
"1933","IL13",1
"1934","IL15RA",1
"1935","IL17C",1
"1936","IL17RC",1
"1937","IL17RD",1
"1938","IL1R1",1
"1939","IL21R",1
"1940","IL2RA",1
"1941","IL32",1
"1942","IL6ST",1
"1943","ILF3",1
"1944","IMPA2",1
"1945","IMPG2",1
"1946","INAFM2",1
"1947","INF2",1
"1948","INKA2",1
"1949","INPP5E",1
"1950","INPP5F",1
"1951","INSC",1
"1952","INTS12",1
"1953","INTS6",1
"1954","IP6K1",1
"1955","IP6K2",1
"1956","IQCG",1
"1957","IQCN",1
"1958","IQGAP1",1
"1959","IQGAP3",1
"1960","IQSEC1",1
"1961","IQSEC3",1
"1962","IRAK1",1
"1963","IRAK4",1
"1964","IRF2BP2",1
"1965","IRF3",1
"1966","IRF4",1
"1967","IRF7",1
"1968","IRGC",1
"1969","IRGQ",1
"1970","IRS1",1
"1971","IRS2",1
"1972","IRS4",1
"1973","IRX2",1
"1974","ISG15",1
"1975","ISM2",1
"1976","ISX",1
"1977","ISYNA1",1
"1978","ITGA10",1
"1979","ITGA3",1
"1980","ITGA5",1
"1981","ITGAD",1
"1982","ITGAE",1
"1983","ITGAL",1
"1984","ITGAX",1
"1985","ITGB1",1
"1986","ITGB4",1
"1987","ITGB8",1
"1988","ITIH6",1
"1989","ITPR1",1
"1990","ITSN2",1
"1991","IWS1",1
"1992","JADE3",1
"1993","JAG1",1
"1994","JAK2",1
"1995","JAKMIP1",1
"1996","JAKMIP3",1
"1997","JKAMP",1
"1998","JMJD1C",1
"1999","JMJD7-PLA2G4B",1
"2000","JOSD1",1
"2001","JPH1",1
"2002","KANK1",1
"2003","KANSL1",1
"2004","KANSL1L",1
"2005","KARS1",1
"2006","KATNIP",1
"2007","KAZN",1
"2008","KBTBD11",1
"2009","KBTBD7",1
"2010","KCNC3",1
"2011","KCNG3",1
"2012","KCNH2",1
"2013","KCNH5",1
"2014","KCNH8",1
"2015","KCNIP2",1
"2016","KCNJ4",1
"2017","KCNK1",1
"2018","KCNK13",1
"2019","KCNMB4",1
"2020","KCNQ2",1
"2021","KCNV1",1
"2022","KCTD1",1
"2023","KCTD13",1
"2024","KCTD21",1
"2025","KCTD3",1
"2026","KCTD7",1
"2027","KDM2A",1
"2028","KDM4A",1
"2029","KDM4B",1
"2030","KDM4D",1
"2031","KDM5B",1
"2032","KDM5C",1
"2033","KDM8",1
"2034","KIAA0895",1
"2035","KIAA1522",1
"2036","KIAA2026",1
"2037","KIDINS220",1
"2038","KIF18B",1
"2039","KIF1A",1
"2040","KIF1C",1
"2041","KIF20B",1
"2042","KIF26A",1
"2043","KIF26B",1
"2044","KIF3C",1
"2045","KIF4A",1
"2046","KIF7",1
"2047","KIFAP3",1
"2048","KIR3DL1",1
"2049","KIR3DL2",1
"2050","KIRREL1",1
"2051","KLB",1
"2052","KLF1",1
"2053","KLF14",1
"2054","KLF17",1
"2055","KLF7",1
"2056","KLHL26",1
"2057","KLHL3",1
"2058","KLHL34",1
"2059","KLHL38",1
"2060","KLHL40",1
"2061","KLK13",1
"2062","KLRG2",1
"2063","KMT2B",1
"2064","KNSTRN",1
"2065","KPNB1",1
"2066","KRBA1",1
"2067","KRBA2",1
"2068","KRT1",1
"2069","KRT27",1
"2070","KRT31",1
"2071","KRT39",1
"2072","KRT4",1
"2073","KRT5",1
"2074","KRT6A",1
"2075","KRT71",1
"2076","KRT73",1
"2077","KRTAP10-1",1
"2078","KRTAP10-5",1
"2079","KRTAP12-2",1
"2080","KRTAP16-1",1
"2081","KRTAP2-2",1
"2082","KRTAP4-11",1
"2083","KRTAP4-2",1
"2084","KRTAP4-9",1
"2085","KRTAP5-4",1
"2086","KRTAP5-7",1
"2087","KRTAP9-1",1
"2088","KRTAP9-9",1
"2089","KSR1",1
"2090","KYAT3",1
"2091","L3MBTL1",1
"2092","LACTB2",1
"2093","LAD1",1
"2094","LAMA3",1
"2095","LAMA4",1
"2096","LAMB1",1
"2097","LAMB4",1
"2098","LAMC2",1
"2099","LAMTOR4",1
"2100","LARGE1",1
"2101","LARP1",1
"2102","LAS1L",1
"2103","LCE1E",1
"2104","LCP1",1
"2105","LCTL",1
"2106","LDAF1",1
"2107","LDB1",1
"2108","LDB3",1
"2109","LEMD2",1
"2110","LETM1",1
"2111","LGALS8",1
"2112","LHCGR",1
"2113","LHX5",1
"2114","LILRA2",1
"2115","LILRB1",1
"2116","LILRB2",1
"2117","LIMA1",1
"2118","LINC02203",1
"2119","LINGO3",1
"2120","LINGO4",1
"2121","LIPK",1
"2122","LIPT1",1
"2123","LMBRD1",1
"2124","LMNTD1",1
"2125","LMNTD2",1
"2126","LMOD2",1
"2127","LMTK3",1
"2128","LOXL4",1
"2129","LPA",1
"2130","LPAR2",1
"2131","LPCAT1",1
"2132","LPO",1
"2133","LRFN1",1
"2134","LRFN4",1
"2135","LRGUK",1
"2136","LRIG3",1
"2137","LRP10",1
"2138","LRP4",1
"2139","LRRC14B",1
"2140","LRRC3C",1
"2141","LRRC45",1
"2142","LRRC59",1
"2143","LRRCC1",1
"2144","LRRK2",1
"2145","LRRTM2",1
"2146","LRRTM4",1
"2147","LRSAM1",1
"2148","LRTM2",1
"2149","LSAMP",1
"2150","LSG1",1
"2151","LSM14A",1
"2152","LSP1",1
"2153","LSS",1
"2154","LTB4R",1
"2155","LTB4R2",1
"2156","LTBP1",1
"2157","LTBP2",1
"2158","LTBP3",1
"2159","LTBP4",1
"2160","LTBR",1
"2161","LY75",1
"2162","LY86",1
"2163","LYL1",1
"2164","LYPLAL1",1
"2165","LYST",1
"2166","LYZL2",1
"2167","LZTS2",1
"2168","LZTS3",1
"2169","MACROD2",1
"2170","MACROH2A1",1
"2171","MAD2L2",1
"2172","MAG",1
"2173","MAGEA9",1
"2174","MAGEB4",1
"2175","MAGEC3",1
"2176","MAGEL2",1
"2177","MAGI3",1
"2178","MAL2",1
"2179","MAMSTR",1
"2180","MAN2B2",1
"2181","MANBA",1
"2182","MAOA",1
"2183","MAP2",1
"2184","MAP2K4",1
"2185","MAP3K11",1
"2186","MAP3K13",1
"2187","MAP3K2",1
"2188","MAP3K5",1
"2189","MAP4",1
"2190","MAP4K1",1
"2191","MAP4K4",1
"2192","MAP7",1
"2193","MAPK13",1
"2194","MAPKAPK2",1
"2195","MARCHF1",1
"2196","MARCHF3",1
"2197","MARCHF7",1
"2198","MARCHF9",1
"2199","MARF1",1
"2200","MARK4",1
"2201","MASP2",1
"2202","MAST1",1
"2203","MAST2",1
"2204","MAST3",1
"2205","MAST4",1
"2206","MASTL",1
"2207","MAT1A",1
"2208","MATN1",1
"2209","MATN3",1
"2210","MATN4",1
"2211","MBD1",1
"2212","MBD2",1
"2213","MBD5",1
"2214","MBTPS2",1
"2215","MCC",1
"2216","MCCC1",1
"2217","MCCD1",1
"2218","MCEE",1
"2219","MCEMP1",1
"2220","MCF2",1
"2221","MCHR1",1
"2222","MCIDAS",1
"2223","MCL1",1
"2224","MCM2",1
"2225","MCM5",1
"2226","MCM9",1
"2227","MCTP1",1
"2228","MCTP2",1
"2229","MDFIC2",1
"2230","MDGA1",1
"2231","MECR",1
"2232","MED1",1
"2233","MED13L",1
"2234","MED14",1
"2235","MED16",1
"2236","MED23",1
"2237","MED24",1
"2238","MED29",1
"2239","MEF2A",1
"2240","MEF2D",1
"2241","MEIOC",1
"2242","MELK",1
"2243","MEPCE",1
"2244","MESD",1
"2245","METAP2",1
"2246","METTL21C",1
"2247","MEX3B",1
"2248","MEX3D",1
"2249","MFHAS1",1
"2250","MFSD1",1
"2251","MFSD11",1
"2252","MFSD2B",1
"2253","MFSD3",1
"2254","MGAM",1
"2255","MGLL",1
"2256","MICAL3",1
"2257","MID1",1
"2258","MID2",1
"2259","MIDEAS",1
"2260","MIEF2",1
"2261","MIER2",1
"2262","MINK1",1
"2263","MIPOL1",1
"2264","MKLN1",1
"2265","MKNK2",1
"2266","MLYCD",1
"2267","MMD",1
"2268","MMEL1",1
"2269","MMP13",1
"2270","MMP14",1
"2271","MMP17",1
"2272","MMP20",1
"2273","MMP24",1
"2274","MMP24OS",1
"2275","MMRN2",1
"2276","MMS19",1
"2277","MNX1",1
"2278","MOB1B",1
"2279","MOB3C",1
"2280","MOCOS",1
"2281","MOCS1",1
"2282","MOCS2",1
"2283","MOGAT1",1
"2284","MOGS",1
"2285","MON1A",1
"2286","MON1B",1
"2287","MPZ",1
"2288","MRE11",1
"2289","MRGBP",1
"2290","MRGPRF",1
"2291","MROH6",1
"2292","MRPL1",1
"2293","MRPL12",1
"2294","MRPL14",1
"2295","MRPL16",1
"2296","MRPL40",1
"2297","MRPL44",1
"2298","MRPL46",1
"2299","MRPL47",1
"2300","MRPS10",1
"2301","MRPS31",1
"2302","MS4A5",1
"2303","MSGN1",1
"2304","MSH3",1
"2305","MSH5",1
"2306","MSI2",1
"2307","MSS51",1
"2308","MTARC1",1
"2309","MTDH",1
"2310","MTERF4",1
"2311","MTHFD1",1
"2312","MTHFD1L",1
"2313","MTHFR",1
"2314","MTMR10",1
"2315","MTMR12",1
"2316","MTMR14",1
"2317","MTMR2",1
"2318","MTO1",1
"2319","MTPAP",1
"2320","MTRES1",1
"2321","MTUS2",1
"2322","MUC1",1
"2323","MUC15",1
"2324","MUC22",1
"2325","MUC7",1
"2326","MVP",1
"2327","MX2",1
"2328","MXRA7",1
"2329","MXRA8",1
"2330","MYBBP1A",1
"2331","MYBL2",1
"2332","MYC",1
"2333","MYCBPAP",1
"2334","MYCL",1
"2335","MYF6",1
"2336","MYH1",1
"2337","MYH14",1
"2338","MYH7B",1
"2339","MYL6B",1
"2340","MYMK",1
"2341","MYO15B",1
"2342","MYO16",1
"2343","MYO18A",1
"2344","MYO1F",1
"2345","MYO3A",1
"2346","MYO3B",1
"2347","MYO5A",1
"2348","MYOF",1
"2349","MYOM1",1
"2350","MYOM3",1
"2351","MYPN",1
"2352","MYRF",1
"2353","MYT1",1
"2354","MYZAP",1
"2355","MZB1",1
"2356","N4BP1",1
"2357","N4BP2",1
"2358","NAA11",1
"2359","NAALAD2",1
"2360","NAB2",1
"2361","NACA",1
"2362","NACAD",1
"2363","NADK2",1
"2364","NADSYN1",1
"2365","NAGK",1
"2366","NAGLU",1
"2367","NANP",1
"2368","NANS",1
"2369","NASP",1
"2370","NAT10",1
"2371","NAV2",1
"2372","NAXE",1
"2373","NBEAL2",1
"2374","NBPF10",1
"2375","NBPF11",1
"2376","NBPF19",1
"2377","NBPF26",1
"2378","NCAN",1
"2379","NCAPD3",1
"2380","NCAPG2",1
"2381","NCAPH2",1
"2382","NCF4",1
"2383","NCKAP1L",1
"2384","NCL",1
"2385","NCOA7",1
"2386","NCOR1",1
"2387","NCR2",1
"2388","NCR3",1
"2389","NDNF",1
"2390","NDST1",1
"2391","NDUFA12",1
"2392","NDUFA13",1
"2393","NDUFV1",1
"2394","NEDD1",1
"2395","NEDD4",1
"2396","NEFM",1
"2397","NEK10",1
"2398","NELFCD",1
"2399","NET1",1
"2400","NEU3",1
"2401","NEURL1B",1
"2402","NEUROG3",1
"2403","NFATC1",1
"2404","NFATC2IP",1
"2405","NFATC4",1
"2406","NFE2L1",1
"2407","NFIL3",1
"2408","NFILZ",1
"2409","NFS1",1
"2410","NFYA",1
"2411","NGLY1",1
"2412","NID1",1
"2413","NIFK",1
"2414","NIN",1
"2415","NKPD1",1
"2416","NKX1-1",1
"2417","NLRC3",1
"2418","NLRC5",1
"2419","NLRP11",1
"2420","NLRP3",1
"2421","NLRP6",1
"2422","NME9",1
"2423","NMS",1
"2424","NNAT",1
"2425","NOB1",1
"2426","NOBOX",1
"2427","NOC2L",1
