	Chromosome	Position	67B_T1_vs_67_PBMC.tumour
1_81952012	1	81952012	-0.456146028433313
1_81955924	1	81955924	-0.533798013900278
1_81966500	1	81966500	-0.582721791739245
1_81987872	1	81987872	-0.293908944714345
1_81990592	1	81990592	-0.693605897858702
1_81990648	1	81990648	-0.494731283228391
1_81990697	1	81990697	-0.424263061595685
1_81990915	1	81990915	-0.248821055185807
1_83911166	1	83911166	-0.393210964520982
1_83919804	1	83919804	-0.5602821510221
1_83921379	1	83921379	-0.773242013971912
1_84298566	1	84298566	-0.752587473058982
1_84325691	1	84325691	-0.500359822181771
1_84325709	1	84325709	-0.400824148630857
1_84388298	1	84388298	-0.321333554970175
1_84398573	1	84398573	-0.500359822181771
1_84401922	1	84401922	-0.28781518680167
1_84401927	1	84401927	-0.287295203000442
1_84412545	1	84412545	-0.564322880913736
1_84414697	1	84414697	-0.48328630882283
1_84479292	1	84479292	-0.213631626723507
1_84479306	1	84479306	-0.377145152161346
1_84479440	1	84479440	-0.702852686080514
1_84490352	1	84490352	-0.0719432931017276
1_84495380	1	84495380	-0.766952047428754
1_84495452	1	84495452	-0.390840060058235
1_84525986	1	84525986	-0.196826417547545
1_84535375	1	84535375	0.113749024198902
1_84544211	1	84544211	-0.961244465089221
1_84550494	1	84550494	-0.362992075105118
1_84555012	1	84555012	-0.985786649352013
1_84563394	1	84563394	-0.724740796611673
1_84570009	1	84570009	-0.605386151745186
1_84574339	1	84574339	-0.327892626177005
1_84647520	1	84647520	-0.820486733293505
1_84647546	1	84647546	-0.723905938134589
1_84650451	1	84650451	-0.104431145850632
1_84655572	1	84655572	-0.227125984086488
1_84662288	1	84662288	-0.876852277798849
1_84814046	1	84814046	-0.539869837189197
1_84814098	1	84814098	-0.439504616794916
1_84939560	1	84939560	-0.416943813994134
1_84939678	1	84939678	-0.458274420814756
1_84940979	1	84940979	-0.514554610620556
1_84956462	1	84956462	-0.411374067971767
1_85019171	1	85019171	-0.429393300827628
1_85021118	1	85021118	-0.700695322645022
1_85022347	1	85022347	-0.30004637854098
1_85026238	1	85026238	-0.722073168409946
1_85045243	1	85045243	-0.6574607832665
1_85093522	1	85093522	-0.671276026027134
1_85094519	1	85094519	-0.430267926523339
1_85110080	1	85110080	-0.687705296419018
1_85126651	1	85126651	-0.155711650794325
1_85128754	1	85128754	-0.607275026098283
1_85159030	1	85159030	-0.428730145200741
1_85169164	1	85169164	-0.456929250516007
1_85182224	1	85182224	-0.26199644393354
1_85182937	1	85182937	-0.567643239205347
1_85190233	1	85190233	-0.365465974038077
1_85190248	1	85190248	-0.49344342390572
1_85190726	1	85190726	-0.672320133212847
1_85200290	1	85200290	-0.524455497799234
1_85200435	1	85200435	-0.605755599901082
1_85200523	1	85200523	-0.364298272605742
1_85200644	1	85200644	-0.31224643532744
1_85200964	1	85200964	-0.811415742878508
1_85201126	1	85201126	-0.708252673823104
1_85276001	1	85276001	-0.456929250516007
1_85350451	1	85350451	-0.302759862296611
1_85582468	1	85582468	-0.827180821082716
1_85582843	1	85582843	-0.632607620480211
1_85582896	1	85582896	-0.476773001864155
1_85582976	1	85582976	-0.359852367574551
1_85708091	1	85708091	-0.166358894993834
1_85708260	1	85708260	-0.136928175114909
1_85736419	1	85736419	-0.33128321537778
1_85745499	1	85745499	-0.474702462602135
1_86022549	1	86022549	-0.396574675629499
1_86046848	1	86046848	-0.235645666438074
1_86092284	1	86092284	-0.263034914405507
1_86124968	1	86124968	-0.204426935827353
1_86125257	1	86125257	-0.234607195966106
1_86125318	1	86125318	-0.138848213160675
1_86125884	1	86125884	-0.549823311218621
1_86126053	1	86126053	-0.478302901308574
1_86156377	1	86156377	-5.08571713673371e-07
1_86352861	1	86352861	-0.693123148969845
1_86356487	1	86356487	-0.777749520992635
1_86356521	1	86356521	-0.857630297861331
1_86356562	1	86356562	-0.783597798738746
1_86382293	1	86382293	-0.432685247585993
1_86386845	1	86386845	-0.248821055185807
1_86386938	1	86386938	-0.496748568629392
1_86424283	1	86424283	-0.200458033624408
1_86424298	1	86424298	-0.144123676519114
1_86441466	1	86441466	-0.857630297861331
1_86443810	1	86443810	-0.410101962218867
1_86444002	1	86444002	-0.659105024494016
1_86447582	1	86447582	-0.609568398963697
1_86455221	1	86455221	-0.629425057400776
1_86455230	1	86455230	-0.77238301124282
1_86476542	1	86476542	-0.578969656878138
1_86482292	1	86482292	-0.261311999369004
1_86494331	1	86494331	-0.304855090100135
1_86495527	1	86495527	-0.584870258317822
1_86499660	1	86499660	-0.672628764092383
1_86499736	1	86499736	-0.659453375344649
1_86571239	1	86571239	-0.681780462461913
1_86580013	1	86580013	-0.38854581885242
1_86580219	1	86580219	-0.186893306042605
1_86704923	1	86704923	-0.43829885404952
1_86724357	1	86724357	-0.729252972435656
1_86728471	1	86728471	-0.475096911009483
1_86993123	1	86993123	-0.123290173101948
1_87073061	1	87073061	-0.296126769964163
1_87250611	1	87250611	-0.420189473497788
1_88760293	1	88760293	-1.12081344280974
1_88770437	1	88770437	-0.865492415634301
1_88771873	1	88771873	-0.658211991323508
1_88805891	1	88805891	-0.609410770442274
1_88857299	1	88857299	-0.44363723216983
1_88943422	1	88943422	-0.126337048660812
1_88962089	1	88962089	-0.590512404894599
1_88962138	1	88962138	-0.549330166438263
1_88969436	1	88969436	-0.346668378583951
1_88988283	1	88988283	-0.580442546277013
1_89007770	1	89007770	-1.05617597724341
1_89007831	1	89007831	-1.24882105518581
1_89009452	1	89009452	-0.518581324207914
1_89011795	1	89011795	-0.413207873086689
1_89011876	1	89011876	-0.392185230356984
1_89011970	1	89011970	-0.594595892027537
1_89013380	1	89013380	-0.645480025149796
1_89014115	1	89014115	-0.604964865411082
1_89014263	1	89014263	-0.768599387146826
1_89014600	1	89014600	-0.647370431676082
1_89014623	1	89014623	-0.546725920866653
1_89056078	1	89056078	-0.330698062240214
1_89056131	1	89056131	-0.227912065422826
1_89056158	1	89056158	-0.159322904346704
1_89056163	1	89056163	-0.282504181442095
1_89058931	1	89058931	-0.50735406878466
1_89058974	1	89058974	-0.573547783425842
1_89060221	1	89060221	-0.186536776931464
1_89108264	1	89108264	-0.560765061500547
1_89109708	1	89109708	-0.354615719208403
1_89132238	1	89132238	-0.346668378583951
1_89133354	1	89133354	-0.26059822296216
1_89133387	1	89133387	-0.262117877799264
1_89147597	1	89147597	-0.618054864851526
1_89149317	1	89149317	-0.398846499190414
1_89149340	1	89149340	-0.280529914913145
1_89164792	1	89164792	-0.748747452051163
1_89186411	1	89186411	0.0912543864118152
1_89188642	1	89188642	-0.577769577750941
1_89188712	1	89188712	-0.550711396836624
1_89190123	1	89190123	-0.307714744239375
1_89191291	1	89191291	-0.31672511968761
1_89193403	1	89193403	-0.460325160379519
1_89269402	1	89269402	-0.146251321545259
1_89269443	1	89269443	-0.209292690999169
1_89269452	1	89269452	-0.0938463952094657
1_89269546	1	89269546	-0.210346907371171
1_89378476	1	89378476	-0.352844119729035
1_89380426	1	89380426	-0.596744358606113
1_89380593	1	89380593	-0.439342961235233
1_89381938	1	89381938	-0.540052352850252
1_89383697	1	89383697	-0.570749150073169
1_89384015	1	89384015	-0.549823311218621
1_89385284	1	89385284	-0.193325942594103
1_89583512	1	89583512	-0.291889777077693
1_89714573	1	89714573	-0.676242278920483
1_89935425	1	89935425	-0.589857973020874
1_90010203	1	90010203	-0.452961771966032
1_90017344	1	90017344	-0.468946869550309
1_90020853	1	90020853	-0.753744057981846
1_90027467	1	90027467	0.385051046016296
1_90714662	1	90714662	-0.163932157599294
1_90716915	1	90716915	-0.443324079348785
1_90916849	1	90916849	-0.22744740439324
1_90937907	1	90937907	-0.453640847074305
1_90939235	1	90939235	-0.622499524703593
1_90939658	1	90939658	-0.642735262898896
1_90940629	1	90940629	-0.800463482706936
1_90941120	1	90941120	-0.416115800583447
1_91273713	1	91273713	-0.708252673823104
1_91276984	1	91276984	-0.441466133128203
1_91316474	1	91316474	-0.293908944714345
1_91337626	1	91337626	-0.0643964840483792
1_91337627	1	91337627	-0.120496958210267
1_91343479	1	91343479	-0.584005246775436
1_91375572	1	91375572	-0.632149694737312
1_91375646	1	91375646	-0.692427706661421
1_91378126	1	91378126	-0.204765875107871
1_91689780	1	91689780	-0.693605897858702
1_91695750	1	91695750	-0.600293425687184
1_91698125	1	91698125	-0.0543180310228285
1_91708748	1	91708748	-0.495913917150579
1_91712381	1	91712381	-0.674746870607386
1_91720100	1	91720100	-0.527356554559788
1_91720178	1	91720178	-0.234024053257726
1_91722144	1	91722144	-0.843182253909212
1_91734825	1	91734825	0.0470691788000323
1_91797317	1	91797317	-0.437854879575824
1_91861477	1	91861477	-0.955089852129096
1_91861488	1	91861488	-0.974646091746813
1_91962938	1	91962938	-0.806816508306694
1_91977138	1	91977138	-0.285974053603273
1_91979700	1	91979700	-0.414831006624736
1_91980776	1	91980776	-0.191105557329519
1_91981076	1	91981076	-0.616972166833815
1_91992286	1	91992286	-0.0561759772434108
1_92002069	1	92002069	-0.307119695750474
1_92080632	1	92080632	-0.359852367574551
1_92139358	1	92139358	-0.454290173485786
1_92177844	1	92177844	-0.518428114943087
1_92177871	1	92177871	-0.499629158686341
1_92178321	1	92178321	-0.0463281912870636
1_92180396	1	92180396	-0.4107885348492
1_92180464	1	92180464	-0.539722254452544
1_92180975	1	92180975	-0.312386183963273
1_92181666	1	92181666	-0.650438038702329
1_92184285	1	92184285	-0.199352378921507
1_92244267	1	92244267	-0.4107885348492
1_92267954	1	92267954	-0.619915206877053
1_92271489	1	92271489	-0.263618057113887
1_92289110	1	92289110	-0.560765061500547
1_92323852	1	92323852	-0.347224759246801
1_92478631	1	92478631	-1.06378916135329
1_92480922	1	92480922	-0.0682488095439858
1_92481068	1	92481068	-0.0682488095439858
1_92513797	1	92513797	-0.388751316330282
1_92607671	1	92607671	-0.199068019988707
1_92607683	1	92607683	-0.157398027422212
1_92694370	1	92694370	-0.608996619430132
1_92695345	1	92695345	-0.570749150073169
1_92703841	1	92703841	-0.637091644901865
1_92736547	1	92736547	-0.407518801204865
1_92847222	1	92847222	-0.865492415634301
1_92876340	1	92876340	-0.228356952626091
1_92876385	1	92876385	-0.302592311626788
1_92961381	1	92961381	-0.40554655887326
1_93158817	1	93158817	-0.602458009800507
1_93180650	1	93180650	-0.314409396813383
1_93180743	1	93180743	-0.655141337363542
1_93180791	1	93180791	-0.420587403452287
1_93180861	1	93180861	-0.224159000951538
1_93186365	1	93186365	-0.554447337744069
1_93186500	1	93186500	-0.595271469207238
1_93210921	1	93210921	-0.201900007798314
1_93212109	1	93212109	-0.458744124560038
1_93214958	1	93214958	-0.623860486532731
1_93216636	1	93216636	-0.641965948615808
1_93232584	1	93232584	-0.267929878133511
1_93245467	1	93245467	-0.531220785886532
1_93256498	1	93256498	-0.140568164533783
1_93264823	1	93264823	-0.520900600622607
1_93270377	1	93270377	-0.132176136333536
1_93270810	1	93270810	-0.162406303368333
1_93360621	1	93360621	-0.850857069265904
1_93550963	1	93550963	-0.44585790224536
1_93567380	1	93567380	-0.564596923091574
1_93567485	1	93567485	-0.787687141317509
1_93582306	1	93582306	-0.730353966251557
1_93582469	1	93582469	-0.981537176350655
1_93582914	1	93582914	-0.492092206198171
1_93584019	1	93584019	-0.676682594822234
1_93589070	1	93589070	-0.479433983327223
1_93589193	1	93589193	-0.21967470952629
1_93589233	1	93589233	-0.21812425796289
1_93592278	1	93592278	-0.414831006624736
1_93674819	1	93674819	-0.611391134570515
1_93674914	1	93674914	-0.727988891884366
1_93869929	1	93869929	-0.373447709699552
1_93870708	1	93870708	-0.399380731761188
1_93875711	1	93875711	-0.44521826798931
1_93877008	1	93877008	-0.32682356718708
1_93877467	1	93877467	-0.517017166135379
1_93889083	1	93889083	-0.377145152161346
1_93993101	1	93993101	-0.463559903978819
1_93996161	1	93996161	-0.784873955426016
1_93996193	1	93996193	-0.545214057966032
1_93998061	1	93998061	-0.629093136303974
1_94001068	1	94001068	-0.641138477964567
1_94001885	1	94001885	-1.053270246068
1_94005519	1	94005519	-0.467244574319309
1_94008251	1	94008251	-0.35191454814991
1_94008772	1	94008772	-0.558149113293536
1_94014612	1	94014612	-0.304855090100135
1_94018446	1	94018446	-0.687394068925439
1_94032007	1	94032007	-1.08171106935055
1_94040103	1	94040103	-0.501587125565774
1_94045779	1	94045779	-0.111317531435872
1_94045879	1	94045879	-0.48849146795409
1_94062586	1	94062586	-0.528928974378542
1_94078677	1	94078677	-0.35688080104326
1_94078678	1	94078678	-0.325171941315922
1_94083372	1	94083372	-0.264251095755413
1_94098966	1	94098966	-0.501939992154518
1_94154612	1	94154612	-0.485860252486656
1_94154632	1	94154632	-0.634111211070599
1_94173891	1	94173891	-0.484449303678949
1_94174310	1	94174310	-0.599007410114683
1_94174373	1	94174373	-0.409285727379053
1_94174573	1	94174573	-0.443324079348785
1_94186506	1	94186506	0.201840353823759
1_94203178	1	94203178	-0.786477841128606
1_94220347	1	94220347	-0.619464435106197
1_94464789	1	94464789	-0.479775490025679
1_94483191	1	94483191	-0.34503637044511
1_94536044	1	94536044	-0.573916429151852
1_94536099	1	94536099	-0.460325160379519
1_94540309	1	94540309	-0.66385855446465
1_94540363	1	94540363	-0.738871908881496
1_94820975	1	94820975	-0.656479024099053
1_94825847	1	94825847	-0.737107536495289
1_94825878	1	94825878	-0.589857973020874
1_94825923	1	94825923	-0.386324578935742
1_94828533	1	94828533	-0.437582698640974
1_94857383	1	94857383	-0.324769908419105
1_94864816	1	94864816	-0.407518801204865
1_94903442	1	94903442	-0.448590567561584
1_94926740	1	94926740	-0.198194982115839
1_94983175	1	94983175	-0.827977934225757
1_94983609	1	94983609	-0.263034914405507
1_95244282	1	95244282	-0.795564233676473
1_95244418	1	95244418	-0.708252673823104
1_96804897	1	96804897	-0.696280032157028
1_96806900	1	96806900	-0.674427796174838
1_97073844	1	97073844	-0.275538393561586
1_97082391	1	97082391	-0.422588122922513
1_97382318	1	97382318	-1.01933920906304
1_97397224	1	97397224	-0.8677308878303
1_97450058	1	97450058	-0.468387432443491
1_97573881	1	97573881	-0.422850454960856
1_97579893	1	97579893	-0.491391358459885
1_97883329	1	97883329	-0.341930459577288
1_97921066	1	97921066	-0.28629576060447
1_98661875	1	98661875	-0.872672569300558
1_98691078	1	98691078	-0.644749731516946
1_98738281	1	98738281	-0.365860476376026
1_98893065	1	98893065	-0.564322880913736
1_98914891	1	98914891	-0.525661260544631
1_99004489	1	99004489	-0.424263061595685
1_99264617	1	99264617	-0.505978894682931
1_99288075	1	99288075	-0.628409718460361
1_99305714	1	99305714	-0.0452876611006744
1_99667734	1	99667734	-0.376576602384179
1_99686726	1	99686726	-0.311830852711607
1_99688911	1	99688911	-0.277967400845323
1_99688946	1	99688946	-0.383750635271915
1_99688998	1	99688998	-0.561205377402298
1_99689209	1	99689209	-0.893904548344534
1_99689637	1	99689637	-0.397684441100289
1_99689869	1	99689869	-0.140568164533783
1_99709114	1	99709114	-0.574061884114005
1_99712143	1	99712143	-0.31808371762292
1_99728595	1	99728595	-0.794789424291099
1_99738092	1	99738092	-0.312951392605522
1_99738137	1	99738137	-0.461814778520005
1_99740823	1	99740823	-0.391265320206012
1_99852689	1	99852689	-0.529841206492963
1_99861627	1	99861627	-0.35070066920502
1_99862406	1	99862406	-0.524455497799234
1_99870421	1	99870421	-0.0912797781993268
1_99875226	1	99875226	-0.549990589906372
1_99881185	1	99881185	-0.453438774794278
1_99881663	1	99881663	-0.504659959615397
1_99900657	1	99900657	-0.265694873750203
1_99910769	1	99910769	-0.641138477964567
1_99910775	1	99910775	-0.637386343103459
1_99910833	1	99910833	-0.8733119200936
1_99916481	1	99916481	-0.0535647637868728
1_99922255	1	99922255	-1.3192103830772
1_99923711	1	99923711	-0.332478984232716
1_99993576	1	99993576	-0.385142526398587
1_100007048	1	100007048	-0.348356728736721
1_100022431	1	100022431	-0.475591917032829
1_100085381	1	100085381	-0.32682356718708
1_100085568	1	100085568	-0.457916653908797
1_100107933	1	100107933	-0.140296598407638
1_100110374	1	100110374	-0.355736259102319
1_100110377	1	100110377	-0.332076558835159
1_100155172	1	100155172	-0.53591916591007
1_100158366	1	100158366	-0.184690717766091
1_100159274	1	100159274	-0.248821055185807
1_100168475	1	100168475	-0.475889963731728
1_100189354	1	100189354	0.14545788392624
1_100192603	1	100192603	-0.410284477879923
1_100206504	1	100206504	-0.679455409515669
1_100216040	1	100216040	-0.403331004241431
1_100218675	1	100218675	-0.248821055185807
1_100266412	1	100266412	-0.129768383542043
1_100266570	1	100266570	-0.706293820785047
1_100363202	1	100363202	-0.372203470691089
1_100462865	1	100462865	-0.31022159984995
1_100462868	1	100462868	-0.312951392605522
1_100484304	1	100484304	-0.65544631464845
1_100484348	1	100484348	-0.526674175731146
1_100499111	1	100499111	-0.863167362688057
1_100499372	1	100499372	-0.754711984915764
1_100723127	1	100723127	-0.303962609378268
1_100732555	1	100732555	-0.400824148630857
1_100738142	1	100738142	-0.517309891111708
1_100874068	1	100874068	-0.20607140772647
1_100874181	1	100874181	-0.408019650035061
1_100874421	1	100874421	-0.198194982115839
1_100912233	1	100912233	-0.499629158686341
1_100990454	1	100990454	-0.609818714751761
1_101013728	1	101013728	-0.600293425687184
1_101804367	1	101804367	-0.687263158799594
1_101804889	1	101804889	-0.66385855446465
1_101836930	1	101836930	-0.754056363436229
1_101846856	1	101846856	-1.01132174145915
1_102878115	1	102878115	-0.555482393419859
1_102886895	1	102886895	-0.414558259664686
1_102888579	1	102888579	-0.608363441872947
1_102888872	1	102888872	-0.967050086770427
1_102895395	1	102895395	-0.349347931139771
1_102898729	1	102898729	-0.0893428411786102
1_102914362	1	102914362	-0.580897105449252
1_102974872	1	102974872	-0.566997015212061
1_102979414	1	102979414	-0.956640303692496
1_103001586	1	103001586	-0.626188136498595
1_103082941	1	103082941	-0.384476154543373
1_103571749	1	103571749	-0.724554486152205
1_103574382	1	103574382	-0.7806722194474
1_107057296	1	107057296	-0.489829154689602
1_107057441	1	107057441	-0.817663890543686
1_107148668	1	107148668	-0.351001449992285
1_107324416	1	107324416	-0.624032573971462
1_107324465	1	107324465	-0.814020301085533
1_107480837	1	107480837	-0.594317621211573
1_107596339	1	107596339	-0.268449861934739
1_107642687	1	107642687	-0.711164269243007
1_107765105	1	107765105	-0.456146028433313
1_107770636	1	107770636	-0.519468645129476
1_107777269	1	107777269	-0.318642504683378
1_108192530	1	108192530	-0.163932157599294
1_108192574	1	108192574	-0.312014881673001
1_108192590	1	108192590	-0.460325160379519
1_108199939	1	108199939	-0.539869837189197
1_108628249	1	108628249	-0.955624678841761
1_108648676	1	108648676	-0.154356371182314
1_108650337	1	108650337	-0.597970618808193
1_108654729	1	108654729	-0.363153730664802
1_108657487	1	108657487	-0.318530026997211
1_108657532	1	108657532	-0.212295179160693
1_108695707	1	108695707	-0.462945860538654
1_108717781	1	108717781	-0.89036708427333
1_108722407	1	108722407	-0.289084925399534
1_108722417	1	108722417	-0.103770722382524
1_108725951	1	108725951	-0.480767783235504
1_108727866	1	108727866	-0.420432433256006
1_108728035	1	108728035	-0.396378243599665
1_108730834	1	108730834	-0.68492016999248
1_108733395	1	108733395	-0.21526849547478
1_108733446	1	108733446	-0.118424417930132
1_108776360	1	108776360	-0.0414960819383004
1_108782496	1	108782496	-0.453640847074305
1_108782679	1	108782679	-0.139196564011308
1_108793606	1	108793606	-0.377145152161346
1_108816279	1	108816279	-0.504475930654003
1_108823159	1	108823159	-0.779335771884586
1_108823467	1	108823467	-0.37167780297134
1_108823664	1	108823664	-0.461124658898671
1_108851971	1	108851971	-0.402444244299018
1_108852608	1	108852608	-0.300167935186027
1_108876991	1	108876991	-0.540052352850252
1_108896993	1	108896993	-0.413565817522439
1_108924236	1	108924236	-0.681261600726096
1_108934846	1	108934846	-0.588896496783428
1_108937207	1	108937207	-0.367002481534121
1_108937337	1	108937337	-0.354615719208403
1_108937356	1	108937356	-0.47369446602601
1_108943574	1	108943574	-0.354615719208403
1_108943935	1	108943935	-0.553078123746114
1_108944040	1	108944040	-0.325783037000691
1_108963407	1	108963407	-0.667046832095698
1_108995641	1	108995641	0.00214051834741218
1_109107034	1	109107034	-0.545438061543981
1_109107097	1	109107097	-0.392556532647256
1_109107936	1	109107936	-0.585856042463377
1_109108065	1	109108065	-0.410572125182419
1_109114324	1	109114324	-0.570749150073169
1_109161903	1	109161903	-0.319210383077205
1_109173527	1	109173527	-0.441466133128203
1_109188187	1	109188187	-0.358445546360305
1_109188206	1	109188206	-0.435234179416688
1_109192676	1	109192676	-0.669152854134164
1_109192794	1	109192794	-0.914402016115247
1_109192859	1	109192859	-0.696280032157028
1_109194510	1	109194510	-0.0382540692461483
1_109197516	1	109197516	-0.533274444654506
1_109199863	1	109199863	-1.0935428297079
1_109202996	1	109202996	-0.388224111851223
1_109229572	1	109229572	-0.627332678439536
1_109236028	1	109236028	-0.330504852779515
1_109236451	1	109236451	-0.205428459672426
1_109237879	1	109237879	-0.421288251190572
1_109250154	1	109250154	-0.31978757653995
1_109250697	1	109250697	0.00336596841099467
1_109251689	1	109251689	-0.267929878133511
1_109252163	1	109252163	-0.324109182490044
1_109253352	1	109253352	-0.47388761082058
1_109261530	1	109261530	-0.494577469587765
1_109265826	1	109265826	-0.177562372015985
1_109267578	1	109267578	-0.418746056628119
1_109267579	1	109267579	-0.398846499190414
1_109268949	1	109268949	-0.380065588464059
1_109269141	1	109269141	-0.863903544283298
1_109269514	1	109269514	-0.590927032010799
1_109269793	1	109269793	-0.0214105590827342
1_109269984	1	109269984	-0.348356728736721
1_109270068	1	109270068	-0.582721791739245
1_109270090	1	109270090	-0.525152283633058
1_109273240	1	109273240	-0.527122217672911
1_109273244	1	109273244	-0.583240094256366
1_109273305	1	109273305	-0.691339290886757
1_109273554	1	109273554	-0.39425149470737
1_109273567	1	109273567	-0.150640661246903
1_109275908	1	109275908	-0.460325160379519
1_109280866	1	109280866	-0.339586519108989
1_109281174	1	109281174	-0.368402670938479
1_109281628	1	109281628	-0.461365690565907
1_109281851	1	109281851	-0.744348472325018
1_109297488	1	109297488	0.0841622282105515
1_109297547	1	109297547	-0.222348843824616
1_109298212	1	109298212	-0.709794838631509
1_109342153	1	109342153	-0.562481534089568
1_109354478	1	109354478	-0.311830852711607
1_109367478	1	109367478	-0.84073631654873
1_109397791	1	109397791	-0.586690693942191
1_109477999	1	109477999	-0.32899140386979
1_109479443	1	109479443	-0.49344342390572
1_109479469	1	109479469	-0.656698762891784
1_109486507	1	109486507	-0.754056363436229
1_109487689	1	109487689	-0.248821055185807
1_109491030	1	109491030	-0.262896240397529
1_109491046	1	109491046	-0.275788102786076
1_109496042	1	109496042	-0.570749150073169
1_109507623	1	109507623	-0.424392619769261
1_109543145	1	109543145	-0.446760432797716
1_109603486	1	109603486	-0.618577675163784
1_109606352	1	109606352	-0.487333141885532
1_109610097	1	109610097	-0.386324578935742
1_109621257	1	109621257	-0.708252673823104
1_109622258	1	109622258	-0.627332678439536
1_109658958	1	109658958	-0.590329519042685
1_109659045	1	109659045	-0.628852104636737
1_109659077	1	109659077	-0.4528349472074
1_109659871	1	109659871	-0.402171832092603
1_109661201	1	109661201	-0.73608688201983
1_109661219	1	109661219	-0.77124208983825
1_109661254	1	109661254	-0.5196749654789
1_109713453	1	109713453	-0.52238612851177
1_109713505	1	109713505	-0.558365425617337
1_109715019	1	109715019	-0.409883487918323
1_109715209	1	109715209	-0.49739740832591
1_109715213	1	109715213	-0.442993602874796
1_109715214	1	109715214	-0.406773414962043
1_109715232	1	109715232	-0.430818888928694
1_109715325	1	109715325	-0.528928974378542
1_109715363	1	109715363	-0.630691690529451
1_109717418	1	109717418	-0.981716985042966
1_109737079	1	109737079	-0.106216659743006
1_109750789	1	109750789	-0.272280028009796
1_109753150	1	109753150	-0.214469550395029
1_109757162	1	109757162	-0.905336816931997
1_109757819	1	109757819	-0.303962609378268
1_109758632	1	109758632	-0.757834702673664
1_109759770	1	109759770	-0.553155090058431
1_109759828	1	109759828	-0.763394228015565
1_109759883	1	109759883	-0.564322880913736
1_109923497	1	109923497	-0.319210383077205
1_109924087	1	109924087	-0.0229396477694789
1_110043821	1	110043821	-0.538327672380791
1_110044320	1	110044320	-0.561205377402298
1_110112950	1	110112950	-0.323783112867029
1_110195638	1	110195638	-0.626056521752266
1_110195674	1	110195674	-0.706671638003623
1_110197545	1	110197545	-0.32899140386979
1_110212037	1	110212037	-0.379405164995951
1_110223029	1	110223029	-0.468387432443491
1_110223818	1	110223818	-0.492746638071896
1_110223832	1	110223832	-0.542017431529853
1_110341295	1	110341295	-0.542552258242517
1_110341446	1	110341446	-0.358050124940565
1_110407637	1	110407637	-0.705678730159278
1_110407655	1	110407655	-0.645711207754391
1_110451244	1	110451244	-0.591965635982865
1_110456232	1	110456232	-0.208743615810472
1_110518047	1	110518047	-0.913218023401368
1_110518440	1	110518440	-0.678072413684351
1_110602039	1	110602039	-0.393210964520982
1_110602079	1	110602079	-0.106802050313379
1_110603640	1	110603640	-0.554447337744069
1_110604165	1	110604165	-0.447149771631785
1_110673184	1	110673184	-0.409285727379053
1_110948228	1	110948228	-0.9008977517655
1_110951572	1	110951572	-0.69082560206492
1_111197234	1	111197234	-0.379405164995951
1_111197746	1	111197746	-0.630691690529451
1_111200414	1	111200414	-0.212295179160693
1_111235703	1	111235703	-0.306536553042094
1_111235708	1	111235708	-0.277675917857992
1_111238882	1	111238882	-0.375733167668026
1_111241359	1	111241359	-0.5954715794844
1_111241375	1	111241375	-0.8158616479097
1_111312237	1	111312237	-0.611391134570515
1_111312267	1	111312267	-0.387983802857432
1_111312303	1	111312303	-0.548381337044715
1_111312316	1	111312316	-0.463559903978819
1_111314586	1	111314586	-0.0968179617407566
1_111315822	1	111315822	-0.908480923184564
1_111319154	1	111319154	-0.734247882356048
1_111319219	1	111319219	-0.430427861675754
1_111319352	1	111319352	-0.776752610870584
1_111319359	1	111319359	-0.651785722164076
1_111319452	1	111319452	-0.438923938565749
1_111320330	1	111320330	-0.389302278735637
1_111320350	1	111320350	-0.683223879331581
1_111320452	1	111320452	-1.00370855734928
1_111324762	1	111324762	-0.676682594822234
1_111324782	1	111324782	-0.740674151515481
1_111348548	1	111348548	-0.589161187187049
1_111414475	1	111414475	-0.689393646571788
1_111414623	1	111414623	-0.494981642455204
1_111414689	1	111414689	-0.696280032157028
1_111414693	1	111414693	-0.72881399630542
1_111414903	1	111414903	-0.82752456543528
1_111414907	1	111414907	-0.759782974463186
1_111414925	1	111414925	-0.744146343422286
1_111414932	1	111414932	-0.69396058625407
1_111415066	1	111415066	-0.779335771884586
1_111415071	1	111415071	-0.763394228015565
1_111456697	1	111456697	-0.413451756958606
1_111476845	1	111476845	-0.538327672380791
1_111477698	1	111477698	-0.488955058909522
1_111500156	1	111500156	-0.464954486050572
1_111503010	1	111503010	-0.409285727379053
1_111503087	1	111503087	-0.427158296444319
1_111503090	1	111503090	-0.429393300827628
1_111619674	1	111619674	-0.480146601292262
1_111619788	1	111619788	-0.222103716810027
1_111704565	1	111704565	-0.386324578935742
1_111727448	1	111727448	-0.336283896436146
1_111755960	1	111755960	-0.0968179617407566
1_111756175	1	111756175	-0.445512966190905
1_111756207	1	111756207	-0.471213476522255
1_111766331	1	111766331	-0.555152295022151
1_111766348	1	111766348	-0.706810699649198
1_111766350	1	111766350	-0.652176749417015
1_111766501	1	111766501	-0.4107885348492
1_111766562	1	111766562	-0.484633992284576
1_111766709	1	111766709	-0.488771847906559
1_111962393	1	111962393	-0.85515720669953
1_111982100	1	111982100	-0.559161175797957
1_111990903	1	111990903	0.403255641393887
1_111991027	1	111991027	-0.248821055185807
1_111996439	1	111996439	-0.11316595582824
1_112449001	1	112449001	-0.186893306042605
1_112449076	1	112449076	-0.33128321537778
