	Chromosome	Position	63RT3_CM-_vs_63RT3_PBMC.tumour
6_31498226	6	31498226	0.197666821393288
6_31505784	6	31505784	0.160629442068758
6_31507051	6	31507051	0.128848319322502
6_31507279	6	31507279	0.211294168937029
6_31509891	6	31509891	0.116725285371115
6_31529144	6	31529144	-0.35041148786287
6_31529148	6	31529148	-0.321885789681581
6_31531137	6	31531137	0.351332459724487
6_31535442	6	31535442	0.200688019048521
6_31538868	6	31538868	0.203698163960644
6_31538871	6	31538871	0.318868662718016
6_31542110	6	31542110	0.184602653016491
6_31574531	6	31574531	0.376057915655441
6_31575828	6	31575828	0.0487365619978604
6_31581079	6	31581079	0.226082503557374
6_31581580	6	31581580	0.22243472654223
6_31587666	6	31587666	0.136774127925876
6_31589604	6	31589604	0.730945166825512
6_31590014	6	31590014	0.0570111173348579
6_31615718	6	31615718	0.0394047374765552
6_31624452	6	31624452	0.59068844443052
6_31625488	6	31625488	0.231895055791296
6_31626851	6	31626851	0.216821120078703
6_31630712	6	31630712	-0.00673622742528042
6_31631262	6	31631262	0.498293172733607
6_31631484	6	31631484	0.111073617594525
6_31632527	6	31632527	0.109425764713043
6_31632552	6	31632552	0.0704316330971797
6_31632893	6	31632893	0.142944132881547
6_31633567	6	31633567	0.479544298418918
6_31635631	6	31635631	0.16558886613752
6_31635721	6	31635721	-0.0616719029101656
6_31636297	6	31636297	0.214821542432354
6_31636736	6	31636736	0.205783485992066
6_31637065	6	31637065	0.189372705820687
6_31637501	6	31637501	-0.0162800000961512
6_31639200	6	31639200	0.475688111583438
6_31642305	6	31642305	0.563471644377297
6_31642380	6	31642380	0.617919428399673
6_31656594	6	31656594	0.0987206775286034
6_31657764	6	31657764	0.178956089875349
6_31659127	6	31659127	0.276882510564606
6_31659564	6	31659564	0.295991333512311
6_31659672	6	31659672	0.42406858771188
6_31659901	6	31659901	0.336165188531929
6_31662395	6	31662395	0.54088225269463
6_31662633	6	31662633	0.33924839152498
6_31664144	6	31664144	0.451860739733204
6_31664311	6	31664311	0.156588276846894
6_31664357	6	31664357	0.145393690778401
6_31665450	6	31665450	-0.0335914314460488
6_31672238	6	31672238	-0.118602191292837
6_31689636	6	31689636	0.527070036842796
6_31710076	6	31710076	0.0704316330971797
6_31710407	6	31710407	0.296707488920856
6_31712608	6	31712608	0.38358951835681
6_31712751	6	31712751	0.399380155662314
6_31712755	6	31712755	0.363213382325025
6_31719166	6	31719166	0.348284753642519
6_31723889	6	31723889	0.125926745688883
6_31724715	6	31724715	0.616713665654276
6_31728943	6	31728943	0.455095483332505
6_31740551	6	31740551	0.279884998726129
6_31742911	6	31742911	0.0704316330971797
6_31758201	6	31758201	0.292824054433628
6_31763142	6	31763142	0.232399112760573
6_31764066	6	31764066	0.0394047374765552
6_31766568	6	31766568	0.0845068183089023
6_31773102	6	31773102	0.256298178408513
6_31776105	6	31776105	0.175784633243408
6_31776614	6	31776614	-0.0670718906527554
6_31780056	6	31780056	0.37443781998728
6_31781043	6	31781043	0.238554391905507
6_31782362	6	31782362	0.359938250292165
6_31785646	6	31785646	0.55258332823456
6_31793006	6	31793006	0.0704316330971797
6_31810300	6	31810300	0.210156396763793
6_31810495	6	31810495	0.176365077846245
6_31810767	6	31810767	0.180309250869553
6_31811054	6	31811054	0.595522677840937
6_31837433	6	31837433	0.382815955313671
6_31861317	6	31861317	0.330298759852291
6_31861413	6	31861413	0.655394133818336
6_31861413.1	6	31861413	0.655394133818336
6_31870917	6	31870917	0.274445525118773
6_31870936	6	31870936	0.138335697598983
6_31871554	6	31871554	-0.0277487608417238
6_31874754	6	31874754	0.201676166375432
6_31878964	6	31878964	0.566857459216678
6_31883395	6	31883395	0.221549365949307
6_31883457	6	31883457	0.0106222378618759
6_31883457.1	6	31883457	0.0106222378618759
6_31883845	6	31883845	-0.120390709238398
6_31888435	6	31888435	0.207935156847115
6_31888493	6	31888493	0.276882510564606
6_31889575	6	31889575	0.263076711039576
6_31892543	6	31892543	0.238376270411251
6_31896761	6	31896761	0.232703061996057
6_31896770	6	31896770	0.151050093305464
6_31900037	6	31900037	0.243268229959395
6_31900271	6	31900271	0.189076129595799
6_31900630	6	31900630	-0.112432424052631
6_31936027	6	31936027	0.00331743723864268
6_31936027.1	6	31936027	0.00331743723864268
6_31943489	6	31943489	-0.00208086668718833
6_31945253	6	31945253	0.493643063821724
6_31946403	6	31946403	0.639452589949314
6_31946529	6	31946529	0.344606596536174
6_31948042	6	31948042	0.283160957082908
6_31948930	6	31948930	0.0592910754919791
6_31950303	6	31950303	0.0845068183089023
6_31951241	6	31951241	0.831820701202603
6_31951241.1	6	31951241	0.831820701202603
6_31951565	6	31951565	0.513214122858928
6_31959303	6	31959303	0.553640635017603
6_31960461	6	31960461	0.278027052505547
6_31961960	6	31961960	0.207935156847115
6_31962547	6	31962547	0.0121329925325126
6_31962574	6	31962574	-0.0700495904526507
6_31967790	6	31967790	0.408847850773111
6_31968349	6	31968349	-0.127507744514729
6_31968775	6	31968775	-0.0437393868221316
6_31968902	6	31968902	0.0120149468718576
6_31968942	6	31968942	0.09552261406001
6_31969289	6	31969289	0.380116132229795
6_31969985	6	31969985	0.0704316330971797
6_31970343	6	31970343	-0.0378212575548438
6_31970959	6	31970959	0.0324637828981592
6_31972046	6	31972046	0.0568851012592317
6_31972121	6	31972121	0.310482720930134
6_31980700	6	31980700	-0.0498626006205321
6_32046198	6	32046198	-0.128114046284901
6_32048559	6	32048559	0.350539552289915
6_32049366	6	32049366	-0.0417361071099864
6_32049415	6	32049415	0.0596248781405967
6_32049539	6	32049539	0.151895733726076
6_32050269	6	32050269	0.406613711664784
6_32052713	6	32052713	0.357713585177651
6_32052745	6	32052745	0.235490879367676
6_32053578	6	32053578	0.212450637969607
6_32056775	6	32056775	0.308450722469177
6_32056863	6	32056863	0.343996706423143
6_32058081	6	32058081	0.0904693863337247
6_32058172	6	32058172	0.175273998954678
6_32058203	6	32058203	0.216148463694798
6_32061403	6	32061403	0.152373246633356
6_32061472	6	32061472	0.201961255802482
6_32061476	6	32061476	0.238885247322824
6_32062274	6	32062274	-0.0115099804389966
6_32064912	6	32064912	0.263076711039576
6_32064979	6	32064979	0.0704316330971797
6_32067692	6	32067692	0.243268229959395
6_32068901	6	32068901	0.336711698434628
6_32068978	6	32068978	0.358008223193765
6_32069592	6	32069592	0.0704316330971797
6_32079289	6	32079289	0.0498703106148632
6_32081646	6	32081646	-0.01322629594973
6_32081652	6	32081652	0.178956089875349
6_32082118	6	32082118	0.0918052838897467
6_32084667	6	32084667	0.0704316330971797
6_32087709	6	32087709	0.2554635269297
6_32088803	6	32088803	-0.156339228749843
6_32096119	6	32096119	0.192915639622175
6_32096384	6	32096384	0.0273629112052936
6_32096944	6	32096944	0.0892906603484954
6_32126145	6	32126145	0.499682991595724
6_32127688	6	32127688	0.236441584536109
6_32129291	6	32129291	0.330494472399683
6_32153634	6	32153634	0.137545828955717
6_32154695	6	32154695	0.587222631176757
6_32166618	6	32166618	0.379759691204908
6_32166733	6	32166733	0.0841065699942563
6_32170024	6	32170024	0.116235322710304
6_32170030	6	32170030	0.116235322710304
6_32179701	6	32179701	0.126465668011507
6_32179914	6	32179914	0.450136059263743
6_32180089	6	32180089	0.395158361337215
6_32183681	6	32183681	0.566665215224004
6_32183887	6	32183887	0.475688111583438
6_32183957	6	32183957	0.147599493619639
6_32191414	6	32191414	0.167293172349769
6_32192154	6	32192154	0.146782519227294
6_32192179	6	32192179	0.167107652508853
6_32195764	6	32195764	0.240356634539492
6_32195814	6	32195814	0.270369203605932
6_32199054	6	32199054	-0.0537477781235504
6_32201155	6	32201155	0.200828270352855
6_32202156	6	32202156	-0.00420716779557622
6_32202537	6	32202537	0.142944132881547
6_32212846	6	32212846	0.240356634539492
6_32213173	6	32213173	0.163541037488661
6_32218041	6	32218041	-0.0450455843227562
6_32220606	6	32220606	0.511941343737215
6_32220826	6	32220826	0.213389586939223
6_32221038	6	32221038	0.154495897885654
6_32221046	6	32221046	0.097148971472959
6_32221076	6	32221076	0.177346837013691
6_32221255	6	32221255	-0.0162800000961512
6_32222613	6	32222613	0.027996366776783
6_32293381	6	32293381	0.282976268477281
6_32293514	6	32293514	0.107425840579381
6_32293730	6	32293730	0.184088414892747
6_32293876	6	32293876	0.229421156858337
6_32293994	6	32293994	0.163541037488661
6_32294013	6	32294013	0.0885789798074391
6_32330595	6	32330595	-0.0139605541931927
6_32339605	6	32339605	-0.00356894834659728
6_32349791	6	32349791	0.458092693444718
6_32366178	6	32366178	0.575223785134352
6_32368809	6	32368809	-0.239908487514971
6_32393972	6	32393972	0.310258647769648
6_32393975	6	32393975	0.333466038930973
6_32393985	6	32393985	0.238829164792898
6_32394022	6	32394022	0.203325903594525
6_32394850	6	32394850	0.211294168937029
6_32396039	6	32396039	0.404169030274175
6_32396116	6	32396116	0.421904003598558
6_32396178	6	32396178	0.277756606344686
6_32396267	6	32396267	0.321970400093144
6_32396280	6	32396280	0.351613385641233
6_32396371	6	32396371	-0.0157250106525349
6_32403014	6	32403014	0.589304943360563
6_32403038	6	32403038	0.430833875799178
6_32403058	6	32403058	0.249981053427892
6_32403083	6	32403083	0.263076711039576
6_32403131	6	32403131	0.156846384914653
6_32403209	6	32403209	-0.434040949763609
6_32403216	6	32403216	-0.310658534258327
6_32405186	6	32405186	0.0861989489554961
6_32443258	6	32443258	0.47152994141815
6_32637511	6	32637511	0.523797251035123
6_32637518	6	32637518	0.468191140944188
6_32637528	6	32637528	0.467321785665764
6_32642659	6	32642659	0.281935738290892
6_32661360	6	32661360	0.44894325635091
6_32661364	6	32661364	0.44894325635091
6_32661369	6	32661369	0.44894325635091
6_32661978	6	32661978	0.561417985609322
6_32662032	6	32662032	1.07043163309718
6_32664869	6	32664869	0.446994984561388
6_32664883	6	32664883	0.568885140563661
6_32664914	6	32664914	0.662553925391202
6_32664923	6	32664923	0.70627530282052
6_32664934	6	32664934	0.609590444205211
6_32664944	6	32664944	0.513375128945908
6_32664967	6	32664967	0.608088419039979
6_32664968	6	32664968	0.559178818559033
6_32664992	6	32664992	0.532011718313054
6_32664993	6	32664993	0.514733726881218
6_32665024	6	32665024	0.587830850005701
6_32665041	6	32665041	0.687102993545674
6_32665043	6	32665043	0.698462855710222
6_32665055	6	32665055	0.255987286253256
6_32666505	6	32666505	0.234818450998062
6_32666527	6	32666527	0.27206549426683
6_32666573	6	32666573	0.141984894122214
6_32745253	6	32745253	0.124879417119556
6_32745267	6	32745267	0.0138481047308121
6_32746357	6	32746357	0.193946169582534
6_32746366	6	32746366	0.204732724808771
6_32757285	6	32757285	0.36416283615389
6_32757848	6	32757848	0.282350723204119
6_32758916	6	32758916	0.311439732600975
6_32758976	6	32758976	0.385067235418186
6_32814335	6	32814335	0.0236374216182387
6_32815097	6	32815097	-0.114783239369728
6_32815309	6	32815309	0.388171931021109
6_32816899	6	32816899	0.412823830544258
6_32828908	6	32828908	0.516496027996648
6_32829016	6	32829016	0.263076711039576
6_32829016.1	6	32829016	0.263076711039576
6_32829454	6	32829454	-0.122213444845216
6_32829520	6	32829520	-0.209676286095556
6_32829532	6	32829532	-0.248250802286529
6_32832447	6	32832447	0.560236900777996
6_32832650	6	32832650	0.372087332958281
6_32832787	6	32832787	0.169967306648094
6_32835161	6	32835161	0.0704316330971797
6_32835724	6	32835724	0.00252756859537589
6_32838072	6	32838072	0.46274905587594
6_32838095	6	32838095	0.37997600352871
6_32842170	6	32842170	0.155823124327824
6_32847198	6	32847198	0.33753570324002
6_32848995	6	32848995	0.0236374216182387
6_32848995.1	6	32848995	0.0236374216182387
6_32849112	6	32849112	0.192915639622175
6_32850520	6	32850520	0.323197703477146
6_32850520.1	6	32850520	0.323197703477146
6_32853172	6	32853172	-0.0214908563438597
6_32853214	6	32853214	-0.0238957494509736
6_32853805	6	32853805	-0.40873620360138
6_32857313	6	32857313	0.279884998726129
6_32858459	6	32858459	0.286565063961945
6_32938809	6	32938809	-0.298212960697213
6_32938875	6	32938875	-0.112432424052631
6_32949635	6	32949635	0.403006972184051
6_32949721	6	32949721	0.227400979435579
6_32969254	6	32969254	0.446580118982428
6_32971749	6	32971749	0.46274905587594
6_32974500	6	32974500	0.0704316330971797
6_32974525	6	32974525	0.170958509051144
6_32976317	6	32976317	0.363478607997413
6_32976969	6	32976969	0.0586544653208259
6_32978179	6	32978179	-0.248097885328318
6_32978257	6	32978257	0.0990007852939506
6_32978356	6	32978356	0.0343623783896579
6_33007120	6	33007120	0.637472225821073
6_33007564	6	33007564	0.313702784109543
6_33069128	6	33069128	0.452302268440824
6_33069174	6	33069174	0.18724529807993
6_33069194	6	33069194	0.188613059445494
6_33069268	6	33069268	0.0979123695192867
6_33069284	6	33069284	0.0704316330971797
6_33069642	6	33069642	0.11575562360667
6_33069697	6	33069697	0.309619296976606
6_33069720	6	33069720	0.297609116999004
6_33069745	6	33069745	0.372087332958281
6_33069780	6	33069780	0.348533487019915
6_33069783	6	33069783	0.321970400093144
6_33069802	6	33069802	0.377092971331232
6_33069803	6	33069803	0.325004460182777
6_33069834	6	33069834	0.174454697640408
6_33069849	6	33069849	0.269211497211677
6_33069852	6	33069852	0.22243472654223
6_33069862	6	33069862	0.282735236810044
6_33069863	6	33069863	0.366563727107205
6_33073569	6	33073569	0.250137655332077
6_33076065	6	33076065	0.017964213203044
6_33076088	6	33076088	0.0704316330971797
6_33076122	6	33076122	0.0527296313637207
6_33080684	6	33080684	0.0480638200687251
6_33080689	6	33080689	0.00630129567746392
6_33080762	6	33080762	0.209982985495973
6_33080822	6	33080822	0.307037913653328
6_33080825	6	33080825	0.347965608626089
6_33080851	6	33080851	0.336506493251024
6_33080884	6	33080884	0.111073617594525
6_33080917	6	33080917	0.313702784109543
6_33080930	6	33080930	0.0704316330971797
6_33084991	6	33084991	-0.480583535700639
6_33085026	6	33085026	-0.127014431109037
6_33085173	6	33085173	-0.280475528761949
6_33085181	6	33085181	-0.378553198105002
6_33085204	6	33085204	-0.246425472242761
6_33085209	6	33085209	-0.246425472242761
6_33085800	6	33085800	0.190725866814891
6_33085832	6	33085832	0.305648094791211
6_33085905	6	33085905	0.56424624576014
6_33116894	6	33116894	0.16558886613752
6_33163729	6	33163729	0.263076711039576
6_33164453	6	33164453	-0.317638818581395
6_33165955	6	33165955	0.0329569276785169
6_33167508	6	33167508	0.474153819148189
6_33167839	6	33167839	0.405615824686809
6_33168533	6	33168533	0.325245532126005
6_33168533.1	6	33168533	0.325245532126005
6_33171152	6	33171152	0.0704316330971797
6_33171152.1	6	33171152	0.0704316330971797
6_33171752	6	33171752	0.192915639622175
6_33171752.1	6	33171752	0.192915639622175
6_33173384	6	33173384	0.00252756859537589
6_33176466	6	33176466	0.0429508966750726
6_33176466.1	6	33176466	0.0429508966750726
6_33184166	6	33184166	0.11528586888144
6_33185345	6	33185345	0.0570111173348579
6_33185414	6	33185414	0.272739808390295
6_33199368	6	33199368	-0.559618757152514
6_33200890	6	33200890	0.588038866016571
6_33201416	6	33201416	0.121656956452353
6_33201504	6	33201504	0.194167001519425
6_33201615	6	33201615	0.163541037488661
6_33202118	6	33202118	0.225154227895822
6_33204702	6	33204702	0.33737049338689
6_33204960	6	33204960	0.0451205445679922
6_33211285	6	33211285	0.185908850517115
6_33251558	6	33251558	0.158658816108915
6_33267978	6	33267978	0.0273629112052936
6_33269508	6	33269508	0.233489915051225
6_33277578	6	33277578	-0.0405996792915642
6_33278091	6	33278091	-0.0628348977662846
6_33288656	6	33288656	0.452302268440824
6_33288694	6	33288694	0.566665215224004
6_33293654	6	33293654	0.240356634539492
6_33293872	6	33293872	0.139378986814671
6_33304194	6	33304194	0.235490879367676
6_33305078	6	33305078	0.319791102033897
6_33313799	6	33313799	0.378553928459512
6_33315145	6	33315145	0.0903311905348846
6_33315817	6	33315817	0.371091111230891
6_33315989	6	33315989	0.27206549426683
6_33316854	6	33316854	0.109425764713043
6_33319048	6	33319048	0.227157136784633
6_33319406	6	33319406	0.430833875799178
6_33319574	6	33319574	0.153687136746532
6_33320019	6	33320019	0.29925032359306
6_33405061	6	33405061	0.00630129567746392
6_33412705	6	33412705	0.182076988926089
6_33416953	6	33416953	0.203698163960644
6_33416957	6	33416957	0.176226297119776
6_33418176	6	33418176	-0.0450455843227562
6_33423493	6	33423493	-0.0853630395102447
6_33438478	6	33438478	0.477607014603053
6_33443825	6	33443825	0.0554812916312082
6_33443896	6	33443896	0.485469132376023
6_33455199	6	33455199	0.054129820768079
6_33455495	6	33455495	0.249755332541741
6_33575339	6	33575339	-0.0815714603478703
6_33577563	6	33577563	0.266828845900683
6_33658828	6	33658828	0.525626258848006
6_33663853	6	33663853	0.312404423403144
6_33665145	6	33665145	0.24261260847986
6_33670403	6	33670403	0.320409886105527
6_33672044	6	33672044	-0.0725263207448633
6_33673602	6	33673602	0.322818794731465
6_33675781	6	33675781	0.396659865418168
6_33679896	6	33679896	0.240356634539492
6_33679923	6	33679923	0.046584891142812
6_33680094	6	33680094	-0.0634241136376109
6_33684849	6	33684849	0.326086508565376
6_33685472	6	33685472	-0.214970585765069
6_33685716	6	33685716	0.125573187289641
6_33686193	6	33686193	0.320754987181419
6_33686414	6	33686414	0.27206549426683
6_33688771	6	33688771	0.204732724808771
6_33690049	6	33690049	0.341285543390273
6_33691076	6	33691076	-0.0331909979769777
6_33693672	6	33693672	0.22797291008366
6_33722972	6	33722972	0.162690140949168
6_33723019	6	33723019	0.00331743723864268
6_33723020	6	33723020	0.016492825986376
6_33723124	6	33723124	0.111458901357234
6_33726806	6	33726806	0.494571339483276
6_33726882	6	33726882	0.216652373948223
6_33728198	6	33728198	-0.144581257873671
6_33735299	6	33735299	0.503391040373286
6_33735312	6	33735312	0.52790439869642
6_33735396	6	33735396	0.12387089205864
6_33784515	6	33784515	0.617919428399673
6_33789227	6	33789227	-0.0251460268850515
6_33789237	6	33789237	-0.0319300845324983
6_33801090	6	33801090	0.0704316330971797
6_34035806	6	34035806	0.104783137887957
6_34036151	6	34036151	0.185908850517115
6_34040229	6	34040229	-0.226954277527391
6_34102199	6	34102199	0.357713585177651
6_34240837	6	34240837	0.159089252917576
6_34240891	6	34240891	-0.0401267420505188
6_34392285	6	34392285	0.220848475650278
6_34417858	6	34417858	0.64593380456927
6_34418417	6	34418417	-0.139491436277052
6_34418417.1	6	34418417	-0.139491436277052
6_34530551	6	34530551	0.461221586129346
6_34530582	6	34530582	0.197543551000519
6_34531610	6	34531610	0.437213963768802
6_34541044	6	34541044	0.204732724808771
6_34541066	6	34541066	0.0543119677339028
6_34541150	6	34541150	0.0303541937218445
6_34544459	6	34544459	0.140140604908584
6_34552381	6	34552381	0.237888378948742
6_34654644	6	34654644	-0.0593362418731501
6_34757881	6	34757881	0.17136054194796
6_34767972	6	34767972	0.289998010354864
6_34836170	6	34836170	0.168278956495324
6_34856859	6	34856859	0.0505320756594748
6_34858916	6	34858916	0.27206549426683
6_34859144	6	34859144	-0.0670718906527554
6_34859308	6	34859308	0.451860739733204
6_34871064	6	34871064	0.351451784404336
6_34883049	6	34883049	0.337911943962166
6_34887814	6	34887814	0.0238890471601493
6_34981830	6	34981830	0.174054264171337
6_34985096	6	34985096	0.430607197341505
6_35017697	6	35017697	0.474328574770823
6_35017786	6	35017786	0.301044561238596
6_35017939	6	35017939	-0.0721727623456208
6_35018023	6	35018023	0.0888101624120342
6_35079536	6	35079536	0.0539435103086108
6_35085918	6	35085918	0.046584891142812
6_35097924	6	35097924	-0.561836582402333
6_35118296	6	35118296	-0.761445608094493
6_35121003	6	35121003	-0.785178457567645
6_35122263	6	35122263	-0.265171398687259
6_35122313	6	35122313	-0.323847306014867
6_35140575	6	35140575	-0.688560267399025
6_35141435	6	35141435	-0.514530867623977
6_35237954	6	35237954	-1.00281734893346
6_35243221	6	35243221	-0.92956836690282
6_35244801	6	35244801	-0.859179039011422
6_35281163	6	35281163	-0.595149327832261
6_35286197	6	35286197	-0.719148587232448
6_35287769	6	35287769	-0.552201285590031
6_35290262	6	35290262	-0.826998633262273
6_35292726	6	35292726	-0.503303612200722
6_35292753	6	35292753	-0.503303612200722
6_35294604	6	35294604	-0.78897003673002
6_35295207	6	35295207	-0.691408629708056
6_35297934	6	35297934	-0.72793450573317
6_35318247	6	35318247	-1.32188578968158
6_35321247	6	35321247	-0.92956836690282
6_35321376	6	35321376	-0.872984838536453
6_35385746	6	35385746	-0.586680653379812
6_35394748	6	35394748	-0.891094219088185
6_35402029	6	35402029	-1.20786952938992
6_35424127	6	35424127	-0.514530867623977
6_35452851	6	35452851	-0.586680653379812
6_35456411	6	35456411	-0.989439822880219
6_35460541	6	35460541	0.0424172569275829
6_35460541.1	6	35460541	0.0424172569275829
6_35462909	6	35462909	-0.666533961069027
6_35462909.1	6	35462909	-0.666533961069027
6_35478448	6	35478448	-0.541752336359001
6_35484569	6	35484569	-0.441774525188662
6_35486504	6	35486504	-1.54847819954731
6_35498022	6	35498022	-1.29213844628753
6_35498022.1	6	35498022	-1.29213844628753
6_35498022.2	6	35498022	-1.29213844628753
6_35500135	6	35500135	-0.645775400902229
6_35510979	6	35510979	-0.891094219088185
6_35511797	6	35511797	-1.30153714428978
6_35574699	6	35574699	-1.01048836228639
6_35619143	6	35619143	-0.771306282986088
6_35639794	6	35639794	-0.351801367585868
6_35642813	6	35642813	-0.804037484818961
6_35738115	6	35738115	-0.753996802319366
6_35747299	6	35747299	-0.684455869066289
6_35747308	6	35747308	-0.736923288960424
6_35747387	6	35747387	-0.74670430975301
6_35748836	6	35748836	-1.02071625496102
6_35748864	6	35748864	-1.19635490759772
6_35777878	6	35777878	-0.296777341091049
6_35786937	6	35786937	-0.192602772736614
6_35805334	6	35805334	-0.885846989473503
6_35805334.1	6	35805334	-0.885846989473503
6_35805334.2	6	35805334	-0.885846989473503
6_35823134	6	35823134	-0.676802296522854
6_35823134.1	6	35823134	-0.676802296522854
6_35823206	6	35823206	-0.63738761540951
6_35823206.1	6	35823206	-0.63738761540951
6_35823206.2	6	35823206	-0.63738761540951
6_35823743	6	35823743	-1.07541923336628
6_35823768	6	35823768	-0.915893430005744
6_35823743.1	6	35823743	-1.07541923336628
6_35823768.1	6	35823768	-0.915893430005744
6_35823743.2	6	35823743	-1.07541923336628
6_35823768.2	6	35823768	-0.915893430005744
6_35823743.3	6	35823743	-1.07541923336628
6_35823768.3	6	35823768	-0.915893430005744
6_35835326	6	35835326	-1.4600830836016
6_35835415	6	35835415	-0.858485268841338
6_35869699	6	35869699	-0.92956836690282
6_35869770	6	35869770	-0.560334557237101
6_35920290	6	35920290	-1.0930670991857
6_35951188	6	35951188	-0.0345379265043629
6_35955482	6	35955482	0.224236969176215
6_35959497	6	35959497	0.44168744034811
6_35992613	6	35992613	0.748503538209817
6_36012344	6	36012344	0.135137322484995
6_36024837	6	36024837	0.178956089875349
6_36028483	6	36028483	-0.0533037353250652
6_36107549	6	36107549	0.474328574770823
6_36138934	6	36138934	0.0376416979795101
6_36200520	6	36200520	0.190013248849852
6_36200851	6	36200851	0.111851560477161
6_36201177	6	36201177	-0.170576466406615
6_36209820	6	36209820	0.0853819745631513
6_36230438	6	36230438	-0.330930929284588
6_36294312	6	36294312	0.40746662037475
6_36302353	6	36302353	0.0409878552046977
6_36307681	6	36307681	0.616713665654276
6_36319535	6	36319535	0.443475043711396
6_36327087	6	36327087	0.176365077846245
6_36330282	6	36330282	-0.0376281127602732
6_36330583	6	36330583	0.377860158289427
6_36371399	6	36371399	0.168835337158174
6_36373474	6	36373474	0.557981632160391
6_36376025	6	36376025	0.636778455650989
6_36474882	6	36474882	-0.127168326787981
6_36479198	6	36479198	-0.220469566169558
6_36487049	6	36487049	0.313702784109543
6_36495850	6	36495850	-0.070924216148362
6_36677919	6	36677919	0.544362821429592
6_36684352	6	36684352	0.0543119677339028
6_36684562	6	36684562	0.254856204234607
6_36704288	6	36704288	0.198187180295552
6_36704326	6	36704326	0.464095481583456
6_36720509	6	36720509	0.359938250292165
6_36722162	6	36722162	0.206493182673208
6_36722238	6	36722238	-0.0342657455695136
6_36722257	6	36722257	0.0286114574025525
6_36742292	6	36742292	0.519416464299361
6_36742305	6	36742305	0.485469132376023
6_36792051	6	36792051	0.101795804006515
6_36797655	6	36797655	0.0294043648371249
6_36856623	6	36856623	0.561679698996142
6_36871822	6	36871822	0.322618656693981
6_36899596	6	36899596	0.383021863405206
6_36899600	6	36899600	0.33147748583752
6_36919700	6	36919700	0.271344327023176
6_36959176	6	36959176	0.157894474347519
6_36959337	6	36959337	0.197810939573407
6_36963205	6	36963205	-0.163240713105271
6_36963386	6	36963386	0.281328415595798
6_36963588	6	36963588	0.294863199707226
6_36969906	6	36969906	0.218954157807268
6_36970021	6	36970021	0.242043011167379
6_36986004	6	36986004	0.333466038930973
6_36986127	6	36986127	0.38791382295335
6_36986162	6	36986162	0.605468908486653
6_37008861	6	37008861	0.374585026256566
6_37008873	6	37008873	0.36641646073226
6_37008878	6	37008878	0.283160957082908
6_37009062	6	37009062	0.0490579823046128
6_37013723	6	37013723	-0.0994933683451328
6_37013976	6	37013976	0.743930808419993
6_37020588	6	37020588	0.363628009441226
6_37022253	6	37022253	0.200828270352855
6_37027974	6	37027974	-0.0170312081531597
6_37170529	6	37170529	0.178346972264067
6_37171310	6	37171310	0.174768292911915
6_37174073	6	37174073	0.0704316330971797
6_37212461	6	37212461	0.368112181737865
6_37212579	6	37212579	0.282735236810044
6_37212620	6	37212620	0.146782519227294
6_37212747	6	37212747	0.124879417119556
6_37215954	6	37215954	0.540751567877213
6_37218618	6	37218618	-0.0378212575548438
6_37218704	6	37218704	0.321239736597714
6_37218737	6	37218737	0.22570985857509
6_37218749	6	37218749	0.0246279434840548
6_37284434	6	37284434	-0.0930670991856997
6_37312968	6	37312968	0.22693611877717
6_37369171	6	37369171	0.480075873605805
6_37381257	6	37381257	0.502147873522654
6_37432787	6	37432787	-0.00863993789401914
6_37433131	6	37433131	0.0704316330971797
6_37433227	6	37433227	0.0167936694951065
6_37461629	6	37461629	0.036879073386153
6_37478409	6	37478409	0.229909847104376
6_37632344	6	37632344	-0.217144956999406
6_37638156	6	37638156	0.0704316330971797
6_37638260	6	37638260	-0.0304972757536011
6_37638287	6	37638287	-0.136019244370247
6_37649259	6	37649259	0.276882510564606
6_37650116	6	37650116	-0.11177169812357
6_37652187	6	37652187	0.013098458031228
6_37655850	6	37655850	0.505933234935739
6_38017249	6	38017249	0.365438428669253
6_38682852	6	38682852	0.579445280585037
6_38775909	6	38775909	0.30538751589754
6_38779994	6	38779994	-0.253919124057038
6_38783112	6	38783112	0.255987286253256
6_38790333	6	38790333	0.0704316330971797
6_38803192	6	38803192	-0.0188357049999078
6_38815493	6	38815493	0.0123286785336115
6_38832388	6	38832388	0.520824408823986
6_38832433	6	38832433	0.443090530105472
6_38837950	6	38837950	0.204732724808771
6_38848798	6	38848798	0.00252756859537589
6_38850260	6	38850260	-0.0754192333662751
6_38852768	6	38852768	0.197666821393288
6_38853315	6	38853315	0.275900751397159
6_38857553	6	38857553	0.202881929120829
6_38870538	6	38870538	0.192915639622175
6_38872716	6	38872716	-0.192602772736614
6_38873325	6	38873325	-0.00757087890409352
6_38875650	6	38875650	0.314668443476847
6_38890702	6	38890702	0.224759779488473
6_38917271	6	38917271	-0.00879505805339534
6_38917277	6	38917277	0.0704316330971797
6_38938978	6	38938978	0.288855152230682
6_38949455	6	38949455	0.34958570429425
6_38949459	6	38949459	0.361332832363917
6_38973702	6	38973702	0.0451205445679922
6_38990077	6	38990077	0.0490579823046128
6_38990172	6	38990172	0.260762845201329
6_39012224	6	39012224	0.661176486412342
6_39012311	6	39012311	0.41909611045667
6_39012337	6	39012337	0.298963191531034
6_39030343	6	39030343	0.136019974724756
6_39030368	6	39030368	0.0957427216263672
