	Chromosome	Position	96RT_TISSUE_vs_96RT_PBMC.tumour
1_159018480	1	159018480	0.145692276235497
1_159020457	1	159020457	0.239732322993141
1_159032587	1	159032587	-0.449211756310122
1_159051937	1	159051937	-0.15531897641052
1_159062694	1	159062694	0.0371031564781233
1_159205894	1	159205894	0.054714172320128
1_159304102	1	159304102	-0.0127976464058734
1_159304153	1	159304153	0.0483062523399064
1_159313704	1	159313704	0.0620986295106358
1_159313852	1	159313852	-0.340251069969938
1_159313956	1	159313956	-0.0851982600557445
1_159432605	1	159432605	0.352524093246323
1_159432615	1	159432615	0.460397059680268
1_159432905	1	159432905	0.107766982784636
1_159439944	1	159439944	0.601414316759847
1_159440067	1	159440067	0.22379077912412
1_159440094	1	159440094	0.189210547413975
1_159440120	1	159440120	-0.403676450111572
1_159440212	1	159440212	-0.0801033929329812
1_159440313	1	159440313	-0.157031004816811
1_159440564	1	159440564	0.274814782148587
1_159535152	1	159535152	0.217829220885403
1_159535311	1	159535311	0.0535521142300033
1_159535412	1	159535412	-0.016160013596633
1_159535487	1	159535487	-0.400965311456062
1_159535507	1	159535507	-0.20058458473406
1_159588468	1	159588468	-0.132717547473387
1_159588703	1	159588703	-0.0657158380708654
1_159712443	1	159712443	0.178702889595582
1_159714095	1	159714095	0.370415692842603
1_159714396	1	159714396	0.565853431123184
1_159808968	1	159808968	0.486825184957913
1_159809077	1	159809077	0.390856126427191
1_159809193	1	159809193	0.430501578228298
1_159809675	1	159809675	0.0698073215508288
1_159815580	1	159815580	0.022005047325255
1_159815635	1	159815635	0.257838259951797
1_159815637	1	159815637	0.178702889595582
1_159832893	1	159832893	-0.290782393705639
1_159840843	1	159840843	0.234679095266856
1_159841149	1	159841149	0.0628545609090617
1_159854861	1	159854861	0.11920187784692
1_159855177	1	159855177	0.0888062695689155
1_159872514	1	159872514	0.0984920095081236
1_159880611	1	159880611	0.0514987631378911
1_159888403	1	159888403	0.0991641246103749
1_159888488	1	159888488	0.148917159807474
1_159890532	1	159890532	0.294180107015518
1_159919315	1	159919315	-0.353792191231439
1_159919815	1	159919815	0.147338718686246
1_159920373	1	159920373	0.416435857066516
1_159927391	1	159927391	-0.124772442266709
1_159928310	1	159928310	0.0398629182828327
1_159929672	1	159929672	-0.0471133127387759
1_159932545	1	159932545	-0.0665672367623728
1_159932624	1	159932624	-0.179751081316895
1_159934480	1	159934480	0.151528035723309
1_159934749	1	159934749	0.37951216081528
1_159943108	1	159943108	-0.396981797537564
1_159943109	1	159943109	-0.388962787644542
1_159951816	1	159951816	0.334369197131216
1_159952473	1	159952473	-0.196145519567563
1_159953411	1	159953411	0.131450606977409
1_159953605	1	159953605	0.0338398103509866
1_159999476	1	159999476	0.303457920603528
1_160030590	1	160030590	0.142177013570468
1_160031158	1	160031158	0.0417929453812322
1_160031734	1	160031734	0.0811863836813192
1_160038914	1	160038914	-0.153278869955704
1_160038999	1	160038999	0.611037212355458
1_160039151	1	160039151	0.430241656591546
1_160039245	1	160039245	0.132160303658551
1_160040232	1	160040232	0.00467348982053258
1_160041396	1	160041396	0.373614574509923
1_160041721	1	160041721	-0.156240270326811
1_160041722	1	160041722	-0.020424647065986
1_160041798	1	160041798	0.0453996848619657
1_160087550	1	160087550	-0.277607004957905
1_160092329	1	160092329	-0.149919857865789
1_160092550	1	160092550	0.205451188421186
1_160092608	1	160092608	-0.152262529624211
1_160092682	1	160092682	0.160596952636926
1_160108064	1	160108064	0.0794008697889451
1_160123229	1	160123229	0.217829220885403
1_160130474	1	160130474	-0.16179595298556
1_160139917	1	160139917	0.210966738766536
1_160152046	1	160152046	0.131908678116641
1_160152109	1	160152109	-0.00447820854899764
1_160155063	1	160155063	-0.0721421072302983
1_160155085	1	160155085	-0.194922378298122
1_160155152	1	160155152	-0.271673570757934
1_160159068	1	160159068	0.105146282625501
1_160164165	1	160164165	-0.271153586956706
1_160164166	1	160164166	-0.231076147581371
1_160164188	1	160164188	-0.467660155789718
1_160164266	1	160164266	-0.126663013944532
1_160164415	1	160164415	0.266274110445633
1_160166560	1	160166560	0.00422440186643513
1_160166657	1	160166657	0.0586667639456284
1_160171661	1	160171661	-0.204625749955924
1_160171735	1	160171735	0.272153800685519
1_160171742	1	160171742	0.266274110445633
1_160173664	1	160173664	0.458674144643764
1_160174585	1	160174585	0.510671926912281
1_160190881	1	160190881	0.0991641246103749
1_160190966	1	160190966	-0.125723147435142
1_160190988	1	160190988	-0.127283661422759
1_160278406	1	160278406	-0.0277479878718449
1_160278580	1	160278580	0.289314351843702
1_160279572	1	160279572	0.0423439077865879
1_160282174	1	160282174	-0.0463636660391918
1_160299191	1	160299191	-0.208320233513666
1_160311939	1	160311939	-0.0981373157632427
1_160333626	1	160333626	-0.229381849041495
1_160344595	1	160344595	-0.322146564614974
1_160349009	1	160349009	0.361294302874054
1_160352949	1	160352949	0.0624498210997334
1_160425183	1	160425183	0.196767605357573
1_160425213	1	160425213	0.317792664237468
1_160490212	1	160490212	0.310668229804086
1_160490602	1	160490602	-0.112445152447126
1_160491270	1	160491270	0.546946177395484
1_160546518	1	160546518	-0.143225205291781
1_160565519	1	160565519	-0.125723147435142
1_160610759	1	160610759	0.0508340361038359
1_160612502	1	160612502	0.192819392056277
1_160612529	1	160612529	0.130060727254411
1_160646899	1	160646899	0.421092219497737
1_160646913	1	160646913	0.186376817481002
1_160681105	1	160681105	0.461290092850776
1_160748279	1	160748279	-0.144931527242184
1_160750030	1	160750030	0.101535029073122
1_160750053	1	160750053	0.0913046837719187
1_160751427	1	160751427	0.343568133977681
1_160752242	1	160752242	0.114059338467317
1_160797135	1	160797135	0.45609866932565
1_160797240	1	160797240	0.117302344931438
1_160797270	1	160797270	0.170351520162659
1_160801792	1	160801792	0.446183200460568
1_160801881	1	160801881	0.271531368070317
1_160814759	1	160814759	0.152824257769976
1_160818277	1	160818277	0.161091873753577
1_160823484	1	160823484	0.279229765549546
1_160823652	1	160823652	0.181588280639157
1_160823770	1	160823770	0.276258199018255
1_160824263	1	160824263	-0.00127577651065367
1_160831382	1	160831382	-0.0831869742972713
1_160862639	1	160862639	0.751037781988988
1_160876672	1	160876672	-0.094090482700541
1_160879311	1	160879311	0.0521053198173699
1_160880643	1	160880643	0.36241484276797
1_160881209	1	160881209	-0.136611463577878
1_160882036	1	160882036	-0.00320580360905307
1_160948002	1	160948002	0.290613491995325
1_160950582	1	160950582	-0.127283661422759
1_160951112	1	160951112	0.015320734020041
1_160951259	1	160951259	-0.111232973374926
1_160952631	1	160952631	0.531679420742174
1_160999083	1	160999083	0.124255105573205
1_161037803	1	161037803	-0.329256541520274
1_161039733	1	161039733	0.443142746140516
1_161049250	1	161049250	-0.0118064440028232
1_161051700	1	161051700	0.500630984482944
1_161053284	1	161053284	0.452877853034576
1_161073273	1	161073273	-0.108579062484889
1_161079593	1	161079593	0.23646460915923
1_161098638	1	161098638	0.323159173987284
1_161100066	1	161100066	0.379909981041401
1_161119329	1	161119329	0.151222153173474
1_161120677	1	161120677	0.197318567762929
1_161166076	1	161166076	0.173164706054152
1_161166430	1	161166430	0.351665601676278
1_161171901	1	161171901	0.366329892771353
1_161174011	1	161174011	-0.199359365942044
1_161175840	1	161175840	-0.157515862842175
1_161191226	1	161191226	0.358720359210228
1_161193247	1	161193247	0.0387857633838556
1_161193649	1	161193649	-0.26875608737564
1_161196806	1	161196806	-0.290782393705639
1_161198330	1	161198330	0.106107758862946
1_161198357	1	161198357	0.228591765387941
1_161199375	1	161199375	0.274814782148587
1_161199465	1	161199465	0.629783138799956
1_161202163	1	161202163	0.16422151289085
1_161210397	1	161210397	-0.290782393705639
1_161215085	1	161215085	0.161729810991868
1_161223547	1	161223547	0.0731809209789359
1_161228740	1	161228740	-0.108944070719826
1_161232815	1	161232815	0.382716781617175
1_161233288	1	161233288	-0.00605291677252578
1_161233437	1	161233437	0.0597148533784947
1_161234427	1	161234427	0.226435500379683
1_161234748	1	161234748	0.0417929453812322
1_161238257	1	161238257	0.0628545609090617
1_161307359	1	161307359	-0.101304594841926
1_161506414	1	161506414	0.109304764107234
1_161506415	1	161506415	0.139361997963414
1_161509918	1	161509918	0.371716707486538
1_161509955	1	161509955	0.41223586853723
1_161523290	1	161523290	0.380269083729227
1_161523302	1	161523302	0.448690056071142
1_161525306	1	161525306	-0.0581216369153636
1_161526070	1	161526070	0.338123454603115
1_161544752	1	161544752	0.155825184574075
1_161548496	1	161548496	-0.140642044277778
1_161549820	1	161549820	-0.107918336555828
1_161549933	1	161549933	0.299962459609524
1_161589676	1	161589676	0.0818198392528085
1_161624517	1	161624517	-0.162049079583436
1_161626224	1	161626224	0.337850578672494
1_161626282	1	161626282	0.319650794531636
1_161671447	1	161671447	0.42640952715024
1_161671477	1	161671477	0.193628808613867
1_161675469	1	161675469	0.481411688771549
1_161707214	1	161707214	-0.263815346105369
1_161711334	1	161711334	-0.234198865339271
1_161713346	1	161713346	0.174180330904887
1_161725849	1	161725849	-0.00698942770504733
1_161726873	1	161726873	0.138468964792906
1_161727287	1	161727287	-0.225194052078062
1_161749945	1	161749945	0.0218078366023875
1_161749946	1	161749946	0.058802044084589
1_161751917	1	161751917	-0.154147701683793
1_161752414	1	161752414	-0.134911482820876
1_161756937	1	161756937	0.319271087978348
1_161778266	1	161778266	-0.247713671813753
1_161784012	1	161784012	0.169579096082695
1_161784051	1	161784051	0.163249237189069
1_161791413	1	161791413	0.220931124984879
1_161791522	1	161791522	0.245270506534571
1_161802167	1	161802167	0.102881454780638
1_161802196	1	161802196	0.0393662079866921
1_161984250	1	161984250	-0.110961356120826
1_161984259	1	161984259	-0.0187028482688379
1_161997891	1	161997891	0.118023151861691
1_161997932	1	161997932	0.0704838491322246
1_161998066	1	161998066	0.262815936106182
1_161998200	1	161998200	0.166690371893602
1_161998252	1	161998252	0.00877788815326922
1_161998282	1	161998282	0.210966738766536
1_162006382	1	162006382	0.196045788641215
1_162006444	1	162006444	0.0691135513807444
1_162017400	1	162017400	-0.13100194966887
1_162060898	1	162060898	-0.0633718976025662
1_162115895	1	162115895	0.37080138861843
1_162267300	1	162267300	-0.0422840810297252
1_162274222	1	162274222	-0.100811450061568
1_162300673	1	162300673	-0.0504234258397417
1_162355206	1	162355206	0.309947422873834
1_162374312	1	162374312	0.237149161979139
1_162374600	1	162374600	0.0638824875937237
1_162375370	1	162375370	0.0374502780359326
1_162376705	1	162376705	-0.024970903201271
1_162376773	1	162376773	0.0737900385902176
1_162397281	1	162397281	-0.11675299393059
1_162498006	1	162498006	0.328127438938855
1_162587615	1	162587615	-0.06066261034458
1_162587667	1	162587667	0.0185456644020903
1_162590324	1	162590324	-0.230409775726157
1_162590419	1	162590419	-0.272860485708376
1_162592736	1	162592736	-0.119670477312884
1_162759823	1	162759823	0.0898216085093311
1_162761466	1	162761466	-0.38389179809712
1_162767326	1	162767326	0.0332200294195823
1_162770523	1	162770523	0.0480195197461199
1_162780159	1	162780159	0.0548617701555313
1_162792865	1	162792865	0.0951087599136887
1_162804308	1	162804308	0.320947016578303
1_162855239	1	162855239	-0.134056890018186
1_162859537	1	162859537	-0.0887386177609933
1_163063901	1	163063901	0.294180107015518
1_163069987	1	163069987	-0.00487352161925805
1_163070705	1	163070705	0.216177595014244
1_163074357	1	163074357	-0.13290273392392
1_163143470	1	163143470	-0.14088696322258
1_163168292	1	163168292	0.05954941618539
1_163327532	1	163327532	-0.0931017258659443
1_163338055	1	163338055	-0.0154696580934081
1_163339429	1	163339429	-0.275515637052328
1_163355380	1	163355380	-0.167925645920105
1_164560151	1	164560151	-0.0647787188168118
1_164625950	1	164625950	-0.11390463162156
1_165205969	1	165205969	-0.155127294348072
1_165249555	1	165249555	-0.320126355287783
1_165408315	1	165408315	0.424240647579891
1_165410790	1	165410790	-0.0209428099667304
1_165410808	1	165410808	0.0223754915539916
1_165419892	1	165419892	0.0916872431167746
1_165419943	1	165419943	0.251111385123632
1_165544440	1	165544440	0.494366733970533
1_165563711	1	165563711	0.327346970950717
1_165563768	1	165563768	0.506909431001246
1_165563786	1	165563786	0.489251922352454
1_165563791	1	165563791	0.593740388874425
1_165649842	1	165649842	0.274814782148587
1_165683036	1	165683036	-0.0712160164479541
1_165698474	1	165698474	-0.141404769667412
1_165698544	1	165698544	-0.364782975149416
1_165698558	1	165698558	-0.416313275789498
1_165768841	1	165768841	-0.140539758125026
1_165895450	1	165895450	-0.0625134060325214
1_166841027	1	166841027	0.129120860745021
1_166849215	1	166849215	0.284719777766451
1_166849329	1	166849329	0.443323546321327
1_166849443	1	166849443	-0.185812834104096
1_166922633	1	166922633	-0.0209428099667304
1_166989478	1	166989478	-0.176323669120724
1_166992758	1	166992758	-0.133241116719159
1_167073483	1	167073483	0.606124113330258
1_167082259	1	167082259	-0.0683899723691907
1_167088316	1	167088316	0.210966738766536
1_167088383	1	167088383	0.106107758862946
1_167088389	1	167088389	0.0822610169085781
1_167088399	1	167088399	0.0623273564300033
1_167088488	1	167088488	0.156676583265582
1_167090843	1	167090843	0.00110687480034017
1_167117381	1	167117381	0.0254017186469196
1_167119270	1	167119270	0.357232277550819
1_167125926	1	167125926	0.373614574509923
1_167126041	1	167126041	0.152824257769976
1_167126398	1	167126398	0.15200009605611
1_167126833	1	167126833	0.611920404939446
1_167127004	1	167127004	-0.18022401855794
1_167127142	1	167127142	0.0977828942120142
1_167127557	1	167127557	-0.226652056285923
1_167127609	1	167127609	-0.119301925761285
1_167127694	1	167127694	0.21238601585187
1_167127880	1	167127880	0.602302402377849
1_167372009	1	167372009	0.0330060432072515
1_167383862	1	167383862	-0.211347926211234
1_167399306	1	167399306	-0.0159225524750551
1_167415570	1	167415570	0.178702889595582
1_167415742	1	167415742	-0.0537431964047892
1_167438619	1	167438619	0.072808340154529
1_167439386	1	167439386	-0.0638172425793667
1_167533361	1	167533361	-0.416313275789498
1_167683906	1	167683906	0.131450606977409
1_167683938	1	167683938	0.24355403394555
1_167697655	1	167697655	0.339983796628642
1_167818241	1	167818241	0.211717946823545
1_167822090	1	167822090	0.267845959202055
1_167845792	1	167845792	-0.146872982306925
1_167846136	1	167846136	0.115036575543826
1_167854425	1	167854425	0.0836131210758592
1_167856247	1	167856247	-0.220880380475482
1_167856368	1	167856368	0.255041713108559
1_167860938	1	167860938	0.106221182742944
1_167860989	1	167860989	-0.0808593243314073
1_167880176	1	167880176	0.562828119312838
1_167993261	1	167993261	0.112850342300956
1_168004738	1	168004738	-0.355877421927523
1_168019551	1	168019551	0.0521053198173699
1_168044612	1	168044612	0.111079716825472
1_168065736	1	168065736	-0.0948621837303816
1_168096834	1	168096834	-0.266935651751271
1_168097162	1	168097162	-0.239252093065557
1_168104608	1	168104608	0.276258199018255
1_168104776	1	168104776	-0.31014771857257
1_168104785	1	168104785	-0.393144111335316
1_168104892	1	168104892	-0.366731246938937
1_168104893	1	168104893	-0.570890312898374
1_168136317	1	168136317	-0.113323719577919
1_168137407	1	168137407	0.0886311958424839
1_168183911	1	168183911	0.0853660921796102
1_168226106	1	168226106	-0.0277479878718449
1_168231905	1	168231905	-0.231076147581371
1_168297663	1	168297663	0.185058384635405
1_168305041	1	168305041	-0.0773787555964453
1_168313373	1	168313373	0.263806457971999
1_168542046	1	168542046	0.0865846876071504
1_168542083	1	168542083	0.105146282625501
1_168543916	1	168543916	-0.00298008272290263
1_168581208	1	168581208	-0.0766575883527914
1_168696573	1	168696573	-0.109175587215691
1_168714238	1	168714238	0.0289746021400966
1_168728935	1	168728935	-0.16525151162178
1_168729065	1	168729065	0.157313394152501
1_169169470	1	169169470	0.206717265765178
1_169169535	1	169169535	-0.0750537026502014
1_169324483	1	169324483	-0.366731246938937
1_169376630	1	169376630	0.145316721101035
1_169376645	1	169376645	-0.0215957608902497
1_169387060	1	169387060	-0.196567052087988
1_169418973	1	169418973	0.310668229804086
1_169421418	1	169421418	0.553566735834167
1_169421526	1	169421526	-0.0277479878718449
1_169421719	1	169421719	0.176343616721659
1_169421916	1	169421916	-0.0515947298262125
1_169464325	1	169464325	0.11257330052557
1_169468787	1	169468787	-0.380419606190315
1_169477166	1	169477166	0.15528200119383
1_169477323	1	169477323	0.294180107015518
1_169512825	1	169512825	-0.218269893921271
1_169513475	1	169513475	0.255499638851458
1_169513732	1	169513732	0.46410510845783
1_169514434	1	169514434	0.07642658048259
1_169518448	1	169518448	-0.126663013944532
1_169520513	1	169520513	0.0800553016626702
1_169527956	1	169527956	-0.373244553897612
1_169529597	1	169529597	-0.0563171400686156
1_169529737	1	169529737	-0.366070521009876
1_169536554	1	169536554	-0.178755775971527
1_169540527	1	169540527	0.511617646409201
1_169540693	1	169540693	0.457678839298397
1_169540901	1	169540901	0.0906467129303854
1_169541586	1	169541586	0.207671113760843
1_169541652	1	169541652	0.0462525935719321
1_169542151	1	169542151	-0.00280163074161397
1_169542317	1	169542317	-0.0645065378819626
1_169542347	1	169542347	-0.0155475342663178
1_169542496	1	169542496	-0.0683899723691907
1_169542517	1	169542517	0.0228780851981233
1_169542665	1	169542665	-0.102922378328619
1_169542789	1	169542789	-0.436212833227203
1_169542855	1	169542855	-0.373244553897612
1_169542882	1	169542882	-0.182406232660847
1_169542961	1	169542961	0.0693931705386867
1_169544345	1	169544345	0.271812293987063
1_169549811	1	169549811	-0.0543421978835579
1_169560576	1	169560576	0.117497739397896
1_169560616	1	169560616	0.0513235831193543
1_169560735	1	169560735	0.117682451649719
1_169572275	1	169572275	0.0273935663206162
1_169582444	1	169582444	0.29982667015666
1_169593666	1	169593666	0.217364509964687
1_169593711	1	169593711	0.248083692426063
1_169594713	1	169594713	0.188960794961021
1_169597070	1	169597070	-0.0408041406972911
1_169609622	1	169609622	0.187680485714839
1_169617125	1	169617125	0.201613988279445
1_169691798	1	169691798	-0.0373340367010427
1_169704697	1	169704697	0.278060441652241
1_169707345	1	169707345	0.0517426057888373
1_169710455	1	169710455	-0.168993913307596
1_169725777	1	169725777	0.203326676564404
1_169728077	1	169728077	0.318758129736183
1_169731361	1	169731361	0.154628754616724
1_169793480	1	169793480	-0.317582453049354
1_169793685	1	169793685	0.0826760018218057
1_169798939	1	169798939	-0.44690159562292
1_169850464	1	169850464	-0.192004239227465
1_169851821	1	169851821	0.298933636986152
1_169851914	1	169851914	0.359275135237403
1_169851994	1	169851994	0.143238208940778
1_169854577	1	169854577	-0.102710045553067
1_169854639	1	169854639	0.0517426057888373
1_169854900	1	169854900	-0.504561684737378
1_169854963	1	169854963	-0.408618883999497
1_169862790	1	169862790	-0.00901142529025917
1_169878679	1	169878679	-0.126552997927329
1_169878703	1	169878703	0.00755888086410789
1_169982837	1	169982837	-0.404439175501206
1_170031893	1	170031893	-0.0450259793036803
1_170146190	1	170146190	-0.273908575141243
1_170166528	1	170166528	-0.261035050311587
1_170166558	1	170166558	-0.110961356120826
1_170166619	1	170166619	-0.0518436634893077
1_170166624	1	170166624	-0.100260487656213
1_170166657	1	170166657	-0.298687591790985
1_170166691	1	170166691	-0.203799092110999
1_170167735	1	170167735	0.0158789445284132
1_170533639	1	170533639	-0.0898696997796424
1_170539231	1	170539231	-0.0170215812787864
1_170544696	1	170544696	-0.0581216369153636
1_170552234	1	170552234	-0.331424378202985
1_170552235	1	170552235	-0.363190889233689
1_170553589	1	170553589	-0.0766575883527914
1_170958474	1	170958474	0.187871204869177
1_170959530	1	170959530	0.181705377757105
1_170989888	1	170989888	0.113838489627867
1_170989947	1	170989947	0.0370222675183931
1_170992292	1	170992292	-0.260829171604011
1_170996610	1	170996610	0.160132141901802
1_171016252	1	171016252	0.174881178643173
1_171024425	1	171024425	-0.0638172425793667
1_171103824	1	171103824	-0.0277479878718449
1_171107794	1	171107794	-0.31935154590241
1_171107825	1	171107825	-0.16525151162178
1_171108151	1	171108151	-0.0683899723691907
1_171110876	1	171110876	0.124255105573205
1_171114009	1	171114009	0.132160303658551
1_171114034	1	171114034	0.204745023433573
1_171114102	1	171114102	0.272577852530306
1_171116245	1	171116245	0.0233261967224245
1_171117321	1	171117321	0.00504194724582452
1_171199406	1	171199406	0.111544053823651
1_171199445	1	171199445	-0.0277479878718449
1_171199446	1	171199446	-0.0618411865402528
1_171203968	1	171203968	-0.121724136080859
1_171203982	1	171203982	-0.147191540076789
1_171205474	1	171205474	0.0982598970402608
1_171258077	1	171258077	0.26864501490838
1_171278760	1	171278760	-0.0096006411615853
1_171280905	1	171280905	-0.0376634567369274
1_171282057	1	171282057	0.314685762450159
1_171282282	1	171282282	0.0628545609090617
1_171285332	1	171285332	0.237465716021196
1_171285346	1	171285346	0.199852724467364
1_171285751	1	171285751	0.091833627880828
1_171334551	1	171334551	0.0890656771109051
1_171341705	1	171341705	0.124255105573205
1_171341762	1	171341762	0.241824701954381
1_171512178	1	171512178	-0.0320481253054704
1_171517773	1	171517773	0.0393662079866921
1_171540136	1	171540136	-0.152076122874046
1_171540275	1	171540275	-0.335870283234177
1_171541143	1	171541143	-0.16179595298556
1_171541594	1	171541594	0.348815363592363
1_171541900	1	171541900	0.155825184574075
1_171557894	1	171557894	0.540463148559987
1_171566259	1	171566259	-0.222763970276987
1_171566334	1	171566334	-0.160198283895494
1_171577630	1	171577630	-0.0826741983754384
1_171588391	1	171588391	-0.214546807878553
1_171588461	1	171588461	-0.0572922634858601
1_171636386	1	171636386	0.0717876856790699
1_171636399	1	171636399	0.110580168676129
1_171636576	1	171636576	0.058963645321486
1_171636585	1	171636585	0.124255105573205
1_171652243	1	171652243	0.207671113760843
1_171652246	1	171652246	0.0842570376412863
1_171652385	1	171652385	0.274497741153818
1_171719211	1	171719211	0.0945077621791531
1_171782096	1	171782096	0.161729810991868
1_171783899	1	171783899	-0.0956520523736482
1_171784101	1	171784101	0.226008604373938
1_171785931	1	171785931	-0.333595477244612
1_171786030	1	171786030	-0.290782393705639
1_171787896	1	171787896	-0.0277479878718449
1_171792078	1	171792078	-0.0441424261225135
1_171813989	1	171813989	0.118608542432063
1_171987663	1	171987663	0.161729810991868
1_172048738	1	172048738	-0.490454738542003
1_172308785	1	172308785	-0.0671104201426182
1_172388786	1	172388786	0.300412060727032
1_172418293	1	172418293	-0.06066261034458
1_172441827	1	172441827	0.0538657776818072
1_172441938	1	172441938	0.108487789714889
1_172442356	1	172442356	-0.0947546763685904
1_172453066	1	172453066	-0.290782393705639
1_172532477	1	172532477	0.282402939239164
1_172532503	1	172532503	0.277878294686417
1_172532537	1	172532537	-0.154280393800777
1_172578325	1	172578325	0.0645488594489375
1_172610097	1	172610097	0.185058384635405
1_172658358	1	172658358	0.0730297822180322
1_172659481	1	172659481	0.473839543363433
1_173050933	1	173050933	0.319271087978348
1_173205512	1	173205512	0.210966738766536
1_173208174	1	173208174	0.173164706054152
1_173505290	1	173505290	0.0612029350379037
1_173547732	1	173547732	-0.176611373786328
1_173547764	1	173547764	-0.0773787555964453
1_173548401	1	173548401	0.0426413400195532
1_173627118	1	173627118	0.281356066657934
1_173733718	1	173733718	-0.12367240787038
1_173734067	1	173734067	-0.126395575804756
1_173766239	1	173766239	-0.0159225524750551
1_173803368	1	173803368	-0.0308142909196283
1_173807338	1	173807338	0.0173399016566932
1_173833463	1	173833463	0.0271876876130404
1_173833470	1	173833470	0.124255105573205
1_173839539	1	173839539	0.132160303658551
1_173851884	1	173851884	-0.190088394086166
1_173853873	1	173853873	0.0264077821750606
1_173870297	1	173870297	0.0371031564781233
1_173870552	1	173870552	-0.257615529770439
1_173870769	1	173870769	0.461290092850776
1_173873492	1	173873492	0.28433232105917
1_173885978	1	173885978	0.110179920361482
1_173886007	1	173886007	0.0404235147697346
1_173909694	1	173909694	-0.0613005475828714
1_173909791	1	173909791	0.383641734391855
1_173910823	1	173910823	0.251012247859144
1_173946813	1	173946813	0.328613604079391
1_173961811	1	173961811	0.0867804001545425
1_173963978	1	173963978	-0.158332097681989
1_173970591	1	173970591	-0.177773431876452
1_173992854	1	173992854	0.285077899908265
1_174448516	1	174448516	0.112381005284913
1_174449041	1	174449041	-0.0388031763808405
1_174964959	1	174964959	-0.176611373786328
1_175014705	1	175014705	0.548752934101115
1_175077626	1	175077626	0.239732322993141
1_175077690	1	175077690	-0.0450259793036803
1_175079457	1	175079457	-0.127283661422759
1_175080269	1	175080269	0.226616823202883
1_175083760	1	175083760	-0.0277479878718449
1_175098444	1	175098444	0.232011285929088
1_175118593	1	175118593	0.339983796628642
1_175118679	1	175118679	0.0207505298193451
1_175118748	1	175118748	0.0748670786110417
1_175123544	1	175123544	-0.1061036255733
1_175123571	1	175123571	-0.121596288587232
1_175127022	1	175127022	0.183148794626774
1_175128129	1	175128129	0.0211616126091018
1_175136949	1	175136949	0.00534970030438616
1_175160555	1	175160555	-0.223668197847102
1_175160807	1	175160807	-0.119016045439159
1_175160819	1	175160819	0.20398229804394
1_175160822	1	175160822	0.132160303658551
1_175354458	1	175354458	-0.0856679638010264
1_175355515	1	175355515	-0.0206932303378944
1_175355581	1	175355581	-0.0981373157632427
1_175356417	1	175356417	-0.0346840350822214
1_175366026	1	175366026	0.474752352657339
1_175366098	1	175366098	0.279229765549546
1_175386081	1	175386081	0.484151050659588
1_175406333	1	175406333	0.36438910929692
1_175406379	1	175406379	0.298022173309912
1_175406409	1	175406409	-0.0120663656395751
1_175406547	1	175406547	0.0811863836813192
1_175406666	1	175406666	-0.00350044162516739
1_175989442	1	175989442	-0.304328925543586
1_176206928	1	176206928	-0.13368143262091
1_176556865	1	176556865	0.423308734207981
1_176557011	1	176557011	-0.020424647065986
1_176557156	1	176557156	0.105876576258351
1_176594643	1	176594643	0.238766986696911
1_176594956	1	176594956	-0.0096006411615853
1_176595158	1	176595158	0.0336525567922988
1_176671099	1	176671099	0.311458098447353
1_176699286	1	176699286	0.0343129802604068
1_176699406	1	176699406	0.484151050659588
1_176702679	1	176702679	0.143114132824521
1_176769739	1	176769739	0.0382818824633525
1_176791432	1	176791432	0.131044271235844
1_176882873	1	176882873	-0.0540821356853072
1_176894706	1	176894706	-0.454281125988518
1_176934176	1	176934176	-0.170942623699635
1_176934242	1	176934242	-0.076043544912626
1_176957681	1	176957681	0.132160303658551
1_177023417	1	177023417	0.442702631725606
1_177230056	1	177230056	0.176094037092823
1_177273490	1	177273490	0.507583745124711
1_177276287	1	177276287	0.159879015303927
1_177278718	1	177278718	-0.11951096655581
1_177280957	1	177280957	0.131672577135688
1_177281449	1	177281449	0.104626298824273
1_177930564	1	177930564	-0.218889475223853
1_177933253	1	177933253	-0.317918523643153
1_177933590	1	177933590	0.209291209429005
1_177933618	1	177933618	0.138060905098236
1_177937218	1	177937218	0.441284401047728
1_177939725	1	177939725	0.132292424638624
1_177939758	1	177939758	0.164518975786932
1_177946339	1	177946339	0.0367922643228657
1_177946363	1	177946363	-0.0826741983754384
1_177960366	1	177960366	-0.00641384619296877
1_177960805	1	177960805	-0.10477040809569
1_177961698	1	177961698	0.148502651819882
1_177965058	1	177965058	-0.385419267843714
1_177967874	1	177967874	-0.216781812261862
1_177967881	1	177967881	-0.340535428902738
1_177967944	1	177967944	-0.449480139724697
1_178233672	1	178233672	0.0150260358184469
1_178451590	1	178451590	-0.0316951723885077
1_178486741	1	178486741	0.060929170204376
1_178492515	1	178492515	0.118608542432063
1_178494456	1	178494456	0.454644779208764
1_178494519	1	178494519	0.151222153173474
1_178494576	1	178494576	-0.0441424261225135
1_178494631	1	178494631	0.229224665174748
1_178494796	1	178494796	-0.082977508592237
1_178496925	1	178496925	-0.201515055608551
1_178496958	1	178496958	-0.0735516774849695
1_178514096	1	178514096	0.384595402237736
1_178520687	1	178520687	0.164897090070551
1_178520723	1	178520723	0.0360279225614699
1_178523312	1	178523312	-0.104915848394305
1_178776779	1	178776779	-0.151379337040222
1_178851192	1	178851192	-0.128510964806762
1_178865020	1	178865020	-0.14225986899555
1_178865066	1	178865066	-0.147191540076789
