	Chromosome	Position	81B_CM-_vs_81B_PBMC.tumour
5_1296028	5	1296028	0
5_1296277	5	1296277	0
5_1296306	5	1296306	0
5_1296371	5	1296371	0
5_1297524	5	1297524	0
5_1298625	5	1298625	0
5_1298667	5	1298667	0
5_1298741	5	1298741	0
5_1298850	5	1298850	0
5_1298972	5	1298972	0
5_1299423	5	1299423	0
5_1299461	5	1299461	0
5_1299641	5	1299641	0
5_1299744	5	1299744	0
5_1299747	5	1299747	0
5_1299771	5	1299771	0
5_1299910	5	1299910	0
5_1299951	5	1299951	0
5_1299955	5	1299955	0
5_1300001	5	1300001	0
5_1310037	5	1310037	0
5_1312244	5	1312244	0
5_1312342	5	1312342	0
5_1313130	5	1313130	0
5_1313298	5	1313298	0
5_1313429	5	1313429	0
5_1313586	5	1313586	0
5_1314297	5	1314297	0
5_1314322	5	1314322	0
5_1314546	5	1314546	0
5_1314579	5	1314579	0
5_1314672	5	1314672	0
5_1314847	5	1314847	0
5_1314984	5	1314984	0
5_1315162	5	1315162	0
5_1315228	5	1315228	0
5_1315545	5	1315545	0
5_1315769	5	1315769	0
5_1316569	5	1316569	0
5_1321728	5	1321728	0
5_1335165	5	1335165	0
5_1337963	5	1337963	0
5_1344383	5	1344383	0
5_1409721	5	1409721	0
5_1411297	5	1411297	0
5_1414710	5	1414710	0
5_1414767	5	1414767	0
5_1443036	5	1443036	0
5_1443138	5	1443138	0
5_1445501	5	1445501	0
5_1466889	5	1466889	0
5_1470826	5	1470826	0
5_1474032	5	1474032	0
5_1494794	5	1494794	0
5_1494820	5	1494820	0
5_1501580	5	1501580	0
5_1501808	5	1501808	0
5_1501915	5	1501915	0
5_1798899	5	1798899	0
5_1799207	5	1799207	0
5_1801442	5	1801442	0
5_1814470	5	1814470	0
5_1814669	5	1814669	0
5_1878098	5	1878098	0
5_1878211	5	1878211	0
5_1878452	5	1878452	0
5_1880777	5	1880777	0
5_1931012	5	1931012	0
5_1931147	5	1931147	0
5_1931169	5	1931169	0
5_1931206	5	1931206	0
5_1931258	5	1931258	0
5_1933817	5	1933817	0
5_1933867	5	1933867	0
5_2748813	5	2748813	0
5_2748937	5	2748937	0
5_2749671	5	2749671	0
5_2749701	5	2749701	0
5_2751246	5	2751246	0
5_2751297	5	2751297	0
5_2752442	5	2752442	0
5_2755371	5	2755371	0
5_3596184	5	3596184	0
5_3599266	5	3599266	0
5_3599728	5	3599728	0
5_5140519	5	5140519	0
5_5140685	5	5140685	0
5_5146222	5	5146222	0
5_5146264	5	5146264	0
5_5146282	5	5146282	0
5_5182173	5	5182173	0
5_5182250	5	5182250	0
5_5186130	5	5186130	0
5_5186139	5	5186139	0
5_5200168	5	5200168	0
5_5239742	5	5239742	0
5_5239889	5	5239889	0
5_5242105	5	5242105	0
5_5242116	5	5242116	0
5_5303303	5	5303303	0
5_5303688	5	5303688	0
5_5447494	5	5447494	0
5_5460506	5	5460506	0
5_5460855	5	5460855	0
5_5461440	5	5461440	0
5_5462010	5	5462010	0
5_5462381	5	5462381	0
5_5462502	5	5462502	0
5_5463498	5	5463498	0
5_5464035	5	5464035	0
5_5464420	5	5464420	0
5_5464421	5	5464421	0
5_5464656	5	5464656	0
5_5464849	5	5464849	0
5_5476063	5	5476063	0
5_6449148	5	6449148	0
5_6600037	5	6600037	0
5_6604674	5	6604674	0
5_6622026	5	6622026	0
5_6632929	5	6632929	0
5_6633172	5	6633172	0
5_6633319	5	6633319	0
5_6633666	5	6633666	0
5_6651896	5	6651896	0
5_6656097	5	6656097	0
5_6720954	5	6720954	0
5_6723447	5	6723447	0
5_6748546	5	6748546	0
5_7634119	5	7634119	0
5_7690759	5	7690759	0
5_7743674	5	7743674	0
5_7757584	5	7757584	0
5_7766723	5	7766723	0
5_7773025	5	7773025	0
5_7773051	5	7773051	0
5_7802250	5	7802250	0
5_7802301	5	7802301	0
5_7826740	5	7826740	0
5_7831879	5	7831879	0
5_7835442	5	7835442	0
5_7866709	5	7866709	0
5_7866793	5	7866793	0
5_7867214	5	7867214	0
5_7873387	5	7873387	0
5_7875262	5	7875262	0
5_7877988	5	7877988	0
5_7878066	5	7878066	0
5_7878079	5	7878079	0
5_7878311	5	7878311	0
5_7885846	5	7885846	0
5_7889103	5	7889103	0
5_7891393	5	7891393	0
5_7892824	5	7892824	0
5_7892892	5	7892892	0
5_7896948	5	7896948	0
5_7897078	5	7897078	0
5_7897206	5	7897206	0
5_9050437	5	9050437	0
5_9051901	5	9051901	0
5_9063029	5	9063029	0
5_9108209	5	9108209	0
5_9122766	5	9122766	0
5_9154547	5	9154547	0
5_9154691	5	9154691	0
5_9190292	5	9190292	0
5_9190327	5	9190327	0
5_9190433	5	9190433	0
5_9265488	5	9265488	0
5_9265490	5	9265490	0
5_9265524	5	9265524	0
5_9629417	5	9629417	0
5_9629611	5	9629611	0
5_9629701	5	9629701	0
5_10236581	5	10236581	0
5_10236924	5	10236924	0
5_10239166	5	10239166	0
5_10239217	5	10239217	0
5_10250281	5	10250281	0
5_10250318	5	10250318	0
5_10250331	5	10250331	0
5_10254705	5	10254705	0
5_10256049	5	10256049	0
5_10265350	5	10265350	0
5_10266210	5	10266210	0
5_10282221	5	10282221	0
5_10282284	5	10282284	0
5_10387037	5	10387037	0
5_10403499	5	10403499	0
5_10405623	5	10405623	0
5_10410250	5	10410250	0
5_10411523	5	10411523	0
5_10463995	5	10463995	0
5_10464279	5	10464279	0
5_10464280	5	10464280	0
5_10464347	5	10464347	0
5_10464621	5	10464621	0
5_10481943	5	10481943	0
5_10624775	5	10624775	0
5_10624787	5	10624787	0
5_10638068	5	10638068	0
5_10650038	5	10650038	0
5_10981809	5	10981809	0
5_11082751	5	11082751	0
5_11117471	5	11117471	0
5_11385110	5	11385110	0
5_13701308	5	13701308	0
5_13701416	5	13701416	0
5_13701427	5	13701427	0
5_13714459	5	13714459	0
5_13717326	5	13717326	0
5_13717362	5	13717362	0
5_13718913	5	13718913	0
5_13718916	5	13718916	0
5_13718980	5	13718980	0
5_13737335	5	13737335	0
5_13752202	5	13752202	0
5_13754285	5	13754285	0
5_13762863	5	13762863	0
5_13766136	5	13766136	0
5_13793602	5	13793602	0
5_13793944	5	13793944	0
5_13811666	5	13811666	0
5_13811780	5	13811780	0
5_13817617	5	13817617	0
5_13820484	5	13820484	0
5_13829690	5	13829690	0
5_13844936	5	13844936	0
5_13862537	5	13862537	0
5_13864392	5	13864392	0
5_13864619	5	13864619	0
5_13865871	5	13865871	0
5_13870826	5	13870826	0
5_13871648	5	13871648	0
5_13882966	5	13882966	0
5_13883062	5	13883062	0
5_13894785	5	13894785	0
5_13902111	5	13902111	0
5_13913776	5	13913776	0
5_13913884	5	13913884	0
5_13913923	5	13913923	0
5_13919170	5	13919170	0
5_13923358	5	13923358	0
5_13931231	5	13931231	0
5_13944382	5	13944382	0
5_14270869	5	14270869	0
5_14291150	5	14291150	0
5_14316533	5	14316533	0
5_14419918	5	14419918	0
5_14461059	5	14461059	0
5_14462781	5	14462781	0
5_14482770	5	14482770	0
5_14488019	5	14488019	0
5_14581911	5	14581911	0
5_14610200	5	14610200	0
5_14610228	5	14610228	0
5_14664954	5	14664954	0
5_14681544	5	14681544	0
5_14692921	5	14692921	0
5_14692925	5	14692925	0
5_14711223	5	14711223	0
5_14712907	5	14712907	0
5_14741851	5	14741851	0
5_14741875	5	14741875	0
5_14758507	5	14758507	0
5_14768340	5	14768340	0
5_14871102	5	14871102	0
5_15936793	5	15936793	0
5_15936886	5	15936886	0
5_16177840	5	16177840	0
5_16465247	5	16465247	0
5_16465291	5	16465291	0
5_16478091	5	16478091	0
5_16481076	5	16481076	0
5_16572044	5	16572044	0
5_16670648	5	16670648	0
5_16670767	5	16670767	0
5_16673691	5	16673691	0
5_16673866	5	16673866	0
5_16674957	5	16674957	0
5_16676104	5	16676104	0
5_16676138	5	16676138	0
5_16676143	5	16676143	0
5_16681953	5	16681953	0
5_16701254	5	16701254	0
5_16701687	5	16701687	0
5_16701691	5	16701691	0
5_16754868	5	16754868	0
5_16769164	5	16769164	0
5_16794807	5	16794807	0
5_17275255	5	17275255	0
5_17275574	5	17275574	0
5_17605178	5	17605178	0
5_17605218	5	17605218	0
5_17605339	5	17605339	0
5_17611182	5	17611182	0
5_17611278	5	17611278	0
5_17611280	5	17611280	0
5_17611313	5	17611313	0
5_17632665	5	17632665	0
5_17632667	5	17632667	0
5_17634586	5	17634586	0
5_17634658	5	17634658	0
5_19473490	5	19473490	0
5_19502857	5	19502857	0
5_19591065	5	19591065	0
5_19721381	5	19721381	0
5_21751947	5	21751947	0
5_21755835	5	21755835	0
5_21765069	5	21765069	0
5_21842308	5	21842308	0
5_21854678	5	21854678	0
5_22078475	5	22078475	0
5_23509075	5	23509075	0
5_23521103	5	23521103	0
5_23522347	5	23522347	0
5_23522380	5	23522380	0
5_23527450	5	23527450	0
5_23527668	5	23527668	0
5_23527688	5	23527688	0
5_24535773	5	24535773	0
5_26885688	5	26885688	0
5_26885855	5	26885855	0
5_26988221	5	26988221	0
5_26988317	5	26988317	0
5_31267656	5	31267656	0
5_31294099	5	31294099	0
5_31294147	5	31294147	0
5_31302181	5	31302181	0
5_31305255	5	31305255	0
5_31317387	5	31317387	0
5_31317422	5	31317422	0
5_31317845	5	31317845	0
5_31323138	5	31323138	0
5_31409145	5	31409145	0
5_31409739	5	31409739	0
5_31410816	5	31410816	0
5_31422900	5	31422900	0
5_31433540	5	31433540	0
5_31435780	5	31435780	0
5_31493215	5	31493215	0
5_31495316	5	31495316	0
5_31515114	5	31515114	0
5_31515550	5	31515550	0
5_31526264	5	31526264	0
5_31538585	5	31538585	0
5_31983500	5	31983500	0
5_31983553	5	31983553	0
5_32057990	5	32057990	0
5_32074043	5	32074043	0
5_32074067	5	32074067	0
5_32074467	5	32074467	0
5_32087147	5	32087147	0
5_32087220	5	32087220	0
5_32087324	5	32087324	0
5_32087374	5	32087374	0
5_32087556	5	32087556	0
5_32087696	5	32087696	0
5_32087722	5	32087722	0
5_32088174	5	32088174	0
5_32088836	5	32088836	0
5_32088997	5	32088997	0
5_32089561	5	32089561	0
5_32089994	5	32089994	0
5_32090206	5	32090206	0
5_32090562	5	32090562	0
5_32090651	5	32090651	0
5_32090768	5	32090768	0
5_32092976	5	32092976	0
5_32098563	5	32098563	0
5_32126335	5	32126335	0
5_32248091	5	32248091	0
5_32259537	5	32259537	0
5_32403241	5	32403241	0
5_32417679	5	32417679	0
5_33441087	5	33441087	0
5_33461929	5	33461929	0
5_33462107	5	33462107	0
5_33527215	5	33527215	0
5_33527333	5	33527333	0
5_33534955	5	33534955	0
5_33549245	5	33549245	0
5_33549282	5	33549282	0
5_33578856	5	33578856	0
5_33614362	5	33614362	0
5_33624260	5	33624260	0
5_33629621	5	33629621	0
5_33661939	5	33661939	0
5_33751349	5	33751349	0
5_33891832	5	33891832	0
5_33937110	5	33937110	0
5_33937481	5	33937481	0
5_33937648	5	33937648	0
5_33938018	5	33938018	0
5_33938045	5	33938045	0
5_33951588	5	33951588	0
5_33954406	5	33954406	0
5_33954489	5	33954489	0
5_33963765	5	33963765	0
5_33989398	5	33989398	0
5_33989413	5	33989413	0
5_33994011	5	33994011	0
5_33998668	5	33998668	0
5_33998778	5	33998778	0
5_34004602	5	34004602	0
5_34042870	5	34042870	0
5_34687712	5	34687712	0
5_34757565	5	34757565	0
5_34807823	5	34807823	0
5_34811026	5	34811026	0
5_34823234	5	34823234	0
5_34823984	5	34823984	0
5_34824101	5	34824101	0
5_34824450	5	34824450	0
5_34824461	5	34824461	0
5_34840735	5	34840735	0
5_34840736	5	34840736	0
5_34862967	5	34862967	0
5_34862975	5	34862975	0
5_34864484	5	34864484	0
5_34868920	5	34868920	0
5_34880226	5	34880226	0
5_34908772	5	34908772	0
5_34914887	5	34914887	0
5_34915843	5	34915843	0
5_34923135	5	34923135	0
5_34925438	5	34925438	0
5_34937544	5	34937544	0
5_34950281	5	34950281	0
5_34953974	5	34953974	0
5_34954665	5	34954665	0
5_34998772	5	34998772	0
5_34998789	5	34998789	0
5_35010033	5	35010033	0
5_35010069	5	35010069	0
5_35037010	5	35037010	0
5_35039332	5	35039332	0
5_35039381	5	35039381	0
5_35065125	5	35065125	0
5_35065548	5	35065548	0
5_35641480	5	35641480	0
5_35641517	5	35641517	0
5_35641566	5	35641566	0
5_35644519	5	35644519	0
5_35646682	5	35646682	0
5_35654609	5	35654609	0
5_35659137	5	35659137	0
5_35667244	5	35667244	0
5_35670201	5	35670201	0
5_35691040	5	35691040	0
5_35691081	5	35691081	0
5_35692673	5	35692673	0
5_35700496	5	35700496	0
5_35702204	5	35702204	0
5_35708993	5	35708993	0
5_35709082	5	35709082	0
5_35727755	5	35727755	0
5_35753661	5	35753661	0
5_35763624	5	35763624	0
5_35771636	5	35771636	0
5_35773977	5	35773977	0
5_35788191	5	35788191	0
5_35789651	5	35789651	0
5_35790150	5	35790150	0
5_35790304	5	35790304	0
5_35806925	5	35806925	0
5_35814507	5	35814507	0
5_35860901	5	35860901	0
5_35860966	5	35860966	0
5_35867423	5	35867423	0
5_35871088	5	35871088	0
5_35876172	5	35876172	0
5_35876306	5	35876306	0
5_35878460	5	35878460	0
5_35878899	5	35878899	0
5_35909851	5	35909851	0
5_35910427	5	35910427	0
5_35954207	5	35954207	0
5_35954275	5	35954275	0
5_35955773	5	35955773	0
5_35957220	5	35957220	0
5_35965868	5	35965868	0
5_36035965	5	36035965	0
5_36117864	5	36117864	0
5_36141199	5	36141199	0
5_36143290	5	36143290	0
5_36197627	5	36197627	0
5_36219608	5	36219608	0
5_36226515	5	36226515	0
5_36241541	5	36241541	0
5_36241589	5	36241589	0
5_36248650	5	36248650	0
5_36256902	5	36256902	0
5_36265457	5	36265457	0
5_36269449	5	36269449	0
5_36608492	5	36608492	0
5_36629463	5	36629463	0
5_36680454	5	36680454	0
5_36962199	5	36962199	0
5_36971954	5	36971954	0
5_36985649	5	36985649	0
5_37000855	5	37000855	0
5_37106960	5	37106960	0
5_37138743	5	37138743	0
5_37153769	5	37153769	0
5_37157761	5	37157761	0
5_37158261	5	37158261	0
5_37169067	5	37169067	0
5_37173875	5	37173875	0
5_37183195	5	37183195	0
5_37183388	5	37183388	0
5_37183462	5	37183462	0
5_37184866	5	37184866	0
5_37184959	5	37184959	0
5_37195926	5	37195926	0
5_37226859	5	37226859	0
5_37227353	5	37227353	0
5_37227803	5	37227803	0
5_37239782	5	37239782	0
5_37294371	5	37294371	0
5_37298947	5	37298947	0
5_37333625	5	37333625	0
5_37479867	5	37479867	0
5_37701062	5	37701062	0
5_37721117	5	37721117	0
5_37813438	5	37813438	0
5_37813592	5	37813592	0
5_37815747	5	37815747	0
5_37818037	5	37818037	0
5_37828742	5	37828742	0
5_38258831	5	38258831	0
5_38305445	5	38305445	0
5_38337568	5	38337568	0
5_38338741	5	38338741	0
5_38338752	5	38338752	0
5_38350541	5	38350541	0
5_38350572	5	38350572	0
5_38370435	5	38370435	0
5_38412514	5	38412514	0
5_38412572	5	38412572	0
5_38425008	5	38425008	0
5_38458365	5	38458365	0
5_38463884	5	38463884	0
5_38463979	5	38463979	0
5_38475031	5	38475031	0
5_38478510	5	38478510	0
5_38479131	5	38479131	0
5_38479643	5	38479643	0
5_38485963	5	38485963	0
5_38493680	5	38493680	0
5_38493756	5	38493756	0
5_38510666	5	38510666	0
5_38594862	5	38594862	0
5_38595370	5	38595370	0
5_38820949	5	38820949	0
5_38821018	5	38821018	0
5_38821096	5	38821096	0
5_38821124	5	38821124	0
5_38876259	5	38876259	0
5_38883969	5	38883969	0
5_38884012	5	38884012	0
5_38904412	5	38904412	0
5_38904432	5	38904432	0
5_38917567	5	38917567	0
5_38918993	5	38918993	0
5_38925268	5	38925268	0
5_38932903	5	38932903	0
5_38955694	5	38955694	0
5_38958763	5	38958763	0
5_39119621	5	39119621	0
5_39153460	5	39153460	0
5_39153583	5	39153583	0
5_39201979	5	39201979	0
5_39285209	5	39285209	0
5_39306632	5	39306632	0
5_39306754	5	39306754	0
5_39376071	5	39376071	0
5_39377072	5	39377072	0
5_39377157	5	39377157	0
5_39377218	5	39377218	0
5_39383071	5	39383071	0
5_39388311	5	39388311	0
5_39394311	5	39394311	0
5_40569410	5	40569410	0
5_40691848	5	40691848	0
5_40841410	5	40841410	0
5_40843659	5	40843659	0
5_40852599	5	40852599	0
5_40852875	5	40852875	0
5_40852929	5	40852929	0
5_40853847	5	40853847	0
5_40854246	5	40854246	0
5_40931135	5	40931135	0
5_40945322	5	40945322	0
5_40949917	5	40949917	0
5_40955459	5	40955459	0
5_40962099	5	40962099	0
5_40964750	5	40964750	0
5_40998094	5	40998094	0
5_40998133	5	40998133	0
5_40998401	5	40998401	0
5_41000241	5	41000241	0
5_41007388	5	41007388	0
5_41008678	5	41008678	0
5_41009382	5	41009382	0
5_41017894	5	41017894	0
5_41018350	5	41018350	0
5_41018979	5	41018979	0
5_41032756	5	41032756	0
5_41033061	5	41033061	0
5_41038860	5	41038860	0
5_41042182	5	41042182	0
5_41045825	5	41045825	0
5_41048431	5	41048431	0
5_41051040	5	41051040	0
5_41055786	5	41055786	0
5_41064486	5	41064486	0
5_41069713	5	41069713	0
5_41069750	5	41069750	0
5_41142504	5	41142504	0
5_41149346	5	41149346	0
5_41153812	5	41153812	0
5_41154986	5	41154986	0
5_41155006	5	41155006	0
5_41159237	5	41159237	0
5_41159407	5	41159407	0
5_41160209	5	41160209	0
5_41181476	5	41181476	0
5_41181531	5	41181531	0
5_41186118	5	41186118	0
5_41195837	5	41195837	0
5_41199857	5	41199857	0
5_41203220	5	41203220	0
5_41382464	5	41382464	0
5_41840487	5	41840487	0
5_41934008	5	41934008	0
5_41939505	5	41939505	0
5_42039932	5	42039932	0
5_42699942	5	42699942	0
5_42718475	5	42718475	0
5_42719049	5	42719049	0
5_42719137	5	42719137	0
5_42719578	5	42719578	0
5_42783479	5	42783479	0
5_42801166	5	42801166	0
5_42806978	5	42806978	0
5_43161249	5	43161249	0
5_43174608	5	43174608	0
5_43175001	5	43175001	0
5_43297042	5	43297042	0
5_43492876	5	43492876	0
5_43505891	5	43505891	0
5_43506133	5	43506133	0
5_43609241	5	43609241	0
5_43612944	5	43612944	0
5_43656764	5	43656764	0
5_44809055	5	44809055	0
5_44809344	5	44809344	0
5_44813180	5	44813180	0
5_44815081	5	44815081	0
5_45267085	5	45267085	0
5_45595553	5	45595553	0
5_45695833	5	45695833	0
5_50399900	5	50399900	0
5_50410965	5	50410965	0
5_50411302	5	50411302	0
5_50428224	5	50428224	0
5_50441053	5	50441053	0
5_50757181	5	50757181	0
5_50794270	5	50794270	0
5_50795318	5	50795318	0
5_50832845	5	50832845	0
5_51389642	5	51389642	0
5_52801110	5	52801110	0
5_52861540	5	52861540	0
5_52897456	5	52897456	0
5_52908955	5	52908955	0
5_52920387	5	52920387	0
5_52922864	5	52922864	0
5_52933915	5	52933915	0
5_53042194	5	53042194	0
5_53045032	5	53045032	0
5_53048657	5	53048657	0
5_53051539	5	53051539	0
5_53055583	5	53055583	0
5_53062927	5	53062927	0
5_53065835	5	53065835	0
5_53075070	5	53075070	0
5_53075074	5	53075074	0
5_53075259	5	53075259	0
5_53083447	5	53083447	0
5_53096944	5	53096944	0
5_53098281	5	53098281	0
5_53101369	5	53101369	0
5_53101481	5	53101481	0
5_53484153	5	53484153	0
5_53484313	5	53484313	0
5_53560674	5	53560674	0
5_53560742	5	53560742	0
5_53646253	5	53646253	0
5_54310465	5	54310465	0
5_54456071	5	54456071	0
5_54456158	5	54456158	0
5_54518222	5	54518222	0
5_54518831	5	54518831	0
5_54519326	5	54519326	0
5_54519361	5	54519361	0
5_54519389	5	54519389	0
5_54519665	5	54519665	0
5_54519695	5	54519695	0
5_54981998	5	54981998	0
5_55024347	5	55024347	0
5_55024736	5	55024736	0
5_55031462	5	55031462	0
5_55108187	5	55108187	0
5_55108282	5	55108282	0
5_55108350	5	55108350	0
5_55124879	5	55124879	0
5_55127327	5	55127327	0
5_55128538	5	55128538	0
5_55143638	5	55143638	0
5_55220693	5	55220693	0
5_55231421	5	55231421	0
5_55231426	5	55231426	0
5_55231471	5	55231471	0
5_55231648	5	55231648	0
5_55276295	5	55276295	0
5_55283608	5	55283608	0
5_55285809	5	55285809	0
5_55289420	5	55289420	0
5_55308028	5	55308028	0
5_55308109	5	55308109	0
5_55400289	5	55400289	0
5_55400298	5	55400298	0
5_55425953	5	55425953	0
5_55652710	5	55652710	0
5_55664845	5	55664845	0
5_55664859	5	55664859	0
5_55672626	5	55672626	0
5_55766936	5	55766936	0
5_55786646	5	55786646	0
5_55792752	5	55792752	0
5_55853407	5	55853407	0
5_55859574	5	55859574	0
5_55859576	5	55859576	0
5_55883135	5	55883135	0
5_55910570	5	55910570	0
5_55914874	5	55914874	0
5_55916798	5	55916798	0
5_55916839	5	55916839	0
5_55941314	5	55941314	0
5_55952307	5	55952307	0
5_55960553	5	55960553	0
5_55968325	5	55968325	0
5_55976257	5	55976257	0
5_56100247	5	56100247	0
5_56116644	5	56116644	0
5_56183578	5	56183578	0
5_56513815	5	56513815	0
5_56771557	5	56771557	0
5_56815654	5	56815654	0
5_56815738	5	56815738	0
5_56815807	5	56815807	0
5_56815924	5	56815924	0
5_56815967	5	56815967	0
5_56859801	5	56859801	0
5_56859843	5	56859843	0
5_56875262	5	56875262	0
5_56881616	5	56881616	0
5_56881916	5	56881916	0
5_56882086	5	56882086	0
5_56900777	5	56900777	0
5_56909732	5	56909732	0
5_56911296	5	56911296	0
5_56911480	5	56911480	0
5_56923227	5	56923227	0
5_56946947	5	56946947	0
5_57230956	5	57230956	0
5_57235968	5	57235968	0
5_57246399	5	57246399	0
5_57481850	5	57481850	0
5_57482089	5	57482089	0
5_57482118	5	57482118	0
5_57482376	5	57482376	0
5_57482408	5	57482408	0
5_58321576	5	58321576	0
5_58459923	5	58459923	0
5_58494776	5	58494776	0
5_58494866	5	58494866	0
5_58977206	5	58977206	0
5_59430359	5	59430359	0
5_59768361	5	59768361	0
5_59893239	5	59893239	0
5_59988520	5	59988520	0
5_59995778	5	59995778	0
5_60440946	5	60440946	0
5_60599192	5	60599192	0
5_60644829	5	60644829	0
5_60772059	5	60772059	0
5_60802642	5	60802642	0
5_60843721	5	60843721	0
5_60898280	5	60898280	0
5_60904838	5	60904838	0
5_60924292	5	60924292	0
5_61152859	5	61152859	0
5_61152907	5	61152907	0
5_61160141	5	61160141	0
5_61332515	5	61332515	0
5_61332584	5	61332584	0
5_61332623	5	61332623	0
5_61332677	5	61332677	0
5_61526281	5	61526281	0
5_61544080	5	61544080	0
5_61687014	5	61687014	0
5_61704004	5	61704004	0
5_62348083	5	62348083	0
5_62352635	5	62352635	0
5_62398552	5	62398552	0
5_62490215	5	62490215	0
5_62551276	5	62551276	0
5_62579768	5	62579768	0
5_62580946	5	62580946	0
5_62581257	5	62581257	0
5_63955024	5	63955024	0
5_63960164	5	63960164	0
5_63961426	5	63961426	0
5_63962738	5	63962738	0
5_63965502	5	63965502	0
5_64165703	5	64165703	0
5_64165951	5	64165951	0
5_64213889	5	64213889	0
5_64325239	5	64325239	0
5_64609241	5	64609241	0
5_64690689	5	64690689	0
5_64690782	5	64690782	0
5_64695646	5	64695646	0
5_64717968	5	64717968	0
5_64801316	5	64801316	0
5_64807735	5	64807735	0
5_65172857	5	65172857	0
5_65260623	5	65260623	0
5_65452854	5	65452854	0
5_65471032	5	65471032	0
5_65518478	5	65518478	0
5_65528471	5	65528471	0
5_65563357	5	65563357	0
5_65567562	5	65567562	0
5_65568984	5	65568984	0
5_65585065	5	65585065	0
5_65586109	5	65586109	0
5_65591787	5	65591787	0
5_65609447	5	65609447	0
5_65629970	5	65629970	0
5_65630277	5	65630277	0
5_65758741	5	65758741	0
5_65758795	5	65758795	0
5_65785895	5	65785895	0
5_65812388	5	65812388	0
5_65822910	5	65822910	0
5_65871460	5	65871460	0
5_66012096	5	66012096	0
5_66021353	5	66021353	0
5_66025492	5	66025492	0
5_66053554	5	66053554	0
5_66053735	5	66053735	0
5_66054546	5	66054546	0
5_66054589	5	66054589	0
5_66054631	5	66054631	0
5_66055137	5	66055137	0
5_66144511	5	66144511	0
5_66177589	5	66177589	0
5_66596884	5	66596884	0
5_66596916	5	66596916	0
5_67100572	5	67100572	0
5_67145241	5	67145241	0
5_67164912	5	67164912	0
5_67165426	5	67165426	0
5_67165563	5	67165563	0
5_67166102	5	67166102	0
5_67166315	5	67166315	0
5_67182901	5	67182901	0
5_67183555	5	67183555	0
5_67183605	5	67183605	0
5_67184012	5	67184012	0
5_67184176	5	67184176	0
5_67184534	5	67184534	0
5_67184546	5	67184546	0
5_67185949	5	67185949	0
5_68226894	5	68226894	0
5_68270365	5	68270365	0
5_68279720	5	68279720	0
5_68292320	5	68292320	0
5_68297535	5	68297535	0
5_69103062	5	69103062	0
5_69103991	5	69103991	0
5_69104038	5	69104038	0
5_69116492	5	69116492	0
5_69121816	5	69121816	0
5_69123227	5	69123227	0
5_69177543	5	69177543	0
5_69191816	5	69191816	0
5_69235426	5	69235426	0
5_69281133	5	69281133	0
5_69294817	5	69294817	0
5_69308024	5	69308024	0
5_69320474	5	69320474	0
5_69320504	5	69320504	0
5_69366539	5	69366539	0
5_69373909	5	69373909	0
5_69392781	5	69392781	0
5_69414057	5	69414057	0
5_69419483	5	69419483	0
5_69419889	5	69419889	0
5_69419970	5	69419970	0
5_69432997	5	69432997	0
5_69509160	5	69509160	0
5_69513972	5	69513972	0
5_71504648	5	71504648	0
5_71504711	5	71504711	0
5_71509839	5	71509839	0
5_71510157	5	71510157	0
5_71510304	5	71510304	0
5_71510630	5	71510630	0
5_71510822	5	71510822	0
5_71510884	5	71510884	0
5_71515109	5	71515109	0
5_71516082	5	71516082	0
5_71517363	5	71517363	0
5_71544406	5	71544406	0
5_71548691	5	71548691	0
5_71553194	5	71553194	0
5_71635216	5	71635216	0
5_71652749	5	71652749	0
5_71657386	5	71657386	0
5_71658103	5	71658103	0
5_71719387	5	71719387	0
5_72107627	5	72107627	0
5_72193868	5	72193868	0
5_72195134	5	72195134	0
5_72195135	5	72195135	0
5_72195674	5	72195674	0
5_72196037	5	72196037	0
5_72196239	5	72196239	0
5_72196613	5	72196613	0
5_72196907	5	72196907	0
5_72197242	5	72197242	0
5_72198381	5	72198381	0
5_72198548	5	72198548	0
5_72199104	5	72199104	0
5_72199214	5	72199214	0
5_72199362	5	72199362	0
5_72199517	5	72199517	0
5_72199978	5	72199978	0
5_72223837	5	72223837	0
5_72226137	5	72226137	0
5_72228333	5	72228333	0
5_72228336	5	72228336	0
5_72320567	5	72320567	0
5_72358375	5	72358375	0
5_72443775	5	72443775	0
5_72444156	5	72444156	0
5_72460477	5	72460477	0
5_72460843	5	72460843	0
5_72888271	5	72888271	0
5_72896531	5	72896531	0
5_72990586	5	72990586	0
5_73017252	5	73017252	0
5_73051396	5	73051396	0
5_73052445	5	73052445	0
5_73056078	5	73056078	0
5_73068747	5	73068747	0
5_73087637	5	73087637	0
5_73123790	5	73123790	0
5_73173471	5	73173471	0
5_73173856	5	73173856	0
5_73173867	5	73173867	0
5_73447055	5	73447055	0
5_73447387	5	73447387	0
5_73448294	5	73448294	0
5_73498700	5	73498700	0
5_73578847	5	73578847	0
5_73579082	5	73579082	0
5_73579334	5	73579334	0
5_73621913	5	73621913	0
5_73752994	5	73752994	0
5_73776529	5	73776529	0
5_73780686	5	73780686	0
5_73794424	5	73794424	0
5_73794436	5	73794436	0
5_73795331	5	73795331	0
5_73795378	5	73795378	0
5_73840741	5	73840741	0
5_73849020	5	73849020	0
5_73852656	5	73852656	0
5_73868006	5	73868006	0
5_73868140	5	73868140	0
5_73894487	5	73894487	0
5_73911547	5	73911547	0
