	Chromosome	Position	124B_T1_vs_124B_PBMC.tumour
1_216418692.1	1	216418692	0.42095720037797
1_216421964	1	216421964	0.269524906165248
1_216422259	1	216422259	0.663704592066778
1_216651070	1	216651070	0.243419014825782
1_217610359	1	217610359	0.284060999323128
1_217631382	1	217631382	0.44577924760139
1_217669072	1	217669072	-0.0858886104271777
1_217683280	1	217683280	0.635475858710871
1_217741982	1	217741982	0.587610564895636
1_217771822	1	217771822	-0.0775372409942552
1_217782254	1	217782254	-0.129753358686275
1_217862824	1	217862824	-0.028898631842348
1_218305088	1	218305088	0.0742686147663137
1_218322995	1	218322995	-0.0792783123063511
1_218346086	1	218346086	-0.21504076474419
1_218346086.1	1	218346086	-0.21504076474419
1_218346086.2	1	218346086	-0.21504076474419
1_218346973	1	218346973	0.063670930897828
1_219173940	1	219173940	0.410438285092684
1_219173956	1	219173956	0.29404508789575
1_219211661	1	219211661	0.284060999323128
1_219978621	1	219978621	0.340716216180697
1_219980163	1	219980163	0.313580086243183
1_219983387	1	219983387	0.368949896909641
1_219988592	1	219988592	0.0477439318651136
1_220024321	1	220024321	0.358061580766905
1_220046379	1	220046379	0.683991606211763
1_220058982	1	220058982	0.531641752750409
1_220066106	1	220066106	0.172144326341462
1_220106039	1	220106039	0.339976988576801
1_220125322	1	220125322	0.317744125579417
1_220137990	1	220137990	0.615770115003076
1_220164744	1	220164744	0.133794523651284
1_220164744.1	1	220164744	0.133794523651284
1_220171111	1	220171111	0.449869892293209
1_220272299	1	220272299	0.13650381090927
1_220631109	1	220631109	0.164936004888048
1_220690438	1	220690438	0.163984547331377
1_220748603	1	220748603	0.000988840252789347
1_220748622	1	220748622	0.0110425049167122
1_220761673	1	220761673	0.174501074151052
1_220761739	1	220761739	-0.111221204809105
1_220763030	1	220763030	0.110293931586422
1_220786946	1	220786946	0.532526932269469
1_220791584	1	220791584	0.182181385303915
1_220796686	1	220796686	0.21367167143173
1_220796689	1	220796689	0.265648962209248
1_220797921	1	220797921	0.158530117239269
1_220880232	1	220880232	0.356010841202143
1_220880258	1	220880258	0.130999435514466
1_220884304	1	220884304	0.312075375492725
1_220884397	1	220884397	0.220796105865111
1_220884490	1	220884490	0.418362091034719
1_221739019	1	221739019	0.245586851508492
1_222538766	1	222538766	0.30113451268207
1_222540289	1	222540289	0.295201556928329
1_222543790	1	222543790	-0.178910977019418
1_222547820	1	222547820	0.182994073152727
1_222547946	1	222547946	0.401848377430265
1_222558685	1	222558685	0.264069524135662
1_222561461	1	222561461	0.327687931723386
1_222618098	1	222618098	-0.0190508458860008
1_222628177	1	222628177	0.064419189002715
1_222628259	1	222628259	0.264480630353612
1_222628319	1	222628319	0.419190274203782
1_222628664	1	222628664	0.44011092583088
1_222628901	1	222628901	0.405170084822394
1_222629034	1	222629034	0.23641562708802
1_222629461	1	222629461	0.479132814660064
1_222629584	1	222629584	0.170170032795144
1_222629720	1	222629720	0.0863180537410533
1_222629772	1	222629772	0.21367167143173
1_222629862	1	222629862	0.686159442894474
1_222629929	1	222629929	0.612386865408641
1_222652245	1	222652245	0.625406548037731
1_222658756	1	222658756	0.475285402565897
1_222659483	1	222659483	0.193087339275638
1_222660196	1	222660196	0.477091361028233
1_222746553	1	222746553	0.411816546521501
1_222943130	1	222943130	0.500495965363177
1_222943132	1	222943132	0.489012972717137
1_223002933	1	223002933	0.421113751302207
1_223003347	1	223003347	0.254225769782365
1_223004319	1	223004319	0.531221325808518
1_223004606	1	223004606	0.478499359088575
1_223004632	1	223004632	0.303426324190059
1_223005113	1	223005113	0.222074112427427
1_223005219	1	223005219	0.281089432791837
1_223005363	1	223005363	0.13498278278642
1_223005612	1	223005612	0.980384608991988
1_223005646	1	223005646	0.915416405528735
1_223110461	1	223110461	0.584927478682661
1_223110727	1	223110727	0.215295413911394
1_223110749	1	223110749	0.0943997798195534
1_223110908	1	223110908	0.18149126568258
1_223111102	1	223111102	0.144174824262199
1_223111186	1	223111186	0.114135997880816
1_223111257	1	223111257	0.381773937267225
1_223112165	1	223112165	0.489796076705968
1_223112698	1	223112698	0.154705028721304
1_223223282	1	223223282	-0.00205701962370702
1_223229339	1	223229339	0.633210562945515
1_223264676	1	223264676	0.0333049232677711
1_223264750	1	223264750	0.436064092768178
1_223393534	1	223393534	-0.0196153910080116
1_223393694	1	223393694	0.324095661125381
1_223394466	1	223394466	0.395875002652479
1_223394732	1	223394732	0.149350690464874
1_223394892	1	223394892	0.193207568872015
1_223395282	1	223395282	0.215295413911394
1_223395318	1	223395318	0.233179830320944
1_223538040	1	223538040	-0.0482360689477793
1_223539436	1	223539436	0.30113451268207
1_223543146	1	223543146	-0.117949819659476
1_223544122	1	223544122	0.415305532601381
1_223544808	1	223544808	0.176001253465675
1_223544815	1	223544815	0.207904728212844
1_223545289	1	223545289	0.154609747867926
1_223609200	1	223609200	0.600039827879304
1_223612249	1	223612249	-0.102355822015948
1_223615978	1	223615978	0.406680285987084
1_223625884	1	223625884	0.0645282321259208
1_223625887	1	223625887	0.00637981752493299
1_223626030	1	223626030	0.409097045167909
1_223628681	1	223628681	-0.0103375774200008
1_223747018	1	223747018	0.556520417946191
1_223752865	1	223752865	0.322407310972611
1_223761612	1	223761612	0.298879714034673
1_223784160	1	223784160	0.306117920196325
1_223789144	1	223789144	0.254516723709113
1_223792505	1	223792505	0.335899930842746
1_223796546	1	223796546	0.436064092768178
1_223803417	1	223803417	0.399538216743064
1_223804257	1	223804257	0.24730244931301
1_224114151	1	224114151	0.146557475573193
1_224157702	1	224157702	0.487807667862176
1_224190022	1	224190022	0.429306726592869
1_224236537	1	224236537	0.256914857310005
1_224294382	1	224294382	0.347527418166521
1_224300613	1	224300613	0.423991260467603
1_224303736	1	224303736	0.246908000905662
1_224305044	1	224305044	0.278522815781698
1_224305081	1	224305081	0.382024253055289
1_224307996	1	224307996	0.216042575894477
1_224308005	1	224308005	-0.0295994795806336
1_224308150	1	224308150	0.21367167143173
1_224393979	1	224393979	0.186612659207309
1_224433959	1	224433959	0.544588549546347
1_224730536	1	224730536	0.157445791715929
1_224929578	1	224929578	0.461599184875316
1_224967518	1	224967518	0.299742621555398
1_224967523	1	224967523	0.340568095539819
1_225042906	1	225042906	-0.132219666806348
1_225051665	1	225051665	0.466264330543877
1_225079264	1	225079264	0.450891510445817
1_225079364	1	225079364	0.583621281182036
1_225080404	1	225080404	0.431491362978354
1_225080641	1	225080641	0.303061961253184
1_225080644	1	225080644	0.362946163564163
1_225085546	1	225085546	0.478499359088575
1_225118116	1	225118116	0.259813453076451
1_225144594	1	225144594	0.557780001167871
1_225152043	1	225152043	0.335135183917397
1_225152708	1	225152708	0.426010428104255
1_225185370	1	225185370	0.304819559489926
1_225207087	1	225207087	0.504543830650945
1_225231096	1	225231096	0.410732802811557
1_225259137	1	225259137	0.0435691621404226
1_225266684	1	225266684	0.613368624576088
1_225276070	1	225276070	0.611264036251165
1_225318627	1	225318627	0.238831745330131
1_225338162	1	225338162	0.189845657705477
1_225340481	1	225340481	0.243419014825782
1_225345982	1	225345982	0.346602465391841
1_225346517	1	225346517	0.308056480392107
1_225346612	1	225346612	0.0613843311054752
1_225346622	1	225346622	0.0525048249625023
1_225346646	1	225346646	-0.112990754482353
1_225351806	1	225351806	0.386311057571078
1_225354198	1	225354198	0.410973111805348
1_225354198.1	1	225354198	0.410973111805348
1_225358519	1	225358519	0.0416368731646205
1_225367810	1	225367810	0.448447817224011
1_225367900	1	225367900	0.388011963362036
1_225367977	1	225367977	0.425175776625442
1_225377313	1	225377313	0.601123339038675
1_225380168	1	225380168	0.509313074798817
1_225381539	1	225381539	0.479231951924552
1_225392303	1	225392303	0.639463798761579
1_225399082	1	225399082	0.399538216743064
1_225404482	1	225404482	0.396784105106367
1_225404482.1	1	225404482	0.396784105106367
1_225412467	1	225412467	0.605989094210491
1_225412543	1	225412543	0.35689387933457
1_225412607	1	225412607	0.42312503706068
1_225412607.1	1	225412607	0.42312503706068
1_225419442	1	225419442	0.482000376935037
1_225423959	1	225423959	0.0306767635230538
1_225497780	1	225497780	0.254390132646785
1_225653417	1	225653417	0.670119431630206
1_225825654	1	225825654	0.579757552637311
1_225828759	1	225828759	0.436064092768178
1_225828874	1	225828874	0.554458793570409
1_225831826	1	225831826	0.459910834722546
1_225831932	1	225831932	0.634003470380087
1_225831945	1	225831945	0.613368624576088
1_225838704	1	225838704	0.137840258472084
1_225839847	1	225839847	0.329976834378487
1_225839958	1	225839958	0.605989094210491
1_225844528	1	225844528	0.21367167143173
1_225845202	1	225845202	0.21367167143173
1_225845218	1	225845218	0.274313022771566
1_225852703	1	225852703	0.470829510928855
1_225862812	1	225862812	0.203229924710083
1_225866633	1	225866633	0.215404638656185
1_225866681	1	225866681	0.259538680189059
1_225867895	1	225867895	0.100098164480533
1_225886736	1	225886736	-0.0836707851773588
1_225886883	1	225886883	0.445524422017244
1_225887053	1	225887053	0.440929847939994
1_225888898	1	225888898	0.855016642050405
1_225921584	1	225921584	0.111935089687545
1_225937144	1	225937144	0.234020316823533
1_225937144.1	1	225937144	0.234020316823533
1_225937144.2	1	225937144	0.234020316823533
1_225937685	1	225937685	0.448447817224011
1_225937685.1	1	225937685	0.448447817224011
1_225937768	1	225937768	0.428904301195312
1_225937768.1	1	225937768	0.428904301195312
1_225937917	1	225937917	0.314222969833381
1_225937933	1	225937933	0.277124952112752
1_226152537	1	226152537	0.248978540167683
1_226161567	1	226161567	0.126821257511931
1_226223838	1	226223838	0.0572467814020876
1_226233494	1	226233494	0.77775544247697
1_226309275	1	226309275	-0.0529739879544426
1_226309555	1	226309555	0.378920185664569
1_226309688	1	226309688	0.262844513413432
1_226309718	1	226309718	0.163045598361762
1_226367601	1	226367601	0.455429417635109
1_226370506	1	226370506	0.152938268994915
1_226377176	1	226377176	0.202633399979282
1_226381123	1	226381123	0.585640448818688
1_226385663	1	226385663	0.379074114183349
1_226402084	1	226402084	0.307330778645975
1_226402132	1	226402132	0.436064092768178
1_226402257	1	226402257	0.535599766319093
1_226549060	1	226549060	0.441358392437691
1_226639599	1	226639599	0.3458662837966
1_226735641	1	226735641	0.0704952697536343
1_226735804	1	226735804	0.0381001068482758
1_226736078	1	226736078	-0.00473650257574749
1_226736237	1	226736237	0.193207568872015
1_226736590	1	226736590	0.0427216645886534
1_226737239	1	226737239	0.692403846027964
1_226882039	1	226882039	0.691718968236374
1_226883748	1	226883748	0.46581143616223
1_226883774	1	226883774	0.468485570460556
1_226883824	1	226883824	0.512012946001477
1_226885604	1	226885604	0.506453420659576
1_226890108	1	226890108	0.0523907643986695
1_226891294	1	226891294	0.245343891750274
1_226895432	1	226895432	0.480458212126632
1_226961448	1	226961448	0.696186903182069
1_226961463	1	226961463	0.626747654377288
1_226965700	1	226965700	0.225040485510928
1_226965700.1	1	226965700	0.225040485510928
1_226976304	1	226976304	-0.017576245734413
1_226976457	1	226976457	0.296661036102762
1_226983783	1	226983783	-0.187560028322083
1_226983783.1	1	226983783	-0.187560028322083
1_226983783.2	1	226983783	-0.187560028322083
1_226984589	1	226984589	-0.117801111207982
1_226987464	1	226987464	0.427018953165171
1_226987464.1	1	226987464	0.427018953165171
1_226987464.2	1	226987464	0.427018953165171
1_226987464.3	1	226987464	0.427018953165171
1_226994332	1	226994332	0.22747747095676
1_226994906	1	226994906	0.431310562797544
1_227011036	1	227011036	0.247535123298014
1_227028961	1	227028961	0.330354651597063
1_227029074	1	227029074	0.503303430235926
1_227080900	1	227080900	0.427651852951978
1_227160544	1	227160544	0.163045598361762
1_227732964	1	227732964	0.237837982562482
1_227735366	1	227735366	0.443717665311614
1_227735368	1	227735368	0.354927330042773
1_227735426	1	227735426	0.611506099178056
1_227747743	1	227747743	0.0928172765573443
1_227748134	1	227748134	0.546117638233092
1_227766976	1	227766976	0.219572272871414
1_227766988	1	227766988	0.124862404473874
1_227788447	1	227788447	0.273213617086136
1_227788797	1	227788797	0.47119231617178
1_227788853	1	227788853	0.571223676049814
1_227788896	1	227788896	0.325881175017755
1_227816099	1	227816099	0.266783007891293
1_227816106	1	227816106	0.22747747095676
1_227816139	1	227816139	0.11217448154753
1_227817265	1	227817265	0.367829357015726
1_227921995	1	227921995	-0.102355822015948
1_228050742	1	228050742	0.38120215773366
1_228050855	1	228050855	0.92049971753537
1_228075906	1	228075906	0.271349947573574
1_228076202	1	228076202	0.117241908748637
1_228076231	1	228076231	0.192637971559533
1_228101407	1	228101407	0.0398856207406501
1_228102142	1	228102142	0.594493455372661
1_228102332	1	228102332	0.249295581162452
1_228102512	1	228102512	0.208305161681915
1_228106866	1	228106866	0.813793979323892
1_228107822	1	228107822	0.219355309935313
1_228108243	1	228108243	0.461599184875316
1_228147424	1	228147424	0.634843956882676
1_228148280	1	228148280	0.4716880024989
1_228148715	1	228148715	0.496760024455732
1_228157866	1	228157866	0.216042575894477
1_228158043	1	228158043	0.0534480711817116
1_228158352	1	228158352	0.386023410268583
1_228165950	1	228165950	-0.181281581803781
1_228174981	1	228174981	0.0973774796194491
1_228211927	1	228211927	0.0210265934893343
1_228212065	1	228212065	-0.171618484453062
1_228212150	1	228212150	-0.0133249113014428
1_228213482	1	228213482	0.357075796621349
1_228213628	1	228213628	0.470011424691516
1_228214420	1	228214420	0.234020316823533
1_228214962	1	228214962	0.0998820142005738
1_228224607	1	228224607	0.466310379636299
1_228224670	1	228224670	0.356817341758442
1_228224691	1	228224691	0.383596672874043
1_228243333	1	228243333	0.362494874772342
1_228243394	1	228243394	0.344971033975201
1_228245516	1	228245516	0.329148888851666
1_228245645	1	228245645	0.144601278607867
1_228245672	1	228245672	0.0793252340540016
1_228250047	1	228250047	0.304819559489926
1_228250145	1	228250145	0.374663548104035
1_228250197	1	228250197	0.429242826912164
1_228256684	1	228256684	0.0308743794456816
1_228259731	1	228259731	0.493615115330337
1_228259762	1	228259762	0.410300996703096
1_228264315	1	228264315	0.131526134754885
1_228273329	1	228273329	0.580454002103353
1_228273394	1	228273394	0.344565738282682
1_228273428	1	228273428	0.18396516461554
1_228274648	1	228274648	0.385790886286954
1_228274809	1	228274809	-0.00698778268026232
1_228276602	1	228276602	0.229134788819535
1_228276615	1	228276615	0.342954688376697
1_228277299	1	228277299	0.490511876790555
1_228278823	1	228278823	0.39139504343445
1_228278885	1	228278885	0.386023410268583
1_228279228	1	228279228	-0.0164481119293286
1_228279378	1	228279378	0.0873690883180303
1_228279419	1	228279419	0.332970599804075
1_228279843	1	228279843	0.673103290069027
1_228280288	1	228280288	0.53760211923024
1_228280399	1	228280399	0.737233627488743
1_228280757	1	228280757	0.222660454658985
1_228282100	1	228282100	0.356010841202143
1_228282172	1	228282172	0.370611031279562
1_228283592	1	228283592	0.319550084041753
1_228286258	1	228286258	0.254698939691785
1_228288147	1	228288147	0.35476399066633
1_228288713	1	228288713	0.224559987574466
1_228288800	1	228288800	0.465015466464307
1_228288821	1	228288821	0.443481564330661
1_228292581	1	228292581	0.07106727598893
1_228293613	1	228293613	0.605989094210491
1_228294309	1	228294309	0.411667438460711
1_228303837	1	228303837	0.416955269820474
1_228303932	1	228303932	0.535599766319093
1_228304343	1	228304343	0.431959694435442
1_228306995	1	228306995	0.579757552637311
1_228307525	1	228307525	0.488805554840152
1_228308365	1	228308365	0.216577402607141
1_228309488	1	228309488	0.943024081488061
1_228313684	1	228313684	0.302208346033388
1_228315866	1	228315866	0.477884268462805
1_228316803	1	228316803	0.224559987574466
1_228316873	1	228316873	0.571223676049814
1_228316949	1	228316949	0.264952176375424
1_228317503	1	228317503	0.239206763538868
1_228318026	1	228318026	0.745392150875907
1_228318038	1	228318038	0.605989094210491
1_228318986	1	228318986	0.563819639966551
1_228319055	1	228319055	0.349352459574847
1_228321726	1	228321726	0.59218329468546
1_228321729	1	228321729	0.59177523499079
1_228321909	1	228321909	0.612941854852257
1_228321976	1	228321976	0.70455292869408
1_228323548	1	228323548	0.143510600014329
1_228337307	1	228337307	0.336228825188383
1_228338310	1	228338310	0.220964163998086
1_228338366	1	228338366	0.0722519168445076
1_228338877	1	228338877	0.752209835061534
1_228340597	1	228340597	-0.0553242926407805
1_228340822	1	228340822	0.642514970235605
1_228341106	1	228341106	0.250508439612102
1_228359640	1	228359640	0.110663805974011
1_228359849	1	228359849	0.0379004120537303
1_228359984	1	228359984	-0.128351030548892
1_228360200	1	228360200	-0.0133249113014428
1_228360212	1	228360212	0.0881407893478713
1_228360411	1	228360411	0.193207568872015
1_228360413	1	228360413	0.190951594931647
1_228360554	1	228360554	0.0824271381534776
1_228360589	1	228360589	0.173029686934384
1_228360659	1	228360659	0.363132570314327
1_228361574	1	228361574	0.293398863902465
1_228361575	1	228361575	0.385790886286954
1_228361708	1	228361708	-0.0891563242610885
1_228361754	1	228361754	-0.0233675258691191
1_228362253	1	228362253	0.388758377989821
1_228365066	1	228365066	0.140079265133097
1_228366507	1	228366507	0.0362933501426448
1_228368804	1	228368804	0.25235213959579
1_228369087	1	228369087	-0.0133249113014428
1_228370054	1	228370054	0.421988907556455
1_228371172	1	228371172	0.376685545689246
1_228371178	1	228371178	0.44011092583088
1_228371265	1	228371265	0.363628256641446
1_228371685	1	228371685	0.254225769782365
1_228371729	1	228371729	-0.148898407952978
1_228371749	1	228371749	0.143017117867945
1_228372324	1	228372324	0.430902387652399
1_228372333	1	228372333	0.388235567677563
1_228372438	1	228372438	0.367677117787928
1_228372771	1	228372771	0.290633653246614
1_228374649	1	228374649	0.155676120184116
1_228376691	1	228376691	0.56964724714677
1_228376695	1	228376695	0.494957781821747
1_228376803	1	228376803	0.732681099126353
1_228377076	1	228377076	0.490511876790555
1_228377097	1	228377097	0.4411350823156
1_228377183	1	228377183	0.44011092583088
1_228377591	1	228377591	0.248832511012147
1_228377624	1	228377624	0.355445632559894
1_228378686	1	228378686	0.19386319035155
1_228378783	1	228378783	0.273792663869301
1_228394942	1	228394942	0.350594750578829
1_228396882	1	228396882	0.265263403869002
1_228397061	1	228397061	0.0768798282228517
1_228397061.1	1	228397061	0.0768798282228517
1_228402165	1	228402165	0.517858183931826
1_228408404	1	228408404	0.22747747095676
1_228408547	1	228408547	0.366801430331064
1_228409101	1	228409101	0.415657882106341
1_228409124	1	228409124	0.455122428583863
1_228414862	1	228414862	0.578083097640606
1_228414863	1	228414863	0.64598716214241
1_228414985	1	228414985	0.853916607654076
1_228415046	1	228415046	0.914111389572822
1_228425293	1	228425293	0.239206763538868
1_228457455	1	228457455	0.21154849953876
1_228457653	1	228457653	0.316033389061408
1_228510442	1	228510442	0.179091439721586
1_228510489	1	228510489	0.180016117250491
1_228510519	1	228510519	0.24730244931301
1_228510527	1	228510527	0.326529140463586
1_228511790	1	228511790	0.0366234485403529
1_228648065	1	228648065	1.05497392541267
1_228648080	1	228648080	0.836602022351907
1_228648155	1	228648155	0.424382287720543
1_228735946	1	228735946	0.103488753681307
1_228743452	1	228743452	-0.00619487524568993
1_228743620	1	228743620	0.321421526827055
1_229249754	1	229249754	0.137540602215759
1_229325277	1	229325277	0.44011092583088
1_229432878	1	229432878	0.173029686934384
1_229463667	1	229463667	0.37717040371461
1_229486415	1	229486415	0.31893145917018
1_229487591	1	229487591	0.300310350968203
1_229495926	1	229495926	0.297680608612256
1_229495987	1	229495987	0.230203395321618
1_229499733	1	229499733	0.243419014825782
1_229500814	1	229500814	0.392995370876292
1_229594384	1	229594384	0.0858777378393022
1_229595035	1	229595035	0.659760350651471
1_229602423	1	229602423	0.157348064702115
1_229602489	1	229602489	0.11082326383998
1_229614289	1	229614289	0.259186330684099
1_229614333	1	229614333	0.402116760844841
1_229634924	1	229634924	0.167867981818606
1_229635122	1	229635122	0.254225769782365
1_229635208	1	229635208	0.352232501964707
1_229636538	1	229636538	0.0609193206128469
1_229637055	1	229637055	0.550493981618787
1_229637185	1	229637185	0.238124715156269
1_229637694	1	229637694	0.00542973843831594
1_229637769	1	229637769	0.0580208009715357
1_229637944	1	229637944	0.00722079396430378
1_229637955	1	229637955	0.0210265934893343
1_229647581	1	229647581	0.441869714449384
1_229647614	1	229647614	0.327687931723386
1_229654301	1	229654301	0.223215444102601
1_230128097	1	230128097	0.331366714101485
1_230159169	1	230159169	0.10925377650107
1_230249191	1	230249191	0.661130648402951
1_230255285	1	230255285	-0.0378670955642342
1_230255312	1	230255312	0.15637844638422
1_230265467	1	230265467	0.26895410693292
1_230325333	1	230325333	0.0640953153812202
1_230357185	1	230357185	0.31593151461015
1_230357189	1	230357189	0.313207344982645
1_230357233	1	230357233	0.281554143712553
1_230425643	1	230425643	0.236294580392401
1_230675010	1	230675010	0.637697953937829
1_230690130	1	230690130	0.35476399066633
1_230690130.1	1	230690130	0.35476399066633
1_230693393	1	230693393	0.623062607569432
1_230701298	1	230701298	0.543447628141777
1_230702585	1	230702585	0.190951594931647
1_230702585.1	1	230702585	0.190951594931647
1_230702585.2	1	230702585	0.190951594931647
1_230702718	1	230702718	0.352540737205895
1_230702718.1	1	230702718	0.352540737205895
1_230702974	1	230702974	-0.0485143397637428
1_230704288	1	230704288	0.321686071623045
1_230704308	1	230704308	0.376507248087723
1_230710231	1	230710231	0.24730244931301
1_230714126	1	230714126	0.616636338409999
1_230714140	1	230714140	0.584455932660849
1_230714126.1	1	230714126	0.616636338409999
1_230714140.1	1	230714140	0.584455932660849
1_230714126.2	1	230714126	0.616636338409999
1_230714140.2	1	230714140	0.584455932660849
1_230714126.3	1	230714126	0.616636338409999
1_230714140.3	1	230714140	0.584455932660849
1_230714126.4	1	230714126	0.616636338409999
1_230714140.4	1	230714140	0.584455932660849
1_230714402	1	230714402	-0.068610618995342
1_230714402.1	1	230714402	-0.068610618995342
1_230762748	1	230762748	0.269602946629437
1_230767705	1	230767705	0.307330778645975
1_230769189	1	230769189	0.180016117250491
1_230772088	1	230772088	0.531221325808518
1_230778983	1	230778983	-0.0485143397637428
1_230779000	1	230779000	-0.127836792425148
1_230779043	1	230779043	-0.0266701485419619
1_230780258	1	230780258	0.382426129166105
1_230780514	1	230780514	0.67941016367986
1_230780580	1	230780580	0.345155596569968
1_230791925	1	230791925	0.329657865763239
1_230843501	1	230843501	-0.0971548328589797
1_230843818	1	230843818	0.605989094210491
1_230906986	1	230906986	0.328004346910725
1_230908844	1	230908844	0.478499359088575
1_230908930	1	230908930	0.687982466407798
1_230921501	1	230921501	0.110293931586422
1_230954360	1	230954360	0.412451535546228
1_230979178	1	230979178	0.668724849558453
1_230995839	1	230995839	0.469230956703377
1_231019925	1	231019925	0.308308545569805
1_231019991	1	231019991	0.119206987428238
1_231203967	1	231203967	0.193207568872015
1_231214137	1	231214137	0.13650381090927
1_231214168	1	231214168	0.547572407985168
1_231227049	1	231227049	0.387454148543557
1_231266156	1	231266156	0.190951594931647
1_231266156.1	1	231266156	0.190951594931647
1_231270957	1	231270957	0.44765206704339
1_231336162	1	231336162	0.197904355573414
1_231336773	1	231336773	0.489702056370251
1_231337365	1	231337365	0.281262365970455
1_231338548	1	231338548	0.108489434739674
1_231348124	1	231348124	0.262034692993129
1_231352778	1	231352778	0.0210265934893343
1_231421314	1	231421314	0.42541684856867
1_231694313	1	231694313	0.272565360485299
1_231694549	1	231694549	0.454923120019494
1_231767166	1	231767166	0.239666879964675
1_231767227	1	231767227	0.277040571645356
1_231767229	1	231767229	0.152271126767587
1_231767264	1	231767264	0.102326695591182
1_231770843	1	231770843	0.039642271656681
1_231770969	1	231770969	0.00542973843831594
1_231774667	1	231774667	0.78495923525581
1_231818355	1	231818355	0.364980994706696
1_231818399	1	231818399	0.383596672874043
1_232009125	1	232009125	0.245900004329537
1_232399190	1	232399190	0.708436363181308
1_232399211	1	232399211	0.654487611901681
1_232403473	1	232403473	-0.116476930260601
1_232425774	1	232425774	0.203504645274732
1_232439175	1	232439175	0.4716880024989
1_232439305	1	232439305	0.457125708296008
1_232445690	1	232445690	0.0371462588526111
1_232464888	1	232464888	0.337698962925201
1_232465047	1	232465047	0.51083186117015
1_232514131	1	232514131	0.455122428583863
1_232515004	1	232515004	0.0978421905401651
1_232515121	1	232515121	0.670840238560458
1_232515195	1	232515195	0.445052875995433
1_232805207	1	232805207	0.309372087852316
1_232805644	1	232805644	0.339388073356504
1_232805906	1	232805906	0.349649340950705
1_232805935	1	232805935	0.3968934954875
1_232806505	1	232806505	0.363914307012343
1_232806530	1	232806530	0.416955269820474
1_232807668	1	232807668	0.351175195181665
1_232955719	1	232955719	0.396535728581541
1_232976349	1	232976349	0.188136579324592
1_232984475	1	232984475	0.352870157241779
1_232986045	1	232986045	0.0605549576759715
1_232986138	1	232986138	0.337054086937012
1_232986152	1	232986152	0.263227495905963
1_232986367	1	232986367	0.54297929668469
1_232998340	1	232998340	0.0793252340540016
1_233000315	1	233000315	0.144761961911579
1_233112961	1	233112961	0.421564523073063
1_233139809	1	233139809	0.60965541140826
1_233161280	1	233161280	0.764461682985098
1_233177819	1	233177819	0.119710868348741
1_233200199	1	233200199	0.508013934647193
1_233258248	1	233258248	0.0881407893478713
1_233258502	1	233258502	-0.0308123380302837
1_233258733	1	233258733	0.430417529627036
1_233259267	1	233259267	0.187676462898786
1_233263003	1	233263003	0.572930805631195
1_233328064	1	233328064	0.163984547331377
1_233328324	1	233328324	0.290487268482561
1_233328799	1	233328799	0.24003637543113
1_233353936	1	233353936	0.260697006257618
1_233376468	1	233376468	0.489870536463972
1_233379090	1	233379090	0.182490016183451
1_233379667	1	233379667	0.321535704741791
1_233379680	1	233379680	0.294591666815297
1_233382545	1	233382545	0.332228281783638
1_233650040	1	233650040	0.476221219240161
1_233671428	1	233671428	0.641739119159692
1_234231581	1	234231581	0.151423230745009
1_234231727	1	234231727	0.132919473560232
1_234323108	1	234323108	0.530887638969772
1_234373588	1	234373588	0.168252546672512
1_234393700	1	234393700	0.111629142270241
1_234393773	1	234393773	0.233179830320944
1_234393794	1	234393794	0.313477487299863
1_234393806	1	234393806	0.289843351917134
1_234393824	1	234393824	0.355445632559894
1_234410499	1	234410499	0.349975116054469
1_234429228	1	234429228	-0.115608098532512
1_234429430	1	234429430	0.21367167143173
1_234430131	1	234430131	0.1420419944507
1_234433446	1	234433446	0.446332428222005
1_234448485	1	234448485	0.368949896909641
1_234459324	1	234459324	0.638939516011777
1_234471252	1	234471252	0.342954688376697
1_234472765	1	234472765	0.639936426133828
1_234478228	1	234478228	0.416164535330473
1_234478323	1	234478323	0.762108296127772
1_234478420	1	234478420	0.652783305689432
1_234478562	1	234478562	0.556063868878808
1_234478861	1	234478861	0.645058658889083
1_234478952	1	234478952	0.296661036102762
1_234607782	1	234607782	0.540054824025714
1_234608783	1	234608783	0.237837982562482
1_234609263	1	234609263	0.788365836699059
1_234609420	1	234609420	0.111224402460912
1_235131899	1	235131899	0.32643960159368
1_235160904	1	235160904	0.442853258430817
1_235161235	1	235161235	0.51443515632105
1_235161376	1	235161376	0.357622738165532
1_235181820	1	235181820	0.279338589080725
1_235182031	1	235182031	0.525818745526507
1_235182498	1	235182498	0.597218884582759
1_235219873	1	235219873	0.372248995170735
1_235229231	1	235229231	0.358896232245718
1_235229250	1	235229250	0.392995370876292
1_235257178	1	235257178	0.389565630668287
1_235380155	1	235380155	0.130255663244093
1_235380155.1	1	235380155	0.130255663244093
1_235380155.2	1	235380155	0.130255663244093
1_235380155.3	1	235380155	0.130255663244093
1_235433081	1	235433081	0.290487268482561
1_235441207	1	235441207	-0.0839429661122082
1_235457218	1	235457218	0.51083186117015
1_235489208	1	235489208	0.611506099178056
1_235494789	1	235494789	0.386311057571078
1_235662946	1	235662946	0.581114425571461
1_235662946.1	1	235662946	0.581114425571461
1_235677195	1	235677195	0.202633399979282
1_235677195.1	1	235677195	0.202633399979282
1_235740572	1	235740572	0.0679476408768266
1_235746515	1	235746515	0.595262687617432
1_235747242	1	235747242	0.133501322747747
1_235753109	1	235753109	0.147660032020351
